# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam
3142_11	k141_18488	6660	7382	-	723	37
3142_12	k141_18488	7509	8240	+	732	15
3142_13	k141_18488	8215	9144	-	930	24
3142_14	k141_18488	9141	9851	-	711	34
3142_15	k141_18488	9905	10147	-	243	2
3143_1	k141_7747	2	742	+	741	14
3143_2	k141_7747	814	1389	+	576	4
3143_3	k141_7747	1409	1504	-	96	0
3144_1	k141_22164	3	1235	-	1233	14
3145_1	k141_29193	3	1247	-	1245	31
3145_2	k141_29193	1249	1587	-	339	6
3146_1	k141_53810	2	124	+	123	0
3146_2	k141_53810	117	806	+	690	31
3146_3	k141_53810	1270	1512	+	243	20
3146_4	k141_53810	1527	1931	+	405	8
3147_1	k141_43425	2	232	+	231	4
3147_2	k141_43425	225	746	+	522	6
3147_3	k141_43425	755	1060	+	306	4
3148_1	k141_46567	25	528	-	504	125
3148_2	k141_46567	546	1028	-	483	144
3148_3	k141_46567	968	1264	-	297	72
3148_4	k141_46567	1351	1947	-	597	16
3148_5	k141_46567	2091	2312	-	222	12
3148_6	k141_46567	2313	2447	-	135	2
3148_7	k141_46567	2461	2613	-	153	8
3149_1	k141_43426	2	1192	+	1191	31
3150_1	k141_7753	1	234	+	234	1
3150_2	k141_7753	340	1113	+	774	27
3151_1	k141_18492	632	1282	-	651	66
3152_1	k141_32726	1	246	-	246	21
3152_2	k141_32726	468	788	-	321	59
3152_3	k141_32726	961	2778	-	1818	347
3152_4	k141_32726	2775	3725	-	951	187
3152_5	k141_32726	3867	5018	-	1152	210
3152_6	k141_32726	5048	6568	-	1521	357
3152_7	k141_32726	6706	7323	-	618	89
3152_8	k141_32726	7329	7916	-	588	125
3152_9	k141_32726	7988	8779	-	792	160
3152_10	k141_32726	8754	9728	-	975	194
3152_11	k141_32726	9819	10667	-	849	103
3152_12	k141_32726	10669	11523	-	855	152
3152_13	k141_32726	11692	12321	-	630	114
3152_14	k141_32726	12414	13082	-	669	173
3152_15	k141_32726	13189	13368	-	180	33
3153_1	k141_43429	3	1094	+	1092	11
3154_1	k141_7755	265	1119	-	855	5
3154_2	k141_7755	1134	1634	-	501	7
3154_3	k141_7755	1636	2343	-	708	10
3155_1	k141_57290	2	1357	+	1356	28
3155_2	k141_57290	1374	2087	+	714	25
3155_3	k141_57290	2127	3089	+	963	46
3155_4	k141_57290	3117	4937	+	1821	102
3155_5	k141_57290	5127	5630	+	504	38
3155_6	k141_57290	5696	6283	-	588	27
3155_7	k141_57290	6285	8021	-	1737	89
3156_1	k141_53813	3	1964	-	1962	125
3156_2	k141_53813	2218	2763	-	546	57
3156_3	k141_53813	2882	3478	-	597	25
3157_1	k141_68011	3	875	-	873	24
3157_2	k141_68011	899	1957	-	1059	45
3158_1	k141_32728	2	607	-	606	15
3158_2	k141_32728	914	1411	+	498	13
3159_1	k141_971	26	949	+	924	40
3159_2	k141_971	1017	1439	+	423	54
3159_3	k141_971	1755	1886	+	132	6
3159_4	k141_971	2035	2244	+	210	29
3159_5	k141_971	2378	2614	+	237	31
3159_6	k141_971	2616	2966	+	351	3
3159_7	k141_971	2908	3120	+	213	6
3159_8	k141_971	3316	3534	+	219	8
3159_9	k141_971	3521	5203	+	1683	237
3159_10	k141_971	5221	6426	+	1206	105
3159_11	k141_971	6398	7198	+	801	53
3159_12	k141_971	7201	8658	+	1458	147
3159_13	k141_971	8663	8974	+	312	19
3159_14	k141_971	8955	9344	+	390	21
3159_15	k141_971	9334	9705	+	372	26
3159_16	k141_971	9702	10022	+	321	9
3159_17	k141_971	10025	10633	+	609	42
3159_18	k141_971	10649	11056	+	408	25
3159_19	k141_971	11230	14265	+	3036	210
3159_20	k141_971	14265	14993	+	729	48
3159_21	k141_971	15006	15380	+	375	22
3159_22	k141_971	15405	17522	+	2118	224
3159_23	k141_971	17567	18535	+	969	146
3159_24	k141_971	18569	18922	+	354	25
3160_1	k141_43434	2	1396	-	1395	9
3161_1	k141_18501	1	573	+	573	96
3161_2	k141_18501	561	803	+	243	45
3161_3	k141_18501	995	1360	+	366	37
3161_4	k141_18501	1360	1632	+	273	3
3162_1	k141_29210	3	947	+	945	34
3162_2	k141_29210	1440	1568	+	129	10
3163_1	k141_57295	1	1011	-	1011	9
3163_2	k141_57295	1004	1231	-	228	0
3164_1	k141_25476	1	855	+	855	30
3164_2	k141_25476	948	1961	+	1014	28
3164_3	k141_25476	1945	3132	+	1188	34
3164_4	k141_25476	3202	4770	-	1569	58
3164_5	k141_25476	4780	5637	-	858	39
3164_6	k141_25476	5762	6964	-	1203	34
3164_7	k141_25476	6975	7664	-	690	45
3164_8	k141_25476	7761	9152	-	1392	136
3164_9	k141_25476	9261	10484	+	1224	75
3164_10	k141_25476	11158	12063	-	906	19
3164_11	k141_25476	12144	13400	-	1257	52
3164_12	k141_25476	13438	14331	-	894	50
3165_1	k141_53818	2	772	+	771	16
3165_2	k141_53818	848	2203	-	1356	46
3166_1	k141_25477	3	1049	+	1047	27
3167_1	k141_7764	1	201	-	201	0
3167_2	k141_7764	284	2116	-	1833	59
3168_1	k141_57297	2	73	+	72	0
3168_2	k141_57297	63	950	+	888	34
3168_3	k141_57297	955	1836	+	882	31
3169_1	k141_22189	1	1134	+	1134	28
3169_2	k141_22189	1127	1834	+	708	27
3170_1	k141_4415	1420	1596	+	177	2
3171_1	k141_46592	3	1649	-	1647	41
3172_1	k141_32732	2	136	+	135	14
3172_2	k141_32732	488	994	-	507	44
3172_3	k141_32732	1527	2789	+	1263	131
3172_4	k141_32732	2861	3625	+	765	86
3172_5	k141_32732	3606	5366	+	1761	169
3172_6	k141_32732	5474	5566	+	93	7
3173_1	k141_53828	3	275	+	273	10
3173_2	k141_53828	282	914	+	633	17
3173_3	k141_53828	947	1108	+	162	1
3174_1	k141_983	2	700	-	699	4
3174_2	k141_983	697	1257	-	561	7
3175_1	k141_18507	3	587	+	585	9
3175_2	k141_18507	675	3377	+	2703	80
3175_3	k141_18507	3380	3922	+	543	8
3176_1	k141_46595	3	212	-	210	3
3176_2	k141_46595	389	1261	-	873	65
3177_1	k141_7771	3	731	-	729	17
3177_2	k141_7771	756	1058	-	303	11
3177_3	k141_7771	1190	1444	+	255	9
3178_1	k141_25478	343	1605	+	1263	44
3178_2	k141_25478	1806	2018	+	213	0
3178_3	k141_25478	2387	2719	+	333	15
3178_4	k141_25478	2824	4437	+	1614	45
3179_1	k141_36227	3	248	-	246	6
3179_2	k141_36227	314	568	-	255	12
3179_3	k141_36227	644	1324	-	681	25
3179_4	k141_36227	1305	2324	-	1020	43
3179_5	k141_36227	2324	4336	-	2013	68
3179_6	k141_36227	4345	5256	-	912	40
3179_7	k141_36227	5309	5614	-	306	11
3179_8	k141_36227	5738	6688	-	951	41
3179_9	k141_36227	6681	8675	-	1995	39
3179_10	k141_36227	8685	9371	-	687	18
3180_1	k141_18508	2	280	-	279	1
3180_2	k141_18508	270	1223	-	954	11
3181_1	k141_985	1	786	-	786	19
3182_1	k141_7773	1	1062	+	1062	27
3183_1	k141_53830	1	1569	+	1569	419
3183_2	k141_53830	1635	1703	+	69	0
3184_1	k141_32737	3	566	+	564	122
3185_1	k141_57307	116	1138	+	1023	24
3186_1	k141_25482	139	231	-	93	6
3186_2	k141_25482	396	599	-	204	36
3186_3	k141_25482	1009	1293	-	285	8
3187_1	k141_39588	64	1596	-	1533	94
3187_2	k141_39588	1829	1957	-	129	10
3187_3	k141_39588	1993	2175	-	183	5
3187_4	k141_39588	2194	3159	-	966	48
3187_5	k141_39588	3152	3937	-	786	37
3187_6	k141_39588	3952	5520	-	1569	95
3187_7	k141_39588	5579	6409	-	831	28
3187_8	k141_39588	6410	7348	-	939	51
3187_9	k141_39588	8007	8966	-	960	100
3187_10	k141_39588	9138	10418	-	1281	78
3187_11	k141_39588	10437	11024	-	588	31
3187_12	k141_39588	11024	12334	-	1311	46
3187_13	k141_39588	12385	13023	-	639	27
3187_14	k141_39588	13023	14144	-	1122	38
3187_15	k141_39588	14255	14788	-	534	41
3187_16	k141_39588	14801	15358	-	558	24
3187_17	k141_39588	15342	16310	-	969	40
3187_18	k141_39588	16323	16943	-	621	31
3187_19	k141_39588	16906	18780	-	1875	111
3187_20	k141_39588	18827	19639	-	813	43
3187_21	k141_39588	19919	21364	-	1446	90
3187_22	k141_39588	21447	22382	+	936	47
3187_23	k141_39588	22359	22997	-	639	21
3187_24	k141_39588	23010	23504	-	495	22
3187_25	k141_39588	23520	24068	-	549	10
3187_26	k141_39588	24065	24460	-	396	16
3187_27	k141_39588	24627	25505	-	879	43
3187_28	k141_39588	25738	25968	+	231	17
3187_29	k141_39588	26115	26738	-	624	27
3187_30	k141_39588	26897	27472	-	576	47
3187_31	k141_39588	27568	31023	-	3456	170
3187_32	k141_39588	31102	33162	-	2061	82
3187_33	k141_39588	33175	34830	-	1656	108
3187_34	k141_39588	34848	35207	-	360	10
3188_1	k141_18511	70	777	-	708	35
3188_2	k141_18511	897	1856	-	960	53
3189_1	k141_7776	1	327	-	327	9
3189_2	k141_7776	345	629	-	285	4
3189_3	k141_7776	631	1269	-	639	12
3190_1	k141_46598	2	538	+	537	22
3190_2	k141_46598	553	1338	+	786	64
3190_3	k141_46598	1328	2239	+	912	47
3190_4	k141_46598	2318	2902	+	585	28
3191_1	k141_68013	685	2220	+	1536	62
3191_2	k141_68013	2498	3352	+	855	30
3191_3	k141_68013	3354	4616	+	1263	62
3191_4	k141_68013	4597	5079	+	483	20
3191_5	k141_68013	5102	5224	+	123	7
3191_6	k141_68013	5510	5704	+	195	6
3191_7	k141_68013	5677	6090	+	414	9
3191_8	k141_68013	6160	7728	+	1569	58
3191_9	k141_68013	7811	8692	-	882	30
3191_10	k141_68013	9238	10059	+	822	31
3191_11	k141_68013	10046	10687	+	642	12
3191_12	k141_68013	10680	11321	+	642	13
3192_1	k141_32740	103	288	-	186	12
3192_2	k141_32740	796	1344	+	549	36
3193_1	k141_57309	1	1449	+	1449	51
3193_2	k141_57309	1628	1771	+	144	3
3193_3	k141_57309	1820	1978	+	159	3
3194_1	k141_29211	3	173	-	171	29
3194_2	k141_29211	310	570	+	261	80
3194_3	k141_29211	624	1919	+	1296	237
3194_4	k141_29211	2114	3655	+	1542	329
3194_5	k141_29211	3901	5241	+	1341	316
3194_6	k141_29211	5537	7102	+	1566	310
3194_7	k141_29211	7275	7571	+	297	57
3194_8	k141_29211	7767	8825	+	1059	261
3194_9	k141_29211	8822	9607	+	786	106
3195_1	k141_50337	2	1360	+	1359	252
3195_2	k141_50337	1427	2287	+	861	75
3195_3	k141_50337	2305	2931	+	627	178
3195_4	k141_50337	3259	3693	+	435	167
3195_5	k141_50337	4228	6195	+	1968	513
3195_6	k141_50337	6351	7475	+	1125	285
3195_7	k141_50337	7504	9234	+	1731	360
3195_8	k141_50337	9224	10723	+	1500	294
3195_9	k141_50337	10716	11081	+	366	63
3195_10	k141_50337	11222	11965	+	744	142
3195_11	k141_50337	12286	13053	+	768	151
3195_12	k141_50337	13235	14227	+	993	150
3195_13	k141_50337	14352	15605	+	1254	101
3195_14	k141_50337	15665	16174	+	510	42
3195_15	k141_50337	16223	16393	+	171	32
3195_16	k141_50337	16421	17761	+	1341	200
3195_17	k141_50337	17721	18017	+	297	29
3195_18	k141_50337	18034	18219	-	186	24
3195_19	k141_50337	18383	20779	+	2397	358
3196_1	k141_39589	2	184	+	183	2
3196_2	k141_39589	367	1011	+	645	19
3196_3	k141_39589	1014	1769	+	756	12
3196_4	k141_39589	1782	2060	+	279	1
3196_5	k141_39589	2064	2282	+	219	1
3197_1	k141_18516	3	110	+	108	0
3197_2	k141_18516	172	1008	+	837	9
3198_1	k141_46603	211	1125	+	915	27
3198_2	k141_46603	1287	1385	+	99	0
3199_1	k141_25487	2	523	-	522	6
3199_2	k141_25487	727	1644	+	918	26
3200_1	k141_7781	953	1471	+	519	19
3201_1	k141_990	63	1469	-	1407	70
3201_2	k141_990	1588	1902	-	315	28
3201_3	k141_990	2003	4294	-	2292	127
3201_4	k141_990	4469	4657	+	189	3
3202_1	k141_53839	3	1766	+	1764	140
3202_2	k141_53839	1759	2382	+	624	63
3202_3	k141_53839	2404	2544	+	141	2
3203_1	k141_4416	207	395	+	189	8
3203_2	k141_4416	577	1857	+	1281	33
3203_3	k141_4416	1920	2696	+	777	42
3203_4	k141_4416	2709	3185	+	477	1
3203_5	k141_4416	3213	4919	-	1707	40
3203_6	k141_4416	4940	5812	-	873	35
3203_7	k141_4416	5828	6865	-	1038	37
3203_8	k141_4416	7084	8334	+	1251	29
3203_9	k141_4416	8375	9274	-	900	17
3203_10	k141_4416	9301	10557	-	1257	44
3204_1	k141_46606	36	1181	+	1146	16
3205_1	k141_25488	28	1155	+	1128	12
3205_2	k141_25488	1196	1876	+	681	9
3205_3	k141_25488	1882	1941	+	60	0
3206_1	k141_7785	2	1084	+	1083	32
3207_1	k141_18521	3	851	+	849	16
3207_2	k141_18521	1213	1341	+	129	1
3208_1	k141_39594	358	1326	-	969	39
3209_1	k141_68027	2	79	+	78	0
3209_2	k141_68027	141	398	-	258	10
3209_3	k141_68027	522	1064	-	543	5
3210_1	k141_7786	1	1035	-	1035	19
3211_1	k141_53842	1	312	+	312	9
3211_2	k141_53842	317	1081	+	765	29
3211_3	k141_53842	1160	1414	+	255	10
3211_4	k141_53842	1427	1645	+	219	6
3212_1	k141_18522	1	507	-	507	3
3212_2	k141_18522	504	1775	-	1272	8
3213_1	k141_25491	2	1333	+	1332	20
3213_2	k141_25491	1403	1822	+	420	0
3214_1	k141_18523	1	726	-	726	11
3215_1	k141_14929	1	189	+	189	21
3215_2	k141_14929	443	1177	-	735	88
3215_3	k141_14929	1184	1774	-	591	28
3215_4	k141_14929	1929	2597	-	669	128
3215_5	k141_14929	3039	3257	+	219	39
3215_6	k141_14929	3766	4056	-	291	24
3215_7	k141_14929	4002	4859	-	858	75
3215_8	k141_14929	4869	5495	-	627	85
3215_9	k141_14929	5995	6471	+	477	48
3215_10	k141_14929	6771	8225	-	1455	124
3215_11	k141_14929	8631	9053	+	423	42
3215_12	k141_14929	9252	9983	-	732	81
3215_13	k141_14929	9987	11444	-	1458	118
3215_14	k141_14929	11800	12567	-	768	46
3215_15	k141_14929	12665	13051	+	387	68
3215_16	k141_14929	13359	13922	-	564	104
3215_17	k141_14929	14283	14450	+	168	28
3215_18	k141_14929	14648	15295	-	648	49
3215_19	k141_14929	15470	15877	-	408	45
3215_20	k141_14929	15975	17393	-	1419	157
3215_21	k141_14929	17470	18507	-	1038	95
3215_22	k141_14929	18510	19628	-	1119	49
3215_23	k141_14929	19625	20722	-	1098	79
3215_24	k141_14929	20719	21843	-	1125	70
3215_25	k141_14929	21840	22634	-	795	32
3215_26	k141_14929	22649	23884	-	1236	100
3215_27	k141_14929	23893	25287	-	1395	58
3215_28	k141_14929	25290	26426	-	1137	120
3215_29	k141_14929	26889	28010	+	1122	89
3215_30	k141_14929	27992	29281	+	1290	118
3215_31	k141_14929	29286	30701	+	1416	110
3215_32	k141_14929	30698	31735	+	1038	87
3215_33	k141_14929	31739	32449	+	711	88
3215_34	k141_14929	32476	33579	+	1104	86
3215_35	k141_14929	33604	34623	+	1020	77
3215_36	k141_14929	34699	34944	+	246	21
3215_37	k141_14929	35052	36110	+	1059	56
3215_38	k141_14929	36415	37194	+	780	87
3215_39	k141_14929	37191	37376	+	186	6
3216_1	k141_36238	1	258	+	258	1
3216_2	k141_36238	498	692	+	195	4
3216_3	k141_36238	662	958	-	297	6
3216_4	k141_36238	1054	1557	+	504	20
3216_5	k141_36238	1542	2285	+	744	22
3216_6	k141_36238	2611	4548	+	1938	61
3216_7	k141_36238	4622	4960	+	339	20
3216_8	k141_36238	5153	6499	+	1347	57
3216_9	k141_36238	6503	7435	+	933	51
3216_10	k141_36238	7668	7886	-	219	9
3216_11	k141_36238	7837	8349	-	513	16
3216_12	k141_36238	8342	8644	-	303	2
3217_1	k141_39595	2	88	-	87	0
3217_2	k141_39595	187	456	+	270	1
3217_3	k141_39595	472	1707	+	1236	18
3217_4	k141_39595	1688	2677	+	990	11
3217_5	k141_39595	2670	3158	+	489	19
3217_6	k141_39595	3170	4069	+	900	20
3217_7	k141_39595	4145	4291	+	147	1
3217_8	k141_39595	4258	4635	+	378	18
3218_1	k141_18527	2	406	-	405	9
3218_2	k141_18527	593	1480	-	888	52
3218_3	k141_18527	1512	1739	-	228	2
3219_1	k141_7792	1	504	+	504	1
3219_2	k141_7792	897	2048	-	1152	76
3219_3	k141_7792	2051	2890	-	840	38
3219_4	k141_7792	3185	3298	+	114	0
3220_1	k141_36242	1	84	-	84	0
3220_2	k141_36242	246	1046	-	801	23
3221_1	k141_39598	3	572	-	570	4
3221_2	k141_39598	747	1493	-	747	9
3222_1	k141_18529	1	840	-	840	19
3223_1	k141_14932	548	766	+	219	51
3223_2	k141_14932	1395	2168	+	774	50
3223_3	k141_14932	2183	2314	+	132	0
3223_4	k141_14932	2329	2742	+	414	37
3223_5	k141_14932	2800	3552	+	753	22
3224_1	k141_68037	2	145	-	144	0
3224_2	k141_68037	183	899	-	717	16
3224_3	k141_68037	1034	1462	-	429	7
3224_4	k141_68037	1624	2055	+	432	13
3224_5	k141_68037	2042	2698	+	657	4
3225_1	k141_7794	1	183	+	183	5
3225_2	k141_7794	306	1529	-	1224	37
3226_1	k141_25496	2	859	+	858	174
3226_2	k141_25496	939	1805	-	867	143
3226_3	k141_25496	1812	2420	-	609	116
3226_4	k141_25496	2573	3265	-	693	128
3226_5	k141_25496	3284	3544	-	261	37
3227_1	k141_991	355	1659	-	1305	50
3227_2	k141_991	1726	2340	-	615	29
3227_3	k141_991	2602	5313	-	2712	125
3227_4	k141_991	5322	7355	-	2034	42
3227_5	k141_991	8051	9361	-	1311	45
3228_1	k141_39601	2	232	+	231	0
3228_2	k141_39601	380	1021	+	642	19
3229_1	k141_7797	73	1062	-	990	21
3230_1	k141_18531	346	1434	+	1089	49
3230_2	k141_18531	1450	2208	+	759	14
3230_3	k141_18531	2198	2737	+	540	22
3231_1	k141_39602	1	213	-	213	1
3231_2	k141_39602	222	1427	-	1206	56
3231_3	k141_39602	1446	1919	-	474	3
3231_4	k141_39602	2060	2125	-	66	0
3232_1	k141_25501	2	406	-	405	7
3232_2	k141_25501	418	1125	-	708	22
3232_3	k141_25501	1130	1858	-	729	13
3233_1	k141_22191	44	583	+	540	18
3233_2	k141_22191	779	2299	+	1521	62
3233_3	k141_22191	2730	4676	+	1947	106
3233_4	k141_22191	4687	5409	+	723	56
3233_5	k141_22191	5403	7190	+	1788	99
3233_6	k141_22191	7207	8070	+	864	31
3233_7	k141_22191	8067	8711	+	645	29
3233_8	k141_22191	8708	9730	+	1023	55
3233_9	k141_22191	9737	10030	+	294	9
3233_10	k141_22191	10912	11835	-	924	43
3233_11	k141_22191	12018	13373	+	1356	53
3233_12	k141_22191	13449	15008	+	1560	110
3233_13	k141_22191	15188	15757	+	570	24
3233_14	k141_22191	15787	15990	+	204	1
3233_15	k141_22191	16013	16366	+	354	2
3233_16	k141_22191	16500	17519	+	1020	29
3233_17	k141_22191	17563	18159	-	597	16
3233_18	k141_22191	18319	18981	+	663	24
3233_19	k141_22191	18987	20465	+	1479	41
3233_20	k141_22191	20452	20838	+	387	7
3233_21	k141_22191	20856	21638	-	783	45
3233_22	k141_22191	21819	22994	+	1176	46
3233_23	k141_22191	23025	23570	+	546	5
3234_1	k141_14939	38	829	-	792	19
3234_2	k141_14939	817	1458	-	642	13
3234_3	k141_14939	1463	2350	-	888	21
3235_1	k141_18534	3	518	-	516	10
3235_2	k141_18534	546	1208	-	663	2
3236_1	k141_46635	3	266	-	264	14
3236_2	k141_46635	354	1091	-	738	25
3236_3	k141_46635	1227	1928	+	702	11
3236_4	k141_46635	1976	2248	-	273	12
3237_1	k141_39605	1	282	-	282	8
3237_2	k141_39605	298	1035	-	738	12
3238_1	k141_7805	3	299	-	297	9
3238_2	k141_7805	405	1223	-	819	13
3239_1	k141_68047	1	237	-	237	3
3239_2	k141_68047	240	1055	-	816	20
3240_1	k141_53866	3	908	-	906	27
3240_2	k141_53866	1016	2938	-	1923	78
3240_3	k141_53866	2986	3108	-	123	0
3241_1	k141_39607	472	693	-	222	8
3241_2	k141_39607	677	859	-	183	2
3241_3	k141_39607	897	1352	-	456	5
3242_1	k141_29223	1	423	-	423	15
3242_2	k141_29223	498	1238	-	741	80
3242_3	k141_29223	1693	2142	-	450	53
3242_4	k141_29223	2278	3594	+	1317	109
3242_5	k141_29223	3610	5286	-	1677	232
3242_6	k141_29223	5371	7326	-	1956	204
3242_7	k141_29223	7553	8611	+	1059	107
3242_8	k141_29223	8730	9755	+	1026	72
3242_9	k141_29223	9861	11246	-	1386	113
3242_10	k141_29223	11265	12656	-	1392	118
3242_11	k141_29223	12680	13495	-	816	54
3242_12	k141_29223	13492	14481	-	990	62
3242_13	k141_29223	14546	14986	-	441	36
3243_1	k141_46637	3	1571	-	1569	188
3244_1	k141_36262	3	1337	+	1335	29
3245_1	k141_61014	545	2122	-	1578	66
3245_2	k141_61014	2601	3257	-	657	53
3245_3	k141_61014	3321	4703	-	1383	91
3245_4	k141_61014	5110	7719	-	2610	158
3245_5	k141_61014	7915	10026	-	2112	132
3245_6	k141_61014	10206	11051	-	846	102
3245_7	k141_61014	11599	14577	-	2979	224
3245_8	k141_61014	14712	15005	+	294	28
3245_9	k141_61014	15122	15874	-	753	39
3245_10	k141_61014	15961	17337	-	1377	75
3245_11	k141_61014	17486	21619	-	4134	250
3245_12	k141_61014	21616	25785	-	4170	285
3245_13	k141_61014	26199	27626	+	1428	140
3245_14	k141_61014	27732	33767	+	6036	445
3245_15	k141_61014	33828	35231	+	1404	83
3245_16	k141_61014	35357	36541	+	1185	72
3245_17	k141_61014	36538	39021	+	2484	157
3245_18	k141_61014	39018	39893	+	876	48
3245_19	k141_61014	39995	40684	+	690	84
3245_20	k141_61014	40852	41421	-	570	36
3245_21	k141_61014	41734	45747	-	4014	217
3245_22	k141_61014	45839	46996	-	1158	54
3246_1	k141_4417	330	1637	+	1308	101
3246_2	k141_4417	1657	2610	+	954	74
3246_3	k141_4417	2610	3476	+	867	74
3246_4	k141_4417	3590	5584	+	1995	137
3246_5	k141_4417	5589	7220	+	1632	71
3246_6	k141_4417	7354	9441	+	2088	127
3246_7	k141_4417	9446	10579	+	1134	41
3246_8	k141_4417	10608	12476	+	1869	191
3246_9	k141_4417	12776	13879	+	1104	53
3246_10	k141_4417	14459	15355	-	897	97
3246_11	k141_4417	15434	16099	-	666	19
3247_1	k141_50346	1	366	-	366	32
3247_2	k141_50346	537	1199	+	663	68
3247_3	k141_50346	1182	1457	-	276	20
3247_4	k141_50346	1597	2331	-	735	80
3247_5	k141_50346	2324	3256	-	933	44
3247_6	k141_50346	3309	3590	+	282	22
3247_7	k141_50346	3708	5141	+	1434	169
3247_8	k141_50346	5168	5902	+	735	68
3247_9	k141_50346	5935	6423	+	489	38
3247_10	k141_50346	6514	7008	-	495	35
3247_11	k141_50346	7038	7832	-	795	122
3247_12	k141_50346	7853	8563	-	711	94
3247_13	k141_50346	8573	9262	-	690	58
3247_14	k141_50346	9264	10751	-	1488	154
3247_15	k141_50346	10834	12024	-	1191	159
3247_16	k141_50346	12035	12424	-	390	63
3247_17	k141_50346	12443	13285	-	843	113
3247_18	k141_50346	13364	14191	-	828	71
3247_19	k141_50346	14188	15036	-	849	71
3248_1	k141_18537	1	678	-	678	105
3248_2	k141_18537	647	1291	-	645	105
3248_3	k141_18537	1355	2935	-	1581	343
3248_4	k141_18537	3075	3497	-	423	161
3248_5	k141_18537	3494	3697	-	204	55
3249_1	k141_993	2	631	+	630	20
3249_2	k141_993	643	1173	+	531	41
3249_3	k141_993	1232	2215	+	984	60
3249_4	k141_993	2202	2825	+	624	18
3249_5	k141_993	3023	3265	+	243	13
3249_6	k141_993	3281	3430	-	150	8
3249_7	k141_993	3461	3607	+	147	4
3249_8	k141_993	3664	3963	+	300	22
3249_9	k141_993	4045	4902	+	858	69
3249_10	k141_993	4972	5988	+	1017	30
3249_11	k141_993	6031	6795	+	765	19
3249_12	k141_993	6773	7531	+	759	55
3249_13	k141_993	7524	7973	+	450	14
3250_1	k141_25503	2	2101	-	2100	437
3250_2	k141_25503	2280	2687	-	408	151
3250_3	k141_25503	2863	4788	-	1926	501
3250_4	k141_25503	5021	5305	-	285	52
3251_1	k141_29225	2	1213	-	1212	5
3251_2	k141_29225	1286	2032	-	747	4
3251_3	k141_29225	2048	2113	-	66	0
3252_1	k141_68057	2	856	+	855	21
3252_2	k141_68057	957	1196	+	240	1
3253_1	k141_7806	126	485	+	360	15
3253_2	k141_7806	582	3596	+	3015	143
3253_3	k141_7806	3968	5203	-	1236	42
3254_1	k141_36266	3	929	+	927	15
3254_2	k141_36266	1058	1153	+	96	2
3255_1	k141_50348	3	1385	+	1383	34
3256_1	k141_29227	2	1570	-	1569	40
3257_1	k141_25506	2	1279	+	1278	13
3258_1	k141_53876	119	364	-	246	9
3258_2	k141_53876	392	844	-	453	10
3258_3	k141_53876	844	1131	-	288	0
3258_4	k141_53876	1152	1553	-	402	13
3259_1	k141_36269	1416	1520	-	105	63
3260_1	k141_4424	1	99	+	99	4
3260_2	k141_4424	563	1492	+	930	39
3261_1	k141_68066	3	437	+	435	13
3261_2	k141_68066	460	1041	+	582	1
3262_1	k141_29229	3	1223	+	1221	44
3263_1	k141_7809	1	843	+	843	244
3263_2	k141_7809	1313	1531	-	219	79
3263_3	k141_7809	1664	1915	+	252	120
3263_4	k141_7809	1888	2184	+	297	105
3264_1	k141_68068	3	359	+	357	9
3264_2	k141_68068	356	670	+	315	3
3264_3	k141_68068	699	1346	+	648	19
3265_1	k141_25511	3	1055	-	1053	40
3265_2	k141_25511	1171	2091	-	921	29
3266_1	k141_18548	3	1799	+	1797	44
3267_1	k141_29231	2	256	+	255	12
3267_2	k141_29231	337	2871	+	2535	125
3269_1	k141_25513	168	2150	-	1983	96
3269_2	k141_25513	2153	2356	-	204	2
3270_1	k141_7814	2	1186	-	1185	30
3270_2	k141_7814	1339	1902	-	564	3
3270_3	k141_7814	2009	2452	+	444	5
3270_4	k141_7814	2594	2722	+	129	0
3271_1	k141_29233	2	370	-	369	3
3271_2	k141_29233	380	835	-	456	9
3271_3	k141_29233	854	1696	-	843	38
3271_4	k141_29233	1696	1815	-	120	0
3272_1	k141_50352	3	71	-	69	0
3272_2	k141_50352	167	682	+	516	82
3272_3	k141_50352	671	931	-	261	24
3272_4	k141_50352	1149	4097	-	2949	263
3272_5	k141_50352	4103	5953	-	1851	140
3272_6	k141_50352	6428	6553	+	126	11
3273_1	k141_25515	1	192	+	192	1
3273_2	k141_25515	255	656	+	402	6
3273_3	k141_25515	689	973	-	285	2
3273_4	k141_25515	1029	1298	-	270	8
3274_1	k141_68075	171	842	+	672	521
3274_2	k141_68075	1153	1632	+	480	308
3275_1	k141_64605	1	279	-	279	27
3275_2	k141_64605	790	1575	-	786	114
3275_3	k141_64605	1985	3280	-	1296	144
3275_4	k141_64605	3471	4904	-	1434	140
3275_5	k141_64605	5353	5679	+	327	28
3275_6	k141_64605	5515	6063	-	549	37
3275_7	k141_64605	6171	7352	+	1182	106
3275_8	k141_64605	7361	8056	-	696	57
