# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/K21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam	RPKM
1178_47	k141_44287	49732	52824	-	3093	3655	163.886
1178_48	k141_44287	53008	53991	-	984	1095	154.331
1178_49	k141_44287	54210	54542	+	333	361	150.348
1178_50	k141_44287	54584	55873	-	1290	1708	183.625
1178_51	k141_44287	56381	57901	+	1521	1738	158.473
1178_52	k141_44287	58055	58678	-	624	718	159.579
1178_53	k141_44287	58966	59730	+	765	938	170.05
1178_54	k141_44287	59984	60490	+	507	498	136.225
1178_55	k141_44287	60568	62409	-	1842	2025	152.465
1178_56	k141_44287	62604	64349	-	1746	1999	158.783
1178_57	k141_44287	64460	64675	-	216	307	197.115
1178_58	k141_44287	64913	65926	+	1014	1236	169.05
1178_59	k141_44287	65969	67432	-	1464	1460	138.308
1178_60	k141_44287	67480	68085	-	606	487	111.453
1178_61	k141_44287	68082	68993	-	912	770	117.093
1178_62	k141_44287	69200	70132	+	933	1062	157.862
1178_63	k141_44287	70145	70762	-	618	633	142.053
1178_64	k141_44287	70867	71235	+	369	358	134.552
1178_65	k141_44287	71326	72147	+	822	825	139.193
1178_66	k141_44287	72227	73465	-	1239	1211	135.553
1178_67	k141_44287	73529	74149	-	621	808	180.449
1178_68	k141_44287	74492	75697	-	1206	1427	164.101
1178_69	k141_44287	75764	76162	+	399	406	141.12
1178_70	k141_44287	76232	77533	+	1302	1269	135.172
1178_71	k141_44287	77556	80396	+	2841	2343	114.376
1178_72	k141_44287	80444	81877	+	1434	1479	143.039
1178_73	k141_44287	82296	83957	-	1662	1579	131.761
1178_74	k141_44287	83984	84613	-	630	779	171.487
1178_75	k141_44287	84883	85083	+	201	246	169.736
1178_76	k141_44287	85118	85417	-	300	495	228.833
1178_77	k141_44287	85791	86444	+	654	897	190.217
1178_78	k141_44287	86498	87547	-	1050	1026	135.517
1178_79	k141_44287	87544	88284	-	741	555	103.875
1178_80	k141_44287	88300	90822	-	2523	2607	143.304
1178_81	k141_44287	90909	91472	-	564	553	135.982
1178_82	k141_44287	92043	92213	+	171	238	193.026
1178_83	k141_44287	92275	93048	-	774	807	144.6
1178_84	k141_44287	93164	93979	+	816	828	140.726
1178_85	k141_44287	94025	94696	-	672	853	176.041
1178_86	k141_44287	94711	95379	-	669	529	109.664
1178_87	k141_44287	95397	97193	-	1797	1960	151.267
1178_88	k141_44287	97678	98838	-	1161	1351	161.383
1178_89	k141_44287	98844	99515	-	672	715	147.561
1178_90	k141_44287	99663	101144	-	1482	1573	147.203
1178_91	k141_44287	101349	101978	+	630	559	123.057
1178_92	k141_44287	101979	102401	+	423	282	92.4578
1178_93	k141_44287	102426	103253	+	828	727	121.77
1178_94	k141_44287	103253	103834	+	582	575	137.019
1178_95	k141_44287	103863	105755	+	1893	1905	139.566
1178_96	k141_44287	105819	107960	-	2142	2516	162.902
1178_97	k141_44287	108334	109143	+	810	656	112.319
1178_98	k141_44287	109140	110123	+	984	753	106.129
1178_99	k141_44287	110120	111169	+	1050	1009	133.271
1178_100	k141_44287	111180	112127	+	948	619	90.556
1178_101	k141_44287	112124	113011	+	888	950	148.37
1178_102	k141_44287	113056	113370	-	315	270	118.874
1178_103	k141_44287	113401	113982	-	582	595	141.785
1178_104	k141_44287	114232	114711	+	480	401	115.861
1178_105	k141_44287	114714	115424	+	711	598	116.645
1178_106	k141_44287	115431	115763	+	333	217	90.3754
1178_107	k141_44287	115809	117158	-	1350	1450	148.96
1178_108	k141_44287	117155	117814	-	660	642	134.904
1178_109	k141_44287	117966	118358	+	393	392	138.334
1178_110	k141_44287	118411	118893	+	483	439	126.053
1178_111	k141_44287	119002	120609	+	1608	1927	166.2
1178_112	k141_44287	120747	123005	+	2259	2356	144.642
1178_113	k141_44287	123240	123977	+	738	819	153.908
1178_114	k141_44287	124052	125464	+	1413	1553	152.428
1178_115	k141_44287	125535	126839	-	1305	1358	144.319
1178_116	k141_44287	126850	127332	-	483	418	120.023
1178_117	k141_44287	127374	128357	-	984	970	136.714
1178_118	k141_44287	128430	129440	-	1011	995	136.492
1178_119	k141_44287	129451	130467	-	1017	994	135.55
1178_120	k141_44287	130464	131936	-	1473	1459	137.369
1178_121	k141_44287	132259	133008	-	750	969	179.183
1178_122	k141_44287	133260	135479	+	2220	2662	166.299
1178_123	k141_44287	135521	135778	-	258	109	58.5924
1178_124	k141_44287	135829	136755	-	927	773	115.647
1178_125	k141_44287	136955	137782	-	828	808	135.337
1178_126	k141_44287	137887	139050	-	1164	1150	137.019
1178_127	k141_44287	139187	140143	+	957	760	110.138
1178_128	k141_44287	140183	140842	-	660	575	120.826
1178_129	k141_44287	140982	142169	-	1188	1381	161.217
1178_130	k141_44287	142421	143155	+	735	713	134.536
1178_131	k141_44287	143162	143587	+	426	227	73.9011
1178_132	k141_44287	143626	144510	-	885	885	138.687
1178_133	k141_44287	144701	145195	+	495	493	138.126
1178_134	k141_44287	145235	146275	-	1041	1252	166.797
1178_135	k141_44287	146432	147319	+	888	1155	180.386
1178_136	k141_44287	147438	147725	+	288	394	189.731
1178_137	k141_44287	147914	149032	+	1119	1198	148.478
1178_138	k141_44287	149035	150021	+	987	905	127.165
1178_139	k141_44287	150011	151189	+	1179	1214	142.804
1178_140	k141_44287	151186	152889	+	1704	1805	146.907
1178_141	k141_44287	152889	153383	+	495	336	94.1388
1178_142	k141_44287	153376	153864	+	489	386	109.475
1178_143	k141_44287	153857	154198	+	342	242	98.135
1178_144	k141_44287	154211	154459	+	249	229	127.547
1178_145	k141_44287	154601	155467	-	867	1113	178.037
1178_146	k141_44287	155672	157531	+	1860	1977	147.411
1178_147	k141_44287	157823	159322	+	1500	1640	151.631
1178_148	k141_44287	159371	160063	-	693	538	107.667
1178_149	k141_44287	160253	160951	+	699	630	124.997
1178_150	k141_44287	160971	161741	+	771	620	111.525
1178_151	k141_44287	161787	163136	+	1350	1219	125.229
1178_152	k141_44287	163136	163972	+	837	693	114.827
1178_153	k141_44287	163972	164532	+	561	429	106.055
1178_154	k141_44287	164563	165633	+	1071	903	116.932
1178_155	k141_44287	165630	166709	+	1080	839	107.739
1178_156	k141_44287	166744	167916	-	1173	1157	136.795
1178_157	k141_44287	167916	168164	-	249	143	79.6474
1178_158	k141_44287	168196	169110	-	915	979	148.387
1178_159	k141_44287	169107	170795	-	1689	1691	138.851
1178_160	k141_44287	171199	172341	+	1143	1238	150.214
1178_161	k141_44287	172348	173112	-	765	829	150.289
1178_162	k141_44287	173363	174862	+	1500	1523	140.813
1178_163	k141_44287	174862	175914	+	1053	840	110.633
1178_164	k141_44287	175925	177148	+	1224	985	111.607
1178_165	k141_44287	177153	177557	+	405	196	67.1175
1178_166	k141_44287	177579	179750	+	2172	2218	141.624
1178_167	k141_44287	180105	181787	+	1683	2081	171.484
1178_168	k141_44287	182272	186828	+	4557	4560	138.778
1178_169	k141_44287	186958	187767	+	810	940	160.945
1178_170	k141_44287	187833	188243	+	411	378	127.551
1178_171	k141_44287	188378	189220	+	843	839	138.029
1178_172	k141_44287	189250	191310	+	2061	1886	126.911
1178_173	k141_44287	191310	192803	+	1494	1259	116.872
1178_174	k141_44287	192803	194026	+	1224	1025	116.139
1178_175	k141_44287	194043	194498	+	456	330	100.365
1178_176	k141_44287	194502	195065	+	564	471	115.818
1178_177	k141_44287	195062	195433	+	372	238	88.7297
1178_178	k141_44287	195430	196035	+	606	478	109.393
1178_179	k141_44287	196032	197009	+	978	897	127.2
1178_180	k141_44287	197006	198184	+	1179	999	117.513
1178_181	k141_44287	198186	198722	+	537	716	184.916
1178_182	k141_44287	199780	200556	+	777	954	170.279
1178_183	k141_44287	200553	201227	+	675	649	133.345
1178_184	k141_44287	202212	202928	+	717	744	143.909
1178_185	k141_44287	203363	204967	+	1605	1212	104.728
1178_186	k141_44287	205261	205563	-	303	616	281.951
1178_187	k141_44287	206259	207821	+	1563	1188	105.413
1178_188	k141_44287	207929	209041	+	1113	923	115.012
1178_189	k141_44287	209380	210549	-	1170	1380	163.579
1178_190	k141_44287	210584	212611	-	2028	1947	133.147
1178_191	k141_44287	212608	213348	-	741	515	96.3882
1178_192	k141_44287	213358	215034	-	1677	1625	134.386
1178_193	k141_44287	215058	216206	-	1149	1023	123.478
1178_194	k141_44287	216278	217261	-	984	983	138.546
1178_195	k141_44287	218072	218227	-	156	391	347.606
1178_196	k141_44287	218852	219592	-	741	785	146.922
1178_197	k141_44287	219585	219980	-	396	323	113.121
1178_198	k141_44287	220049	220894	-	846	831	136.228
1178_199	k141_44287	220979	221176	-	198	229	160.4
1178_200	k141_44287	221337	221681	-	345	411	165.218
1178_201	k141_44287	221678	222055	-	378	188	68.9765
1179_1	k141_9578	2	301	+	300	0	0
1179_2	k141_9578	398	1576	-	1179	1	0.117631
1180_1	k141_14235	3	1205	+	1203	0	0
1180_2	k141_14235	1269	3656	+	2388	0	0
1180_3	k141_14235	3660	5051	+	1392	0	0
1181_1	k141_39604	2	1261	+	1260	155	17.0607
1181_2	k141_39604	1534	1950	+	417	57	18.9572
1181_3	k141_39604	1955	3256	-	1302	86	9.16057
1181_4	k141_39604	3231	5273	-	2043	161	10.9293
1181_5	k141_39604	5450	6241	+	792	65	11.3821
1181_6	k141_39604	6442	6738	-	297	46	21.4801
1181_7	k141_39604	7217	7504	+	288	53	25.5222
1181_8	k141_39604	7501	7809	+	309	19	8.52766
1181_9	k141_39604	7956	8075	-	120	26	30.0488
1181_10	k141_39604	8281	8370	+	90	36	55.4747
1182_1	k141_2579	2	865	+	864	0	0
1182_2	k141_2579	949	1113	+	165	0	0
1183_1	k141_18654	660	752	-	93	1	1.49125
1183_2	k141_18654	868	1287	-	420	10	3.30206
1183_3	k141_18654	1562	2443	+	882	12	1.88689
1183_4	k141_18654	2754	3140	+	387	5	1.79182
1183_5	k141_18654	3306	3398	-	93	1	1.49125
1183_6	k141_18654	3566	4990	-	1425	40	3.89296
1183_7	k141_18654	5162	5428	-	267	3	1.55828
1183_8	k141_18654	5595	6200	+	606	4	0.915424
1183_9	k141_18654	6197	6736	+	540	14	3.59558
1183_10	k141_18654	7253	7864	+	612	8	1.8129
1183_11	k141_18654	7855	8892	+	1038	7	0.935267
1183_12	k141_18654	8917	12009	+	3093	25	1.12097
1183_13	k141_18654	12224	13723	-	1500	36	3.32848
1183_14	k141_18654	14013	14309	+	297	8	3.73567
1183_15	k141_18654	14216	15226	-	1011	20	2.74355
1184_1	k141_34956	190	1290	+	1101	0	0
1184_2	k141_34956	1399	2712	-	1314	1	0.105545
1184_3	k141_34956	2709	3911	-	1203	0	0
1184_4	k141_34956	3953	6391	-	2439	2	0.113724
1185_1	k141_11723	2	676	+	675	0	0
1185_2	k141_11723	774	1760	+	987	6	0.84308
1185_3	k141_11723	1764	2099	+	336	0	0
1185_4	k141_11723	2102	3883	+	1782	0	0
1185_5	k141_11723	4518	6095	+	1578	0	0
1185_6	k141_11723	6233	8248	-	2016	7	0.481551
1185_7	k141_11723	8325	9239	+	915	6	0.909421
1185_8	k141_11723	9361	10362	-	1002	0	0
1185_9	k141_11723	10406	11386	-	981	4	0.565491
1185_10	k141_11723	11575	12855	-	1281	2	0.216529
1185_11	k141_11723	12896	13702	-	807	0	0
1185_12	k141_11723	13726	14166	-	441	0	0
1185_13	k141_11723	14173	14382	-	210	0	0
1185_14	k141_11723	14395	14910	-	516	3	0.806318
1185_15	k141_11723	15132	15788	+	657	0	0
1185_16	k141_11723	15884	16462	+	579	2	0.479056
1185_17	k141_11723	16482	16904	+	423	0	0
1185_18	k141_11723	16920	17843	+	924	0	0
1185_19	k141_11723	17856	18341	+	486	0	0
1185_20	k141_11723	18546	19289	-	744	0	0
1185_21	k141_11723	19329	21275	-	1947	5	0.356155
1185_22	k141_11723	21313	22008	-	696	0	0
1185_23	k141_11723	22127	22660	+	534	0	0
1185_24	k141_11723	22699	23523	+	825	0	0
1185_25	k141_11723	23867	24451	-	585	0	0
1186_1	k141_34957	2	292	-	291	0	0
1186_2	k141_34957	338	1366	-	1029	0	0
1187_1	k141_14244	1	1662	+	1662	0	0
1187_2	k141_14244	1779	1985	+	207	0	0
1187_3	k141_14244	2293	2532	+	240	0	0
1188_1	k141_14248	1	633	+	633	177	38.7797
1188_2	k141_14248	660	905	+	246	6	3.3826
1189_1	k141_5024	2	172	-	171	27	21.8979
1189_2	k141_5024	503	3025	+	2523	598	32.8714
1189_3	k141_5024	3182	4390	+	1209	283	32.4635
1189_4	k141_5024	4432	4542	-	111	13	16.2426
1189_5	k141_5024	4645	4770	-	126	29	31.92
1189_6	k141_5024	4872	5312	-	441	89	27.9889
1189_7	k141_5024	5406	5975	-	570	224	54.5014
1189_8	k141_5024	6181	6867	-	687	232	46.8345
1189_9	k141_5024	6872	8701	-	1830	351	26.6006
1189_10	k141_5024	8909	10273	+	1365	299	30.379
1189_11	k141_5024	10335	11624	-	1290	233	25.0496
1189_12	k141_5024	11656	11868	+	213	24	15.6267
1190_1	k141_16428	490	729	-	240	81	46.8068
1190_2	k141_16428	916	1386	-	471	127	37.3954
1190_3	k141_16428	1470	2036	-	567	70	17.1218
1190_4	k141_16428	2119	2766	-	648	116	24.8266
1190_5	k141_16428	2763	3638	-	876	76	12.0322
1190_6	k141_16428	3638	5494	-	1857	297	22.1809
1190_7	k141_16428	5631	6359	-	729	159	30.2485
1190_8	k141_16428	6839	7108	+	270	62	31.8466
1190_9	k141_16428	7226	7651	-	426	90	29.3
1190_10	k141_16428	7924	9921	-	1998	403	27.9733
1190_11	k141_16428	10146	12356	-	2211	512	32.1156
1190_12	k141_16428	12568	13494	-	927	205	30.6697
1190_13	k141_16428	13748	14302	+	555	113	28.2371
1190_14	k141_16428	14440	15312	+	873	190	30.1838
1190_15	k141_16428	15368	15967	+	600	90	20.803
1190_16	k141_16428	15981	17129	+	1149	214	25.8302
1190_17	k141_16428	17126	18292	+	1167	201	23.8869
1190_18	k141_16428	18499	19656	-	1158	204	24.4319
1190_19	k141_16428	19742	21037	-	1296	220	23.5425
1190_20	k141_16428	21021	21839	-	819	168	28.4486
1190_21	k141_16428	22270	23259	+	990	241	33.7611
1190_22	k141_16428	23384	24313	+	930	176	26.2461
1190_23	k141_16428	24336	24506	-	171	23	18.6538
1190_24	k141_16428	24823	25881	-	1059	219	28.6803
1190_25	k141_16428	26034	27056	-	1023	211	28.605
1190_26	k141_16428	27053	28213	-	1161	220	26.28
1190_27	k141_16428	28364	29173	-	810	139	23.7993
1190_28	k141_16428	29170	29895	-	726	137	26.1709
1190_29	k141_16428	30395	30616	-	222	43	26.8627
1190_30	k141_16428	30613	31170	-	558	91	22.6174
1190_31	k141_16428	31173	31901	-	729	119	22.6388
1190_32	k141_16428	32118	32996	-	879	153	24.14
1190_33	k141_16428	33101	33856	-	756	192	35.222
1190_34	k141_16428	34788	35834	-	1047	243	32.188
1190_35	k141_16428	35831	36511	-	681	124	25.2528
1190_36	k141_16428	36889	37299	-	411	100	33.7437
1190_37	k141_16428	37311	37889	-	579	104	24.9109
1190_38	k141_16428	37886	38395	-	510	127	34.5357
1190_39	k141_16428	38966	39130	-	165	76	63.8799
1190_40	k141_16428	39159	39299	-	141	52	51.1469
1190_41	k141_16428	39492	40400	-	909	231	35.2438
1190_42	k141_16428	40397	40627	-	231	25	15.0094
1190_43	k141_16428	40624	41265	-	642	116	25.0587
1190_44	k141_16428	41262	42332	-	1071	200	25.8985
1190_45	k141_16428	42329	42913	-	585	114	27.0261
1190_46	k141_16428	42923	44161	-	1239	220	24.6256
1190_47	k141_16428	44273	54085	-	9813	1782	25.1849
1190_48	k141_16428	54097	56352	-	2256	369	22.6841
1190_49	k141_16428	56361	57014	-	654	100	21.2059
1190_50	k141_16428	57007	57480	-	474	91	26.6255
1190_51	k141_16428	57473	60196	-	2724	474	24.1327
1190_52	k141_16428	60199	60792	-	594	142	33.1541
1190_53	k141_16428	60874	61005	-	132	3	3.15197
1190_54	k141_16428	61002	61352	-	351	72	28.4486
1190_55	k141_16428	61352	62371	-	1020	170	23.1144
1190_56	k141_16428	62391	63032	-	642	105	22.6824
1190_57	k141_16428	63118	63471	-	354	33	12.9284
1190_58	k141_16428	63468	65225	-	1758	370	29.1889
1190_59	k141_16428	65218	65418	-	201	18	12.4197
1190_60	k141_16428	65433	66848	-	1416	253	24.7795
1190_61	k141_16428	66826	67299	-	474	72	21.0663
1190_62	k141_16428	67426	67671	-	246	58	32.6985
1190_63	k141_16428	67668	67958	-	291	45	21.4464
1190_64	k141_16428	68065	68565	-	501	127	35.1561
1190_65	k141_16428	69035	69718	-	684	154	31.2248
1190_66	k141_16428	69715	70062	-	348	50	19.9262
1190_67	k141_16428	70055	70795	-	741	134	25.0796
1190_68	k141_16428	71115	71522	-	408	87	29.5729
1190_69	k141_16428	71497	71910	-	414	67	22.4445
1190_70	k141_16428	71903	72106	-	204	35	23.7943
1190_71	k141_16428	72106	72285	-	180	24	18.4916
1190_72	k141_16428	72252	72494	-	243	50	28.5364
1190_73	k141_16428	72487	72684	-	198	40	28.0175
1190_74	k141_16428	72665	72907	-	243	42	23.9705
1190_75	k141_16428	72904	73098	-	195	25	17.7803
1190_76	k141_16428	73108	73305	-	198	40	28.0175
1190_77	k141_16428	73363	73554	+	192	40	28.8931
1190_78	k141_16428	73517	73705	-	189	29	21.28
1190_79	k141_16428	73763	73978	+	216	40	25.6827
1190_80	k141_16428	73935	74282	-	348	78	31.0849
1190_81	k141_16428	74275	74526	-	252	38	20.9131
1190_82	k141_16428	74554	74769	-	216	38	24.3986
1190_83	k141_16428	74915	75295	+	381	62	22.5684
1190_84	k141_16428	75464	76555	+	1092	259	32.8936
1190_85	k141_16428	77233	77904	-	672	177	36.5291
1190_86	k141_16428	78267	80735	-	2469	480	26.9622
1191_1	k141_2581	3	635	-	633	2	0.438189
1191_2	k141_2581	756	3065	+	2310	8	0.4803
1191_3	k141_2581	3153	3722	+	570	0	0
1191_4	k141_2581	3834	5051	-	1218	0	0
1191_5	k141_2581	5186	5992	+	807	1	0.171855
1192_1	k141_11732	2	1027	-	1026	0	0
1192_2	k141_11732	1646	1954	-	309	0	0
1193_1	k141_7384	254	2827	-	2574	2632	141.812
1193_2	k141_7384	2957	3688	-	732	521	98.7101
1193_3	k141_7384	3685	4665	-	981	905	127.942
1193_4	k141_7384	4800	5537	+	738	852	160.11
1193_5	k141_7384	5807	6148	+	342	342	138.687
1193_6	k141_7384	6398	7558	+	1161	1165	139.165
1193_7	k141_7384	7601	8722	-	1122	880	108.774
1193_8	k141_7384	8733	9803	-	1071	1008	130.529
1193_9	k141_7384	10013	10378	+	366	358	135.655
1193_10	k141_7384	10525	11043	+	519	418	111.698
1193_11	k141_7384	11033	12259	+	1227	1022	115.516
1193_12	k141_7384	12275	12757	+	483	438	125.766
1193_13	k141_7384	12834	13181	-	348	252	100.428
1193_14	k141_7384	13223	13990	-	768	703	126.949
1193_15	k141_7384	14021	14569	-	549	574	145.002
1193_16	k141_7384	14588	14836	-	249	194	108.053
1193_17	k141_7384	14973	16334	-	1362	1184	120.562
1193_18	k141_7384	16426	17292	+	867	926	148.124
1193_19	k141_7384	17358	18599	+	1242	1151	128.525
1193_20	k141_7384	18654	19247	-	594	454	106
1193_21	k141_7384	19370	20248	+	879	791	124.802
1193_22	k141_7384	20334	21995	+	1662	1671	139.438
1193_23	k141_7384	22144	22485	+	342	334	135.443
1193_24	k141_7384	22547	22837	-	291	238	113.428
1193_25	k141_7384	22827	23303	-	477	431	125.312
1193_26	k141_7384	23435	23917	+	483	669	192.094
1193_27	k141_7384	25177	26154	+	978	930	131.88
1193_28	k141_7384	26174	27442	+	1269	906	99.0151
1193_29	k141_7384	27465	28913	+	1449	918	87.8636
1193_30	k141_7384	28927	30207	+	1281	1438	155.684
1193_31	k141_7384	30444	31844	+	1401	1445	143.042
1193_32	k141_7384	31865	32527	+	663	509	106.473
1193_33	k141_7384	32528	32977	-	450	433	133.447
1193_34	k141_7384	33061	33219	-	159	177	154.387
1193_35	k141_7384	33402	33701	+	300	303	140.074
1193_36	k141_7384	33711	34235	+	525	511	134.988
1193_37	k141_7384	34282	34686	-	405	389	133.208
1193_38	k141_7384	35353	35802	+	450	463	142.693
1193_39	k141_7384	35839	36183	-	345	282	113.361
1193_40	k141_7384	36335	36664	+	330	234	98.3415
1193_41	k141_7384	36721	38055	-	1335	1464	152.088
1193_42	k141_7384	38143	38574	+	432	509	163.406
1193_43	k141_7384	38782	39027	+	246	186	104.861
1193_44	k141_7384	39024	39434	+	411	276	93.1327
1193_45	k141_7384	39407	41551	+	2145	1766	114.182
1193_46	k141_7384	41561	42520	+	960	817	118.028
1193_47	k141_7384	42877	44079	+	1203	993	114.477
1193_48	k141_7384	44072	45136	+	1065	760	98.9689
1193_49	k141_7384	45193	46185	+	993	947	132.262
1193_50	k141_7384	46377	47561	+	1185	1210	141.613
1193_51	k141_7384	47685	48422	+	738	673	126.472
1193_52	k141_7384	48412	48747	+	336	232	95.7599
1193_53	k141_7384	48838	49368	+	531	435	113.613
1193_54	k141_7384	49495	50667	+	1173	933	110.311
1193_55	k141_7384	50684	52222	+	1539	1519	136.884
1193_56	k141_7384	52480	52836	+	357	337	130.917
1193_57	k141_7384	52848	53177	+	330	214	89.9362
1193_58	k141_7384	53174	54286	+	1113	810	100.931
1193_59	k141_7384	54335	54850	-	516	407	109.39
1193_60	k141_7384	55000	56556	-	1557	1765	157.214
1193_61	k141_7384	56629	57057	-	429	419	135.454
1193_62	k141_7384	57054	57620	-	567	715	174.887
1194_1	k141_2582	2	64	-	63	0	0
1194_2	k141_2582	141	1484	-	1344	0	0
1195_1	k141_14249	1	156	-	156	0	0
1195_2	k141_14249	160	2895	-	2736	0	0
1195_3	k141_14249	3114	3881	+	768	0	0
1195_4	k141_14249	3980	4420	+	441	0	0
1196_1	k141_20960	2	355	-	354	30	11.7531
1196_2	k141_20960	378	767	-	390	63	22.4032
1196_3	k141_20960	1121	2296	-	1176	244	28.7751
1196_4	k141_20960	2729	5317	-	2589	380	20.3557
1196_5	k141_20960	5592	6173	+	582	69	16.4422
1196_6	k141_20960	6186	7082	+	897	143	22.1095
1196_7	k141_20960	7171	8157	+	987	121	17.0021
1196_8	k141_20960	8249	9538	-	1290	200	21.5018
1196_9	k141_20960	9616	10098	-	483	55	15.7925
1196_10	k141_20960	10232	10741	+	510	41	11.1493
1196_11	k141_20960	10761	10880	+	120	3	3.46717
1196_12	k141_20960	10889	11092	+	204	14	9.51771
1196_13	k141_20960	11099	11929	+	831	98	16.3554
1196_14	k141_20960	11853	11999	-	147	15	14.1517
1196_15	k141_20960	12016	13107	-	1092	189	24.0035
1196_16	k141_20960	13301	14971	+	1671	271	22.492
1196_17	k141_20960	15014	16654	+	1641	242	20.4523
1196_18	k141_20960	16968	18713	+	1746	249	19.7783
1196_19	k141_20960	18893	19816	+	924	130	19.5122
1196_20	k141_20960	19865	20740	-	876	96	15.1985
1196_21	k141_20960	20907	22958	+	2052	277	18.7214
1196_22	k141_20960	23086	23319	+	234	29	17.1877
1196_23	k141_20960	23349	23840	+	492	86	24.242
1196_24	k141_20960	24112	25800	+	1689	263	21.5954
1196_25	k141_20960	25823	26317	+	495	59	16.5303
1196_26	k141_20960	26321	26434	+	114	2	2.4331
1196_27	k141_20960	26468	26953	+	486	63	17.9779
1196_28	k141_20960	26966	27916	+	951	116	16.9166
1196_29	k141_20960	27939	28859	+	921	116	17.4676
1196_30	k141_20960	28871	30718	+	1848	213	15.985
1196_31	k141_20960	30737	31948	+	1212	185	21.1692
1196_32	k141_20960	32376	32618	+	243	45	25.6827
1196_33	k141_20960	32634	33410	+	777	116	20.7048
1197_1	k141_5028	1	1845	-	1845	0	0
1198_1	k141_16430	1	141	+	141	8	7.86875
1198_2	k141_16430	326	2491	-	2166	335	21.4497
1198_3	k141_16430	2711	2806	+	96	17	24.5591
1198_4	k141_16430	2806	2979	+	174	29	23.1144
1199_1	k141_34962	515	1771	-	1257	342	37.7334
1199_2	k141_34962	2197	3369	-	1173	294	34.7603
1199_3	k141_34962	3585	6977	+	3393	716	29.266
1200_1	k141_11735	1	477	+	477	50	14.5374
1200_2	k141_11735	666	899	-	234	22	13.0389
1200_3	k141_11735	896	1825	-	930	93	13.8687
1201_1	k141_5031	1	327	+	327	0	0
1201_2	k141_5031	331	1434	+	1104	0	0
1202_1	k141_11736	1	237	+	237	0	0
1202_2	k141_11736	356	1258	+	903	0	0
1203_1	k141_34963	3	716	-	714	1	0.194239
1203_2	k141_34963	1030	1332	-	303	0	0
1204_1	k141_18656	745	1272	+	528	155	40.713
1204_2	k141_18656	1286	1666	+	381	146	53.145
1204_3	k141_18656	2319	2747	+	429	196	63.3627
1204_4	k141_18656	3423	4421	+	999	351	48.7278
1204_5	k141_18656	4828	5811	+	984	338	47.6383
1204_6	k141_18656	6228	6497	-	270	142	72.9389
1204_7	k141_18656	6735	7469	-	735	203	38.3039
1204_8	k141_18656	7917	9251	+	1335	383	39.788
1204_9	k141_18656	9644	10447	+	804	251	43.2965
1204_10	k141_18656	10664	11425	+	762	292	53.145
1204_11	k141_18656	11728	13176	+	1449	449	42.9747
1205_1	k141_16437	3	77	-	75	0	0
1205_2	k141_16437	81	1589	-	1509	0	0
1206_1	k141_7393	2	586	-	585	250	59.2678
1206_2	k141_7393	703	897	-	195	29	20.6252
1206_3	k141_7393	913	1236	-	324	48	20.5462
1206_4	k141_7393	1251	2582	-	1332	388	40.3982
1206_5	k141_7393	2826	4067	-	1242	279	31.1543
1206_6	k141_7393	4174	4767	-	594	137	31.9867
1207_1	k141_34966	1	2286	-	2286	0	0
1207_2	k141_34966	2304	3200	-	897	0	0
1208_1	k141_18660	3	278	-	276	0	0
1208_2	k141_18660	360	1067	-	708	0	0
1209_1	k141_2601	3	1010	-	1008	1	0.137586
1210_1	k141_7394	1	882	+	882	0	0
