# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/M9_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/M9_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/M9_1.bam	RPKM
1673_31	k141_37548	27764	28408	+	645	47	5.51026
1673_32	k141_37548	28876	29040	+	165	0	0
1673_33	k141_37548	30741	30986	-	246	1125	345.821
1674_1	k141_9694	2	211	-	210	0	0
1674_2	k141_9694	249	443	-	195	0	0
1674_3	k141_9694	430	1353	-	924	0	0
1675_1	k141_16549	3	1124	-	1122	19	1.28055
1676_1	k141_519	1	840	-	840	7	0.630163
1676_2	k141_519	852	1286	-	435	2	0.347676
1676_3	k141_519	1427	3517	-	2091	27	0.976436
1676_4	k141_519	3839	5779	+	1941	25	0.973977
1676_5	k141_519	5776	7062	+	1287	10	0.587565
1676_6	k141_519	7079	8386	+	1308	4	0.231252
1676_7	k141_519	8298	8507	-	210	0	0
1677_1	k141_25754	2	631	+	630	0	0
1677_2	k141_25754	639	1940	-	1302	0	0
1677_3	k141_25754	1990	2448	-	459	0	0
1678_1	k141_37549	32	1081	+	1050	0	0
1679_1	k141_39788	1	585	-	585	0	0
1679_2	k141_39788	585	1094	-	510	0	0
1679_3	k141_39788	1119	1190	-	72	0	0
1680_1	k141_32760	156	800	+	645	0	0
1680_2	k141_32760	1002	2372	+	1371	0	0
1680_3	k141_32760	2548	4434	-	1887	0	0
1680_4	k141_32760	4686	5141	-	456	0	0
1680_5	k141_32760	5421	5570	+	150	0	0
1680_6	k141_32760	5702	6082	+	381	0	0
1680_7	k141_32760	6088	6504	+	417	0	0
1680_8	k141_32760	6508	6930	+	423	0	0
1681_1	k141_9696	3	662	-	660	5	0.572875
1681_2	k141_9696	668	1207	-	540	4	0.560145
1681_3	k141_9696	1290	2045	-	756	5	0.500129
1682_1	k141_21065	207	1109	-	903	26	2.17731
1682_2	k141_21065	1223	1825	+	603	11	1.37946
1682_3	k141_21065	1839	3461	-	1623	40	1.8637
1682_4	k141_21065	3484	3951	-	468	18	2.90844
1682_5	k141_21065	3948	5852	-	1905	36	1.42903
1682_6	k141_21065	6327	7460	-	1134	35	2.33394
1682_7	k141_21065	7518	8480	-	963	18	1.41345
1682_8	k141_21065	8762	9694	-	933	21	1.70205
1682_9	k141_21065	9797	12565	-	2769	50	1.36547
1682_10	k141_21065	12772	13980	-	1209	15	0.938208
1682_11	k141_21065	14087	16987	-	2901	67	1.74647
1682_12	k141_21065	17163	18761	-	1599	18	0.851252
1683_1	k141_524	137	691	+	555	11	1.49877
1683_2	k141_524	808	3471	+	2664	21	0.5961
1684_1	k141_2719	286	2079	-	1794	32	1.34884
1684_2	k141_2719	2262	2534	-	273	1	0.276995
1684_3	k141_2719	2643	3431	+	789	5	0.479211
1684_4	k141_2719	3412	4290	+	879	5	0.430145
1684_5	k141_2719	4287	5408	+	1122	8	0.539177
1684_6	k141_2719	5494	6045	-	552	0	0
1684_7	k141_2719	6050	7051	-	1002	1	0.0754686
1684_8	k141_2719	7216	10230	+	3015	21	0.526703
1684_9	k141_2719	10406	12409	+	2004	15	0.566015
1684_10	k141_2719	12427	13311	+	885	4	0.341783
1684_11	k141_2719	13315	14565	+	1251	3	0.181342
1684_12	k141_2719	14606	15241	+	636	7	0.832291
1684_13	k141_2719	15254	16744	+	1491	5	0.253587
1684_14	k141_2719	16875	17984	-	1110	15	1.02189
1684_15	k141_2719	18016	18774	-	759	4	0.398522
1684_16	k141_2719	19080	20051	+	972	8	0.622383
1685_1	k141_35047	2	604	-	603	7	0.877839
1685_2	k141_35047	594	1298	-	705	19	2.03797
1685_3	k141_35047	1455	2693	+	1239	28	1.70892
1685_4	k141_35047	2716	5127	+	2412	47	1.47352
1685_5	k141_35047	5188	6087	-	900	13	1.09228
1685_6	k141_35047	6202	6762	-	561	10	1.34794
1685_7	k141_35047	6775	7551	-	777	16	1.55716
1685_8	k141_35047	7559	8944	-	1386	14	0.763834
1685_9	k141_35047	8948	9988	-	1041	15	1.08962
1685_10	k141_35047	10073	11302	-	1230	15	0.92219
1685_11	k141_35047	11659	12483	-	825	12	1.09992
1685_12	k141_35047	12509	14281	-	1773	33	1.40747
1685_13	k141_35047	14284	15396	-	1113	21	1.42678
1685_14	k141_35047	15436	15999	-	564	11	1.47485
1685_15	k141_35047	16063	16605	-	543	7	0.974838
1685_16	k141_35047	16764	17345	-	582	17	2.20882
1685_17	k141_35047	17414	18316	-	903	14	1.1724
1685_18	k141_35047	18357	19373	-	1017	16	1.18969
1685_19	k141_35047	19375	20121	-	747	13	1.316
1685_20	k141_35047	20155	20892	-	738	14	1.43452
1685_21	k141_35047	20903	20998	-	96	6	4.72622
1686_1	k141_25757	1	714	-	714	8	0.847278
1686_2	k141_25757	871	1815	-	945	10	0.800207
1686_3	k141_25757	1841	2719	-	879	18	1.54852
1686_4	k141_25757	2877	3980	-	1104	11	0.753456
1686_5	k141_25757	4036	4662	-	627	17	2.05029
1686_6	k141_25757	4795	5178	-	384	7	1.37848
1686_7	k141_25757	5456	8314	-	2859	43	1.13734
1687_1	k141_35053	3	281	+	279	2	0.542076
1687_2	k141_35053	311	1291	+	981	14	1.07918
1688_1	k141_11886	3	116	+	114	0	0
1688_2	k141_11886	213	1382	-	1170	6	0.387793
1688_3	k141_11886	1646	3091	+	1446	0	0
1688_4	k141_11886	3173	4537	-	1365	4	0.221596
1688_5	k141_11886	4539	4715	+	177	0	0
1688_6	k141_11886	4974	5738	+	765	1	0.0988491
1688_7	k141_11886	5746	6180	-	435	1	0.173838
1688_8	k141_11886	7183	8061	+	879	0	0
1688_9	k141_11886	8178	9215	-	1038	2	0.145702
1688_10	k141_11886	9666	10322	+	657	3	0.345295
1688_11	k141_11886	10598	11929	+	1332	5	0.283857
1688_12	k141_11886	12149	13252	+	1104	2	0.136992
1688_13	k141_11886	13536	15200	+	1665	2	0.0908343
1688_14	k141_11886	15289	16146	+	858	0	0
1688_15	k141_11886	16279	17568	+	1290	0	0
1688_16	k141_11886	17747	18181	+	435	0	0
1688_17	k141_11886	18264	19169	-	906	2	0.166931
1688_18	k141_11886	19174	20166	+	993	0	0
1688_19	k141_11886	20261	22186	-	1926	1	0.0392625
1688_20	k141_11886	22308	23348	+	1041	0	0
1688_21	k141_11886	23351	24229	+	879	2	0.172058
1688_22	k141_11886	24330	25868	-	1539	4	0.196542
1688_23	k141_11886	26334	26888	-	555	1	0.136251
1688_24	k141_11886	27006	27653	-	648	0	0
1689_1	k141_35054	20	604	-	585	0	0
1689_2	k141_35054	793	1029	+	237	0	0
1690_1	k141_25760	154	837	-	684	0	0
1690_2	k141_25760	1000	1098	-	99	0	0
1691_1	k141_2726	2	2173	-	2172	0	0
1691_2	k141_2726	2189	3643	-	1455	0	0
1691_3	k141_2726	3802	5064	-	1263	0	0
1691_4	k141_2726	5198	5428	-	231	0	0
1692_1	k141_528	2	361	-	360	3	0.630163
1692_2	k141_528	1517	3310	-	1794	15	0.632271
1692_3	k141_528	3330	6323	-	2994	20	0.505141
1692_4	k141_528	6798	8021	-	1224	5	0.308903
1693_1	k141_25767	3	1112	-	1110	10	0.681257
1693_2	k141_25767	1168	2052	-	885	3	0.256337
1694_1	k141_2734	3	1085	-	1083	0	0
1695_1	k141_534	3	1727	+	1725	9	0.394537
1696_1	k141_9699	219	557	+	339	15	3.346
1696_2	k141_9699	554	1249	+	696	10	1.08649
1696_3	k141_9699	1302	2216	+	915	9	0.743799
1696_4	k141_9699	2258	3289	+	1032	13	0.952572
1696_5	k141_9699	3296	4615	-	1320	26	1.48948
1696_6	k141_9699	4687	6225	-	1539	31	1.5232
1696_7	k141_9699	6348	7112	-	765	13	1.28504
1696_8	k141_9699	7132	8004	-	873	8	0.692963
1696_9	k141_9699	8145	9443	+	1299	33	1.92105
1696_10	k141_9699	9440	9838	-	399	6	1.13714
1696_11	k141_9699	9942	11309	+	1368	37	2.04527
1696_12	k141_9699	11316	12248	+	933	12	0.972599
1696_13	k141_9699	12264	12920	-	657	15	1.72647
1696_14	k141_9699	13005	13718	-	714	14	1.48274
1696_15	k141_9699	13767	15014	-	1248	11	0.666519
1697_1	k141_32763	307	1539	+	1233	2873	176.2
1697_2	k141_32763	1640	2209	+	570	1673	221.95
1697_3	k141_32763	2626	3060	-	435	1637	284.573
1697_4	k141_32763	3783	3956	+	174	714	310.301
1697_5	k141_32763	3953	4159	+	207	782	285.674
1697_6	k141_32763	4316	4864	-	549	1920	264.462
1697_7	k141_32763	4952	5110	-	159	207	98.4481
1697_8	k141_32763	5107	5343	-	237	416	132.733
1697_9	k141_32763	5412	5987	-	576	1873	245.895
1697_10	k141_32763	6234	6800	-	567	2183	291.142
1697_11	k141_32763	6905	7009	-	105	554	398.983
1697_12	k141_32763	7705	7830	+	126	336	201.652
1697_13	k141_32763	7827	8651	-	825	2597	238.041
1697_14	k141_32763	9162	10157	-	996	2545	193.225
1697_15	k141_32763	10151	10678	-	528	1486	212.823
1697_16	k141_32763	11264	11995	-	732	2689	277.788
1697_17	k141_32763	13489	14712	-	1224	2579	159.332
1697_18	k141_32763	14813	15697	+	885	1811	154.742
1697_19	k141_32763	15626	15868	-	243	131	40.7661
1698_1	k141_16555	877	1758	+	882	0	0
1698_2	k141_16555	1758	2711	+	954	0	0
1698_3	k141_16555	2711	3475	+	765	0	0
1698_4	k141_16555	3475	4194	+	720	0	0
1698_5	k141_16555	5002	5982	+	981	0	0
1698_6	k141_16555	6852	8045	+	1194	0	0
1698_7	k141_16555	8550	9362	+	813	0	0
1698_8	k141_16555	9754	10668	+	915	0	0
1698_9	k141_16555	10665	12017	+	1353	0	0
1698_10	k141_16555	12017	12937	+	921	0	0
1698_11	k141_16555	13336	14358	+	1023	0	0
1698_12	k141_16555	14781	15026	+	246	0	0
1698_13	k141_16555	16170	16976	+	807	0	0
1699_1	k141_25768	1	120	+	120	25	15.7541
1699_2	k141_25768	125	304	+	180	63	26.4668
1699_3	k141_25768	643	966	-	324	130	30.3412
1699_4	k141_25768	1003	1290	-	288	73	19.1675
1699_5	k141_25768	1297	1599	-	303	51	12.728
1699_6	k141_25768	1822	2787	+	966	11	0.861092
1699_7	k141_25768	3504	3965	+	462	67	10.9665
1700_1	k141_7473	314	472	-	159	66	31.3893
1700_2	k141_7473	679	1179	-	501	120	18.1125
1700_3	k141_7473	1481	2704	+	1224	268	16.5572
1700_4	k141_7473	2707	3084	+	378	52	10.4027
1700_5	k141_7473	3189	3983	-	795	81	7.70463
1700_6	k141_7473	3973	4206	-	234	22	7.10953
1700_7	k141_7473	4211	4486	-	276	39	10.6854
1700_8	k141_7473	4620	4799	-	180	20	8.40217
1700_9	k141_7473	4906	5889	-	984	134	10.2978
1700_10	k141_7473	5894	7114	-	1221	164	10.1569
1700_11	k141_7473	7190	7492	-	303	53	13.2272
1700_12	k141_7473	7766	8965	-	1200	236	14.8718
1700_13	k141_7473	8973	9623	-	651	82	9.52504
1700_14	k141_7473	9626	10549	-	924	156	12.7669
1700_15	k141_7473	10546	10908	-	363	47	9.79096
1700_16	k141_7473	11117	11545	-	429	139	24.5014
1700_17	k141_7473	12115	12426	+	312	71	17.2083
1700_18	k141_7473	12464	12772	+	309	84	20.5568
1700_19	k141_7473	13325	13531	-	207	64	23.38
1700_20	k141_7473	13624	15042	+	1419	242	12.8964
1700_21	k141_7473	15039	15941	-	903	137	11.4727
1700_22	k141_7473	15949	17313	-	1365	243	13.4619
1700_23	k141_7473	17409	17795	+	387	49	9.57457
1700_24	k141_7473	17876	18379	-	504	77	11.553
1700_25	k141_7473	18548	21022	-	2475	451	13.7796
1700_26	k141_7473	21112	21582	-	471	125	20.0689
1700_27	k141_7473	21653	21784	-	132	22	12.6033
1700_28	k141_7473	21877	22992	-	1116	244	16.5333
1700_29	k141_7473	23050	24855	-	1806	404	16.916
1700_30	k141_7473	25069	26133	+	1065	204	14.4849
1700_31	k141_7473	26213	26992	-	780	12	1.16338
1700_32	k141_7473	27213	28487	-	1275	12	0.711713
1700_33	k141_7473	28494	29402	-	909	14	1.16466
1700_34	k141_7473	29585	32386	-	2802	58	1.56529
1700_35	k141_7473	32421	32807	-	387	30	5.86198
1701_1	k141_14418	3	548	+	546	65	9.00233
1701_2	k141_14418	680	2077	+	1398	316	17.0928
1701_3	k141_14418	2132	3262	+	1131	218	14.5757
1701_4	k141_14418	3267	6383	+	3117	688	16.6911
1701_5	k141_14418	6500	7693	+	1194	295	18.6832
1701_6	k141_14418	7812	9308	-	1497	359	18.1346
1701_7	k141_14418	9479	11788	+	2310	508	16.6298
1701_8	k141_14418	11933	12295	+	363	99	20.6235
1701_9	k141_14418	12735	15980	+	3246	673	15.6784
1701_10	k141_14418	15994	17484	+	1491	302	15.3166
1701_11	k141_14418	17807	19957	-	2151	386	13.57
1701_12	k141_14418	19967	21877	-	1911	367	14.5224
1701_13	k141_14418	22163	23833	+	1671	351	15.8842
1701_14	k141_14418	23949	25583	+	1635	335	15.4939
1701_15	k141_14418	25623	26204	+	582	111	14.4223
1701_16	k141_14418	26334	27320	+	987	194	14.8634
1701_17	k141_14418	27378	30881	+	3504	580	12.5169
1701_18	k141_14418	30902	32437	+	1536	308	15.1633
1701_19	k141_14418	32469	34538	+	2070	376	13.7357
1701_20	k141_14418	34594	37824	+	3231	590	13.8086
1701_21	k141_14418	38011	39828	-	1818	381	15.8477
1701_22	k141_14418	39841	40257	-	417	84	15.2327
1701_23	k141_14418	40466	40975	+	510	54	8.00678
1701_24	k141_14418	41044	42624	+	1581	111	5.30915
1702_1	k141_7474	2	604	+	603	0	0
1702_2	k141_7474	633	1145	+	513	5	0.737033
1703_1	k141_9701	215	697	+	483	120	18.7875
1703_2	k141_9701	801	1337	-	537	115	16.1941
1703_3	k141_9701	1589	1732	-	144	33	17.3295
1703_4	k141_9701	1831	2082	+	252	94	28.2073
1704_1	k141_542	190	1686	+	1497	0	0
1705_1	k141_32764	2	1033	-	1032	0	0
1705_2	k141_32764	1088	2842	-	1755	0	0
1706_1	k141_2738	1	1200	+	1200	56	3.52891
1706_2	k141_2738	1238	1621	+	384	9	1.77233
1706_3	k141_2738	1652	2281	+	630	42	5.0413
1706_4	k141_2738	2285	2905	+	621	29	3.53135
1707_1	k141_2740	2	349	+	348	0	0
1707_2	k141_2740	392	1183	+	792	0	0
1708_1	k141_32767	167	655	-	489	45	6.95886
1708_2	k141_32767	659	1114	-	456	19	3.15081
1709_1	k141_30294	3	359	+	357	59	12.4974
1709_2	k141_30294	773	2446	-	1674	266	12.016
1709_3	k141_30294	2461	5448	-	2988	487	12.3249
1709_4	k141_30294	5580	6911	-	1332	235	13.3413
1709_5	k141_30294	7197	7373	-	177	20	8.54458
1709_6	k141_30294	7333	7647	-	315	51	12.2432
1709_7	k141_30294	7730	10090	-	2361	450	14.4129
1709_8	k141_30294	10104	12572	-	2469	434	13.2924
1709_9	k141_30294	12609	13568	-	960	191	15.0451
1709_10	k141_30294	13543	14934	-	1392	238	12.9292
1709_11	k141_30294	15014	19336	-	4323	812	14.2038
1709_12	k141_30294	19587	19856	-	270	28	7.84203
1709_13	k141_30294	19840	20214	-	375	75	15.1239
1709_14	k141_30294	20428	20766	+	339	104	23.1989
1709_15	k141_30294	20825	21145	+	321	42	9.89415
1710_1	k141_2741	1	336	+	336	0	0
1710_2	k141_2741	758	1066	-	309	0	0
1711_1	k141_21067	296	1537	-	1242	1	0.0608853
1711_2	k141_21067	2229	3704	-	1476	1	0.0512328
1711_3	k141_21067	3879	5642	+	1764	3	0.128605
1711_4	k141_21067	5639	6247	+	609	1	0.12417
1711_5	k141_21067	6334	7203	-	870	0	0
1711_6	k141_21067	7200	7781	-	582	0	0
1711_7	k141_21067	7802	10411	-	2610	9	0.260757
1711_8	k141_21067	10898	11815	+	918	0	0
1711_9	k141_21067	11857	11958	+	102	0	0
1711_10	k141_21067	11945	12484	-	540	0	0
1711_11	k141_21067	12551	13459	-	909	1	0.0831898
1711_12	k141_21067	13738	14469	+	732	0	0
1711_13	k141_21067	14633	15535	+	903	1	0.0837426
1711_14	k141_21067	16684	16998	+	315	0	0
1711_15	k141_21067	17165	18505	+	1341	5	0.281952
1711_16	k141_21067	18571	19077	-	507	0	0
1711_17	k141_21067	19369	20340	+	972	0	0
1712_1	k141_9705	1	252	+	252	0	0
1712_2	k141_9705	215	1525	+	1311	0	0
1712_3	k141_9705	2197	2436	-	240	0	0
1713_1	k141_32768	1	264	-	264	3	0.859313
1713_2	k141_32768	435	1607	-	1173	14	0.902535
1714_1	k141_14426	74	1165	+	1092	11	0.761735
1714_2	k141_14426	1288	3327	-	2040	10	0.370684
1715_1	k141_545	2	931	+	930	12	0.975736
1715_2	k141_545	1016	2821	+	1806	10	0.418713
1715_3	k141_545	2826	3278	+	453	7	1.16851
1715_4	k141_545	3285	3617	+	333	2	0.454172
1715_5	k141_545	3622	4557	+	936	8	0.646321
1715_6	k141_545	4638	4703	+	66	1	1.14575
1716_1	k141_30302	1	117	+	117	17	10.9875
1716_2	k141_30302	185	442	+	258	156	45.7235
1716_3	k141_30302	549	938	-	390	251	48.668
1716_4	k141_30302	1001	1114	-	114	23	15.2566
1717_1	k141_14427	98	1279	-	1182	0	0
1717_2	k141_14427	1442	2014	+	573	0	0
1717_3	k141_14427	1974	2423	-	450	0	0
1718_1	k141_25769	52	894	-	843	224	20.0935
1718_2	k141_25769	1400	3589	-	2190	1060	36.6012
1718_3	k141_25769	3710	3805	-	96	53	41.7483
1718_4	k141_25769	4185	5744	-	1560	690	33.4471
1718_5	k141_25769	6121	6384	-	264	166	47.5487
1718_6	k141_25769	6400	6624	-	225	81	27.223
1718_7	k141_25769	6634	6774	-	141	40	21.4524
1718_8	k141_25769	6917	8293	-	1377	626	34.3775
1718_9	k141_25769	8488	9207	+	720	314	32.9785
1718_10	k141_25769	9385	10041	+	657	189	21.7536
1719_1	k141_32772	2	673	+	672	54	6.07657
1719_2	k141_32772	696	2618	+	1923	244	9.59499
1719_3	k141_32772	2762	4276	+	1515	144	7.1876
1719_4	k141_32772	4311	4547	+	237	15	4.78605
1720_1	k141_9714	2	268	-	267	0	0
1720_2	k141_9714	325	675	-	351	0	0
1720_3	k141_9714	863	1165	+	303	0	0
1721_1	k141_2747	182	847	-	666	0	0
1721_2	k141_2747	868	1644	-	777	0	0
1721_3	k141_2747	1648	2568	-	921	0	0
1721_4	k141_2747	2565	3491	-	927	0	0
1721_5	k141_2747	3529	4395	-	867	0	0
1721_6	k141_2747	4760	5539	+	780	0	0
1722_1	k141_11887	197	535	+	339	4	0.892266
1722_2	k141_11887	520	1749	+	1230	27	1.65994
1722_3	k141_11887	1807	2382	+	576	10	1.31284
1722_4	k141_11887	2389	3816	+	1428	19	1.00614
1722_5	k141_11887	3885	4052	+	168	2	0.900233
1722_6	k141_11887	4083	4625	+	543	11	1.53189
1722_7	k141_11887	4626	4787	+	162	5	2.33394
1722_8	k141_11887	4946	5611	-	666	36	4.08754
1722_9	k141_11887	6166	6798	-	633	11	1.31408
1722_10	k141_11887	6907	7065	-	159	5	2.37797
1722_11	k141_11887	7161	7583	+	423	2	0.357539
1722_12	k141_11887	7757	8836	+	1080	9	0.630163
1722_13	k141_11887	8843	10021	+	1179	9	0.577249
1722_14	k141_11887	10026	11474	+	1449	9	0.469687
1722_15	k141_11887	11477	12427	+	951	9	0.715643
1722_16	k141_11887	12452	13405	+	954	3	0.237797
1722_17	k141_11887	13442	14581	+	1140	9	0.596997
1722_18	k141_11887	14583	15809	+	1227	18	1.10933
1722_19	k141_11887	15816	16685	+	870	12	1.04303
1722_20	k141_11887	16730	16843	+	114	0	0
1722_21	k141_11887	16910	18829	+	1920	15	0.590778
1722_22	k141_11887	18752	19165	-	414	2	0.365312
1722_23	k141_11887	19628	19747	+	120	1	0.630163
1722_24	k141_11887	19918	20220	+	303	5	1.24785
1722_25	k141_11887	20285	20458	-	174	2	0.86919
1723_1	k141_7476	213	1301	-	1089	197	13.6796
1723_2	k141_7476	1367	2068	+	702	122	13.1419
1723_3	k141_7476	2065	2613	+	549	113	15.5647
1723_4	k141_7476	2701	4920	-	2220	425	14.4767
1723_5	k141_7476	5093	5941	+	849	132	11.7571
1723_6	k141_7476	5962	6591	+	630	111	13.3234
1723_7	k141_7476	6609	7247	+	639	68	8.04715
1723_8	k141_7476	7283	10132	+	2850	505	13.3993
1724_1	k141_25775	2	172	+	171	0	0
1724_2	k141_25775	470	703	+	234	0	0
1725_1	k141_14437	1	1161	-	1161	3	0.195399
1725_2	k141_14437	1223	1450	-	228	0	0
1726_1	k141_32774	3	1142	+	1140	0	0
1726_2	k141_32774	1143	2207	+	1065	0	0
1727_1	k141_562	3	1085	+	1083	0	0
1728_1	k141_44402	1	705	+	705	77	8.25916
1728_2	k141_44402	778	978	-	201	25	9.40542
1728_3	k141_44402	968	1384	-	417	50	9.06709
1728_4	k141_44402	1999	2577	+	579	50	6.53019
1728_5	k141_44402	2650	3309	+	660	52	5.9579
1728_6	k141_44402	3419	3679	-	261	17	4.92541
1728_7	k141_44402	3698	4009	-	312	9	2.18133
1728_8	k141_44402	4162	4530	+	369	10	2.04931
1728_9	k141_44402	4531	5469	+	939	65	5.23458
1728_10	k141_44402	5471	6379	+	909	61	5.07458
1728_11	k141_44402	6469	7359	+	891	64	5.43171
1728_12	k141_44402	7460	7738	-	279	32	8.67321
1728_13	k141_44402	7860	9200	+	1341	58	3.27064
1728_14	k141_44402	9223	10686	+	1464	89	4.59709
1728_15	k141_44402	10848	11474	+	627	39	4.70361
1728_16	k141_44402	11510	12838	+	1329	74	4.21057
1728_17	k141_44402	12850	13458	+	609	36	4.47012
1728_18	k141_44402	13733	14533	+	801	51	4.81473
1728_19	k141_44402	14543	15301	+	759	42	4.18448
1728_20	k141_44402	15532	17115	+	1584	105	5.01266
1728_21	k141_44402	17120	17530	+	411	24	4.41574
1728_22	k141_44402	17532	18449	+	918	47	3.87159
1728_23	k141_44402	18479	19828	+	1350	44	2.46464
1728_24	k141_44402	19846	20814	+	969	56	4.37017
1728_25	k141_44402	20827	21693	+	867	44	3.83767
1728_26	k141_44402	21686	22270	+	585	41	5.29983
1728_27	k141_44402	22273	22851	+	579	35	4.57113
1728_28	k141_44402	23077	23343	-	267	31	8.7798
1728_29	k141_44402	23632	23814	-	183	13	5.37188
1728_30	k141_44402	23895	24440	+	546	44	6.09388
1728_31	k141_44402	24445	25080	+	636	40	4.75595
1728_32	k141_44402	25093	25365	+	273	22	6.09388
1728_33	k141_44402	25812	26843	-	1032	101	7.40075
1728_34	k141_44402	27387	28865	+	1479	58	2.96547
1728_35	k141_44402	28947	30320	+	1374	53	2.91691
1728_36	k141_44402	30421	31488	-	1068	43	3.04461
1728_37	k141_44402	31505	32407	-	903	57	4.77333
1728_38	k141_44402	32438	33643	-	1206	61	3.82487
1728_39	k141_44402	33689	34060	-	372	18	3.65901
1728_40	k141_44402	34169	34822	-	654	50	5.78131
1728_41	k141_44402	34948	36912	+	1965	123	4.73344
1728_42	k141_44402	37292	38920	+	1629	119	5.52408
1728_43	k141_44402	38966	40927	+	1962	124	4.77922
1728_44	k141_44402	41068	41562	-	495	17	2.59704
1728_45	k141_44402	41595	42791	-	1197	71	4.48537
1728_46	k141_44402	42788	43399	-	612	22	2.71835
1728_47	k141_44402	43414	45339	-	1926	70	2.74837
1728_48	k141_44402	45457	45726	+	270	12	3.36087
1728_49	k141_44402	45723	46154	+	432	27	4.72622
1728_50	k141_44402	46288	48717	+	2430	127	3.95213
1728_51	k141_44402	48750	49061	+	312	24	5.81689
1728_52	k141_44402	50283	50726	-	444	67	11.4111
1728_53	k141_44402	51710	52033	-	324	42	9.80254
1728_54	k141_44402	52677	52796	-	120	12	7.56196
1729_1	k141_11889	169	1197	+	1029	13	0.955349
1729_2	k141_11889	1203	1517	+	315	1	0.240062
1730_1	k141_16558	4	1791	-	1788	26	1.09961
1730_2	k141_16558	1972	4296	-	2325	53	1.7238
1730_3	k141_16558	4323	5717	-	1395	19	1.02994
1730_4	k141_16558	5733	7463	-	1731	33	1.44162
1730_5	k141_16558	7482	10625	-	3144	37	0.889925
1730_6	k141_16558	10869	13853	+	2985	35	0.886661
1731_1	k141_11890	2	271	+	270	0	0
1731_2	k141_11890	268	1329	+	1062	0	0
1732_1	k141_7483	3	164	-	162	0	0
1732_2	k141_7483	496	1089	+	594	0	0
1733_1	k141_32775	3	650	-	648	2	0.233394
1733_2	k141_32775	838	1164	+	327	4	0.92501
1733_3	k141_32775	1177	2289	+	1113	7	0.475595
1733_4	k141_32775	2531	2839	-	309	5	1.22362
1734_1	k141_39790	1	1731	+	1731	18	0.786339
1734_2	k141_39790	1739	3562	+	1824	19	0.787704
1734_3	k141_39790	3613	3726	+	114	0	0
1734_4	k141_39790	3723	3950	+	228	0	0
1734_5	k141_39790	3944	5674	+	1731	9	0.393169
1734_6	k141_39790	5671	7197	+	1527	10	0.495216
1734_7	k141_39790	7407	8504	+	1098	7	0.482092
1734_8	k141_39790	8514	11549	+	3036	28	0.697414
1734_9	k141_39790	11582	12907	+	1326	10	0.570283
1734_10	k141_39790	12997	13788	+	792	12	1.14575
1734_11	k141_39790	14390	14953	+	564	0	0
1734_12	k141_39790	15027	15248	+	222	4	1.36251
1734_13	k141_39790	15360	16310	+	951	2	0.159032
1734_14	k141_39790	16314	17741	+	1428	9	0.476594
1734_15	k141_39790	17830	18861	+	1032	10	0.732748
1734_16	k141_39790	18868	20436	+	1569	9	0.433764
1734_17	k141_39790	20484	21575	+	1092	12	0.830984
1734_18	k141_39790	21676	24420	-	2745	19	0.523414
1734_19	k141_39790	24482	25999	+	1518	9	0.448337
1734_20	k141_39790	26011	26649	-	639	6	0.710043
1734_21	k141_39790	26649	27602	-	954	4	0.317063
1734_22	k141_39790	27550	28947	-	1398	18	0.973642
1734_23	k141_39790	28964	29194	-	231	0	0
1735_1	k141_565	131	370	+	240	0	0
1735_2	k141_565	363	1241	+	879	0	0
1735_3	k141_565	1243	1791	+	549	0	0
1735_4	k141_565	1788	2318	+	531	0	0
1736_1	k141_16561	189	719	-	531	8	1.13928
1736_2	k141_16561	719	1183	-	465	5	0.813114
1736_3	k141_16561	1285	1431	+	147	2	1.02884
1737_1	k141_7485	3	1250	-	1248	0	0
1738_1	k141_16562	3	821	-	819	200	18.4663
1738_2	k141_16562	825	1022	-	198	17	6.49259
1739_1	k141_569	2	1015	+	1014	24	1.78981
1740_1	k141_2748	167	481	-	315	0	0
1740_2	k141_2748	539	784	-	246	0	0
1740_3	k141_2748	781	990	-	210	0	0
1740_4	k141_2748	1014	2279	-	1266	0	0
1740_5	k141_2748	2276	2698	-	423	0	0
1740_6	k141_2748	2712	2960	-	249	0	0
1740_7	k141_2748	2983	3204	-	222	0	0
1740_8	k141_2748	3217	3432	-	216	0	0
1740_9	k141_2748	3429	3764	-	336	0	0
1740_10	k141_2748	5556	5978	+	423	0	0
1740_11	k141_2748	6277	6453	+	177	0	0
1741_1	k141_39792	2	2545	+	2544	0	0
1742_1	k141_30307	47	718	+	672	122	13.7286
1742_2	k141_30307	1378	2877	+	1500	181	9.12476
1742_3	k141_30307	2978	3154	+	177	12	5.12675
1742_4	k141_30307	3375	7769	+	4395	472	8.12114
1742_5	k141_30307	7802	8530	+	729	84	8.71336
1742_6	k141_30307	8520	9227	+	708	79	8.43778
1742_7	k141_30307	9495	9581	+	87	14	12.1687
1743_1	k141_2750	35	418	-	384	30	5.90778
