# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/K21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam
2314_454	k141_18687	507178	507858	-	681	0
2314_455	k141_18687	508111	508302	-	192	0
2314_456	k141_18687	508374	508901	-	528	0
2314_457	k141_18687	509236	509934	+	699	0
2314_458	k141_18687	509931	510389	-	459	0
2314_459	k141_18687	510506	511315	+	810	0
2314_460	k141_18687	511376	511696	-	321	0
2314_461	k141_18687	511787	513202	-	1416	7
2314_462	k141_18687	513306	513566	-	261	0
2314_463	k141_18687	513794	514786	-	993	0
2314_464	k141_18687	514853	516139	-	1287	0
2314_465	k141_18687	516234	516998	-	765	0
2314_466	k141_18687	517177	518376	-	1200	0
2314_467	k141_18687	518546	519229	-	684	0
2314_468	k141_18687	519331	520428	+	1098	4
2314_469	k141_18687	520581	520784	-	204	0
2314_470	k141_18687	521040	521342	+	303	0
2314_471	k141_18687	521339	522445	-	1107	0
2314_472	k141_18687	522464	523684	-	1221	8
2314_473	k141_18687	523802	524335	-	534	0
2314_474	k141_18687	524526	525695	+	1170	7
2314_475	k141_18687	525802	526776	+	975	0
2314_476	k141_18687	526976	528694	+	1719	0
2314_477	k141_18687	528768	528890	-	123	0
2314_478	k141_18687	528890	529741	-	852	0
2314_479	k141_18687	529738	530565	-	828	4
2314_480	k141_18687	530562	531329	-	768	7
2314_481	k141_18687	531341	532303	-	963	13
2314_482	k141_18687	532645	533274	+	630	0
2314_483	k141_18687	533274	534815	+	1542	0
2314_484	k141_18687	534900	536201	+	1302	0
2314_485	k141_18687	536201	537232	+	1032	0
2314_486	k141_18687	537303	539381	+	2079	0
2314_487	k141_18687	539393	540439	+	1047	0
2314_488	k141_18687	540529	541461	-	933	0
2314_489	k141_18687	541448	542854	-	1407	0
2314_490	k141_18687	543135	544514	+	1380	0
2314_491	k141_18687	544526	545914	+	1389	0
2314_492	k141_18687	545911	546687	+	777	0
2314_493	k141_18687	547054	548190	+	1137	0
2314_494	k141_18687	548344	549243	+	900	0
2314_495	k141_18687	549243	550292	+	1050	0
2314_496	k141_18687	550279	551061	+	783	0
2314_497	k141_18687	551054	551749	+	696	0
2314_498	k141_18687	551857	552039	-	183	0
2315_1	k141_2862	3	434	+	432	0
2315_2	k141_2862	674	1639	+	966	0
2316_1	k141_39889	3	554	+	552	0
2316_2	k141_39889	551	889	+	339	0
2316_3	k141_39889	828	1601	-	774	0
2316_4	k141_39889	1681	3993	+	2313	1
2316_5	k141_39889	4085	4639	-	555	0
2316_6	k141_39889	4788	5216	-	429	0
2316_7	k141_39889	5501	6694	+	1194	0
2317_1	k141_12036	61	804	-	744	1
2317_2	k141_12036	805	1758	-	954	0
2317_3	k141_12036	1758	2204	-	447	0
2317_4	k141_12036	2220	2690	-	471	0
2317_5	k141_12036	2785	4389	-	1605	4
2318_1	k141_44574	1	471	+	471	0
2318_2	k141_44574	499	1776	+	1278	0
2319_1	k141_23810	1	117	+	117	15
2319_2	k141_23810	256	2019	+	1764	318
2319_3	k141_23810	2205	2639	+	435	50
2319_4	k141_23810	2655	3881	+	1227	165
2319_5	k141_23810	3883	4956	+	1074	148
2319_6	k141_23810	4960	6207	+	1248	219
2319_7	k141_23810	6191	7219	+	1029	126
2319_8	k141_23810	7251	7472	+	222	16
2319_9	k141_23810	7488	7661	+	174	4
2319_10	k141_23810	7745	8383	+	639	59
2319_11	k141_23810	8425	8904	+	480	42
2319_12	k141_23810	8919	11084	+	2166	325
2319_13	k141_23810	11176	11766	+	591	34
2319_14	k141_23810	11778	13286	+	1509	252
2319_15	k141_23810	13626	13808	+	183	49
2319_16	k141_23810	14453	14884	+	432	81
2320_1	k141_16732	296	673	-	378	2
2320_2	k141_16732	722	1252	-	531	0
2320_3	k141_16732	1687	2382	-	696	0
2320_4	k141_16732	2383	2814	-	432	0
2320_5	k141_16732	2946	3485	-	540	0
2320_6	k141_16732	3502	3885	-	384	0
2320_7	k141_16732	4168	5304	-	1137	1
2321_1	k141_9776	2	481	-	480	0
2321_2	k141_9776	577	708	-	132	0
2321_3	k141_9776	705	1349	-	645	0
2322_1	k141_39890	1	375	-	375	0
2322_2	k141_39890	403	1020	-	618	0
2322_3	k141_39890	1021	1401	-	381	0
2322_4	k141_39890	1569	2738	-	1170	0
2323_1	k141_32923	3	371	+	369	0
2323_2	k141_32923	654	3833	+	3180	0
2323_3	k141_32923	3859	5625	+	1767	1
2323_4	k141_32923	5749	7038	+	1290	0
2323_5	k141_32923	7055	7783	+	729	0
2324_1	k141_16738	2	190	+	189	0
2324_2	k141_16738	304	1305	+	1002	0
2325_1	k141_23811	3	425	+	423	0
2325_2	k141_23811	446	991	+	546	0
2325_3	k141_23811	1062	1268	+	207	0
2325_4	k141_23811	1234	2469	+	1236	0
2325_5	k141_23811	2450	2902	+	453	0
2325_6	k141_23811	2906	3265	+	360	0
2325_7	k141_23811	3262	3639	+	378	0
2326_1	k141_44581	2	1849	-	1848	0
2326_2	k141_44581	1903	2346	+	444	0
2327_1	k141_750	84	2918	+	2835	508
2327_2	k141_750	3000	3896	+	897	173
2327_3	k141_750	3995	4522	-	528	114
2327_4	k141_750	4682	5263	+	582	125
2327_5	k141_750	5396	5521	-	126	27
2327_6	k141_750	5518	6510	-	993	222
2327_7	k141_750	6613	8931	-	2319	398
2327_8	k141_750	9893	10183	+	291	0
2327_9	k141_750	10185	12752	+	2568	0
2327_10	k141_750	12749	13921	+	1173	0
2327_11	k141_750	13980	16529	+	2550	0
2327_12	k141_750	16571	17581	-	1011	0
2328_1	k141_39893	1	180	-	180	0
2328_2	k141_39893	380	1273	+	894	0
2328_3	k141_39893	1334	1666	-	333	0
2329_1	k141_32928	1	846	+	846	0
2329_2	k141_32928	843	1289	+	447	0
2330_1	k141_44584	62	1021	+	960	12
2331_1	k141_12039	2	2827	+	2826	4
2331_2	k141_12039	2847	4670	+	1824	2
2331_3	k141_12039	4706	4798	-	93	0
2332_1	k141_39896	1	597	-	597	5
2332_2	k141_39896	665	1525	-	861	3
2333_1	k141_32934	2	805	+	804	12
2333_2	k141_32934	1161	1241	+	81	2
2334_1	k141_35196	280	1563	-	1284	65
2334_2	k141_35196	1868	4516	+	2649	92
2334_3	k141_35196	5274	6467	+	1194	50
2334_4	k141_35196	6472	6621	+	150	1
2334_5	k141_35196	6738	6980	+	243	17
2334_6	k141_35196	6992	7681	+	690	20
2334_7	k141_35196	7736	8158	+	423	10
2334_8	k141_35196	8249	8953	+	705	12
2334_9	k141_35196	8997	9125	+	129	2
2334_10	k141_35196	9137	9655	+	519	18
2334_11	k141_35196	9701	10081	+	381	13
2334_12	k141_35196	10469	10762	-	294	14
2334_13	k141_35196	10782	11459	+	678	36
2334_14	k141_35196	11922	16085	+	4164	119
2334_15	k141_35196	16346	20509	+	4164	166
2334_16	k141_35196	20827	21942	+	1116	65
2335_1	k141_16740	57	1451	-	1395	0
2335_2	k141_16740	1466	1939	+	474	0
2335_3	k141_16740	2058	4859	-	2802	0
2336_1	k141_5303	3	212	-	210	0
2336_2	k141_5303	209	559	-	351	9
2336_3	k141_5303	703	951	-	249	1
2336_4	k141_5303	935	1177	-	243	5
2336_5	k141_5303	1465	1746	-	282	18
2336_6	k141_5303	2455	2694	-	240	3
2336_7	k141_5303	3437	3691	+	255	12
2336_8	k141_5303	3937	4566	-	630	26
2336_9	k141_5303	4663	4902	+	240	14
2336_10	k141_5303	5173	5685	+	513	17
2336_11	k141_5303	5682	6473	+	792	19
2336_12	k141_5303	6470	6784	+	315	8
2336_13	k141_5303	6787	7845	+	1059	30
2336_14	k141_5303	7854	8270	+	417	6
2336_15	k141_5303	8267	8803	+	537	0
2336_16	k141_5303	8784	9059	+	276	5
2336_17	k141_5303	9026	9370	+	345	9
2336_18	k141_5303	9656	10042	+	387	10
2336_19	k141_5303	10042	10332	+	291	15
2336_20	k141_5303	10332	10652	+	321	7
2336_21	k141_5303	10649	10924	+	276	16
2336_22	k141_5303	10983	11141	+	159	0
2336_23	k141_5303	11148	11834	+	687	19
2336_24	k141_5303	11831	12526	+	696	14
2336_25	k141_5303	12602	13177	+	576	10
2336_26	k141_5303	13153	14544	+	1392	22
2336_27	k141_5303	14554	14868	+	315	4
2337_1	k141_39898	3	290	-	288	0
2337_2	k141_39898	348	2045	-	1698	46
2338_1	k141_752	109	2352	+	2244	0
2338_2	k141_752	2367	3002	+	636	0
2338_3	k141_752	3082	3735	-	654	0
2338_4	k141_752	3778	4362	-	585	0
2338_5	k141_752	4392	4862	-	471	0
2338_6	k141_752	5431	5775	+	345	0
2339_1	k141_16743	211	1017	+	807	0
2340_1	k141_44585	3	488	+	486	0
2340_2	k141_44585	490	1140	+	651	0
2340_3	k141_44585	1324	2448	+	1125	0
2340_4	k141_44585	2372	2638	-	267	0
2340_5	k141_44585	2763	3530	+	768	0
2340_6	k141_44585	4299	4787	+	489	0
2341_1	k141_5306	3	290	-	288	0
2341_2	k141_5306	311	580	-	270	0
2341_3	k141_5306	583	936	-	354	0
2342_1	k141_2873	3	950	+	948	0
2342_2	k141_2873	966	1265	+	300	0
2342_3	k141_2873	1650	1841	+	192	0
2342_4	k141_2873	1937	2053	+	117	0
2342_5	k141_2873	2150	3079	-	930	0
2342_6	k141_2873	3076	3852	-	777	0
2342_7	k141_2873	4102	5808	-	1707	0
2342_8	k141_2873	5846	6865	-	1020	0
2342_9	k141_2873	6870	7400	-	531	0
2343_1	k141_16745	75	1037	-	963	0
2344_1	k141_39900	1	924	-	924	0
2344_2	k141_39900	928	1971	-	1044	0
2345_1	k141_755	1	375	+	375	0
2345_2	k141_755	415	672	+	258	34
2345_3	k141_755	709	909	+	201	51
2346_1	k141_25928	453	2432	-	1980	451
2346_2	k141_25928	2456	3991	-	1536	308
2346_3	k141_25928	4279	8505	+	4227	782
2346_4	k141_25928	8638	10566	+	1929	346
2346_5	k141_25928	11005	14214	+	3210	558
2346_6	k141_25928	14234	15985	+	1752	325
2346_7	k141_25928	16010	17788	+	1779	298
2346_8	k141_25928	17862	19745	+	1884	323
2346_9	k141_25928	20120	21601	+	1482	274
2346_10	k141_25928	21789	23360	+	1572	302
2346_11	k141_25928	23357	24085	+	729	102
2346_12	k141_25928	24093	25322	+	1230	153
2346_13	k141_25928	25344	25595	+	252	26
2346_14	k141_25928	25595	26479	+	885	139
2346_15	k141_25928	26493	27563	+	1071	209
2346_16	k141_25928	27560	27997	+	438	49
2346_17	k141_25928	27994	28437	+	444	62
2346_18	k141_25928	28422	30152	+	1731	319
2346_19	k141_25928	30158	30415	+	258	33
2346_20	k141_25928	30412	31602	+	1191	202
2346_21	k141_25928	31606	32559	+	954	146
2346_22	k141_25928	32673	33527	+	855	130
2346_23	k141_25928	33578	34270	+	693	119
2346_24	k141_25928	35014	35649	+	636	99
2346_25	k141_25928	35624	36166	+	543	85
2346_26	k141_25928	36168	36401	+	234	11
2347_1	k141_35201	1	1179	+	1179	281
2347_2	k141_35201	1328	1522	+	195	69
2347_3	k141_35201	1538	2080	+	543	215
2347_4	k141_35201	2140	2583	+	444	71
2347_5	k141_35201	2599	2664	+	66	0
2348_1	k141_2879	96	884	+	789	2
2348_2	k141_2879	865	1062	+	198	0
2348_3	k141_2879	1063	1227	+	165	0
2349_1	k141_758	2	286	-	285	0
2349_2	k141_758	315	1508	-	1194	0
2350_1	k141_25931	1	426	-	426	2
2350_2	k141_25931	426	2051	-	1626	13
2351_1	k141_16749	1	312	-	312	0
2351_2	k141_16749	593	1090	-	498	0
2351_3	k141_16749	1252	1812	+	561	0
2351_4	k141_16749	1971	2132	-	162	0
2351_5	k141_16749	2321	4288	-	1968	0
2352_1	k141_18691	633	2336	-	1704	420
2352_2	k141_18691	2353	3105	-	753	146
2352_3	k141_18691	3111	4775	-	1665	348
2352_4	k141_18691	4785	5978	-	1194	265
2352_5	k141_18691	5975	6754	-	780	145
2352_6	k141_18691	6782	7906	-	1125	216
2352_7	k141_18691	8061	8438	+	378	147
2352_8	k141_18691	8847	10847	-	2001	585
2352_9	k141_18691	11123	11311	+	189	35
2352_10	k141_18691	11259	11636	+	378	67
2352_11	k141_18691	11755	12960	+	1206	223
2352_12	k141_18691	12977	13759	+	783	129
2352_13	k141_18691	13766	14143	+	378	50
2352_14	k141_18691	14166	14996	+	831	227
2352_15	k141_18691	15005	16759	+	1755	344
2353_1	k141_14623	3	599	-	597	84
2353_2	k141_14623	850	1860	-	1011	125
2353_3	k141_14623	1949	4345	-	2397	324
2353_4	k141_14623	4542	5933	+	1392	177
2353_5	k141_14623	6109	6690	+	582	93
2353_6	k141_14623	6820	10254	-	3435	532
2353_7	k141_14623	10296	10412	-	117	7
2353_8	k141_14623	10511	11116	-	606	83
2353_9	k141_14623	11518	11931	-	414	41
2353_10	k141_14623	11940	13142	-	1203	151
2353_11	k141_14623	13139	13783	-	645	59
2353_12	k141_14623	13780	15312	-	1533	197
2353_13	k141_14623	15317	16018	-	702	95
2353_14	k141_14623	16047	16613	-	567	63
2353_15	k141_14623	16672	17949	-	1278	187
2353_16	k141_14623	18151	18765	-	615	62
2353_17	k141_14623	18787	19353	-	567	65
2353_18	k141_14623	19344	19814	-	471	65
2353_19	k141_14623	19916	20062	+	147	8
2353_20	k141_14623	20001	21134	-	1134	215
2353_21	k141_14623	21769	22314	+	546	65
2353_22	k141_14623	22311	23549	+	1239	149
2353_23	k141_14623	23605	24393	+	789	135
2353_24	k141_14623	25045	26229	-	1185	211
2353_25	k141_14623	26219	26869	-	651	88
2353_26	k141_14623	26866	27429	-	564	57
2353_27	k141_14623	27534	29999	+	2466	297
2353_28	k141_14623	30016	30630	+	615	59
2353_29	k141_14623	30700	31647	+	948	132
2353_30	k141_14623	31678	34497	+	2820	419
2353_31	k141_14623	34507	35994	+	1488	207
2353_32	k141_14623	36007	36714	+	708	90
2353_33	k141_14623	36711	37223	+	513	43
2353_34	k141_14623	37279	39348	+	2070	243
2353_35	k141_14623	39562	39879	+	318	39
2353_36	k141_14623	39901	40164	+	264	32
2353_37	k141_14623	40221	40856	-	636	75
2353_38	k141_14623	40843	41415	-	573	74
2353_39	k141_14623	41535	42809	+	1275	190
2353_40	k141_14623	42820	42936	-	117	1
2353_41	k141_14623	42950	44167	+	1218	155
2353_42	k141_14623	44350	46647	+	2298	299
2353_43	k141_14623	46857	47003	-	147	26
2353_44	k141_14623	47058	47828	+	771	86
2353_45	k141_14623	47775	48149	-	375	41
2354_1	k141_9791	1	345	+	345	45
2354_2	k141_9791	604	1101	-	498	97
2354_3	k141_9791	1569	2063	-	495	97
2354_4	k141_9791	2429	2623	-	195	47
2354_5	k141_9791	3015	4820	-	1806	201
2354_6	k141_9791	4893	5549	-	657	79
2354_7	k141_9791	5563	5685	-	123	9
2354_8	k141_9791	5709	5858	+	150	15
2354_9	k141_9791	5824	6021	+	198	24
2354_10	k141_9791	6099	6392	+	294	64
2354_11	k141_9791	6385	6642	+	258	37
2354_12	k141_9791	6903	8471	+	1569	294
2354_13	k141_9791	8654	8962	+	309	62
2354_14	k141_9791	8959	9360	+	402	53
2354_15	k141_9791	9464	9745	+	282	22
2355_1	k141_39901	41	1615	+	1575	0
2355_2	k141_39901	1662	2834	-	1173	0
2355_3	k141_39901	2933	3865	-	933	0
2355_4	k141_39901	3865	4515	-	651	0
2355_5	k141_39901	4527	5033	-	507	0
2355_6	k141_39901	5018	5491	-	474	0
2355_7	k141_39901	5643	6932	-	1290	0
2356_1	k141_44589	260	691	+	432	121
2356_2	k141_44589	774	1193	-	420	90
2356_3	k141_44589	1144	1386	-	243	33
2356_4	k141_44589	1456	1923	-	468	75
2356_5	k141_44589	1930	3063	-	1134	161
2356_6	k141_44589	3103	3690	-	588	84
2356_7	k141_44589	3725	3865	+	141	5
2356_8	k141_44589	3894	4637	+	744	49
2356_9	k141_44589	4644	6020	+	1377	231
2356_10	k141_44589	6076	7557	+	1482	173
2357_1	k141_9793	3	980	+	978	0
2358_1	k141_35207	693	1349	-	657	232
2358_2	k141_35207	1543	2088	-	546	155
2358_3	k141_35207	2291	3313	+	1023	270
2359_1	k141_16756	1	330	+	330	0
2359_2	k141_16756	622	1800	-	1179	5
2360_1	k141_28343	3	185	-	183	57
2360_2	k141_28343	628	1503	-	876	257
2360_3	k141_28343	1515	3755	-	2241	491
2360_4	k141_28343	3901	4551	+	651	206
2360_5	k141_28343	4744	5946	-	1203	250
2360_6	k141_28343	5968	6996	-	1029	249
2360_7	k141_28343	7125	8105	-	981	268
2360_8	k141_28343	8732	10219	-	1488	379
2360_9	k141_28343	10475	11212	-	738	161
2360_10	k141_28343	11222	11620	-	399	82
2360_11	k141_28343	11630	12679	-	1050	234
2360_12	k141_28343	12694	14022	-	1329	351
2360_13	k141_28343	14019	14420	-	402	116
2360_14	k141_28343	14727	17309	-	2583	581
2360_15	k141_28343	17323	17916	-	594	104
2360_16	k141_28343	18003	19223	-	1221	286
2360_17	k141_28343	19260	19481	+	222	21
2360_18	k141_28343	19471	20955	-	1485	293
2360_19	k141_28343	21145	22131	-	987	299
2360_20	k141_28343	22546	23865	+	1320	353
2360_21	k141_28343	23948	24157	+	210	92
2360_22	k141_28343	24634	25881	-	1248	356
2360_23	k141_28343	26214	29009	-	2796	827
2360_24	k141_28343	29332	30738	-	1407	369
2360_25	k141_28343	30909	31400	+	492	125
2360_26	k141_28343	31397	32137	+	741	169
2360_27	k141_28343	32267	33127	+	861	287
2360_28	k141_28343	33677	36040	-	2364	655
2360_29	k141_28343	36061	38253	-	2193	586
2360_30	k141_28343	38366	39469	-	1104	304
2360_31	k141_28343	39662	40987	-	1326	419
2361_1	k141_9796	1	960	-	960	0
2361_2	k141_9796	1112	2017	-	906	0
2362_1	k141_39904	2	268	+	267	28
2362_2	k141_39904	516	1343	+	828	164
2362_3	k141_39904	1407	2063	-	657	75
2362_4	k141_39904	2250	2621	-	372	79
2363_1	k141_39905	85	1002	-	918	0
2364_1	k141_7530	381	593	+	213	32
2364_2	k141_7530	702	4622	+	3921	524
2364_3	k141_7530	4641	5348	+	708	69
2364_4	k141_7530	5431	5775	+	345	35
2364_5	k141_7530	5772	6503	+	732	99
2364_6	k141_7530	6500	8113	+	1614	206
2364_7	k141_7530	8175	9458	+	1284	209
2364_8	k141_7530	9455	9682	+	228	88
2364_9	k141_7530	10218	10529	+	312	91
2364_10	k141_7530	10575	10880	+	306	53
2364_11	k141_7530	11087	11461	-	375	91
2364_12	k141_7530	11464	12699	-	1236	261
2364_13	k141_7530	13570	14253	+	684	53
2364_14	k141_7530	14258	15175	+	918	64
2364_15	k141_7530	15168	16247	+	1080	98
2364_16	k141_7530	16309	16410	+	102	23
2364_17	k141_7530	16816	17598	-	783	0
2364_18	k141_7530	17687	20023	-	2337	0
2364_19	k141_7530	20046	21260	-	1215	0
2364_20	k141_7530	21282	21968	-	687	0
2364_21	k141_7530	21973	22905	-	933	0
2364_22	k141_7530	22926	27752	-	4827	8
2365_1	k141_9797	3	398	-	396	0
2365_2	k141_9797	380	772	-	393	0
2365_3	k141_9797	928	1566	-	639	0
2366_1	k141_28346	2	133	+	132	1
2366_2	k141_28346	135	878	+	744	2
2366_3	k141_28346	889	1590	+	702	0
2367_1	k141_16761	1	147	-	147	428
2368_1	k141_9799	2	190	+	189	0
2368_2	k141_9799	220	627	+	408	0
2369_1	k141_32936	1	540	+	540	69
2369_2	k141_32936	704	1117	+	414	54
2369_3	k141_32936	1152	1391	+	240	24
2369_4	k141_32936	1424	2338	+	915	129
2369_5	k141_32936	2335	4536	+	2202	409
2369_6	k141_32936	4585	5730	+	1146	189
2369_7	k141_32936	5779	5982	+	204	15
2369_8	k141_32936	5960	7471	+	1512	183
2369_9	k141_32936	7464	8045	+	582	70
2369_10	k141_32936	8011	8403	-	393	46
2369_11	k141_32936	8403	8555	-	153	46
2369_12	k141_32936	9740	9895	-	156	65
2369_13	k141_32936	10125	12179	-	2055	282
2369_14	k141_32936	12237	12734	+	498	98
2369_15	k141_32936	12783	13922	+	1140	165
2369_16	k141_32936	14393	17038	+	2646	392
2369_17	k141_32936	17048	17221	-	174	0
2370_1	k141_14629	62	535	+	474	0
2370_2	k141_14629	535	1902	+	1368	0
2370_3	k141_14629	1899	3182	+	1284	0
2370_4	k141_14629	3263	4024	+	762	0
2370_5	k141_14629	4051	6396	+	2346	5
2371_1	k141_760	2	358	-	357	1
2371_2	k141_760	365	1612	-	1248	9
2371_3	k141_760	1625	2578	-	954	8
2371_4	k141_760	2681	2923	-	243	2
2371_5	k141_760	2960	3703	-	744	5
2371_6	k141_760	3705	4652	-	948	9
2371_7	k141_760	4649	5644	-	996	9
2371_8	k141_760	5663	6679	-	1017	5
2371_9	k141_760	6663	7253	-	591	6
2371_10	k141_760	7602	7784	-	183	1
2371_11	k141_760	7809	8312	-	504	6
2371_12	k141_760	8378	9574	-	1197	10
2371_13	k141_760	9692	10900	+	1209	15
2371_14	k141_760	11132	11281	+	150	3
2371_15	k141_760	11228	11722	-	495	1
2372_1	k141_18692	1155	1787	-	633	245
2372_2	k141_18692	1732	2754	-	1023	219
2372_3	k141_18692	2769	3659	-	891	214
2372_4	k141_18692	3656	4843	-	1188	310
2372_5	k141_18692	4846	8190	-	3345	853
2372_6	k141_18692	8200	9207	-	1008	250
2373_1	k141_7538	2	1618	-	1617	0
2373_2	k141_7538	1913	2437	+	525	0
2374_1	k141_32939	106	450	-	345	1
2374_2	k141_32939	900	1043	+	144	0
2375_1	k141_44590	2	1123	-	1122	3
2375_2	k141_44590	1182	2171	-	990	1
2375_3	k141_44590	2217	4775	+	2559	1
2375_4	k141_44590	4765	5646	+	882	0
2375_5	k141_44590	5652	5909	+	258	0
2375_6	k141_44590	5937	6728	+	792	0
2375_7	k141_44590	6722	7444	+	723	0
2375_8	k141_44590	7506	8555	+	1050	0
2375_9	k141_44590	8606	9412	+	807	0
2376_1	k141_761	1	69	+	69	0
2376_2	k141_761	176	1066	+	891	16
2377_1	k141_28349	3	770	+	768	1
2377_2	k141_28349	767	1537	+	771	0
2377_3	k141_28349	1534	2526	+	993	0
2377_4	k141_28349	2532	2765	+	234	0
2377_5	k141_28349	2936	3787	+	852	0
2377_6	k141_28349	3900	4685	+	786	0
2378_1	k141_42069	1	213	-	213	0
2378_2	k141_42069	233	580	-	348	15
2378_3	k141_42069	594	932	-	339	11
2378_4	k141_42069	1083	1379	+	297	8
2378_5	k141_42069	1376	1678	+	303	6
2378_6	k141_42069	1752	2108	-	357	8
2378_7	k141_42069	2122	3357	-	1236	27
2378_8	k141_42069	3493	3636	-	144	3
2378_9	k141_42069	3739	4200	+	462	7
2378_10	k141_42069	4210	4761	+	552	24
2378_11	k141_42069	4787	5050	+	264	8
2378_12	k141_42069	5081	5587	+	507	29
2378_13	k141_42069	5681	6226	-	546	25
2378_14	k141_42069	6261	6983	-	723	15
2378_15	k141_42069	7096	7599	-	504	12
2378_16	k141_42069	8247	8909	-	663	21
2378_17	k141_42069	9245	9589	-	345	14
2378_18	k141_42069	9597	9911	-	315	13
2378_19	k141_42069	10092	10226	+	135	11
2378_20	k141_42069	10299	10628	-	330	25
2378_21	k141_42069	10874	11695	-	822	20
2378_22	k141_42069	11733	13094	-	1362	50
2378_23	k141_42069	14037	14285	-	249	10
2378_24	k141_42069	14390	14926	-	537	11
2378_25	k141_42069	14914	15213	-	300	10
2378_26	k141_42069	15340	18573	-	3234	124
2378_27	k141_42069	18628	19713	-	1086	33
2378_28	k141_42069	19780	21663	-	1884	58
2378_29	k141_42069	21769	23673	-	1905	35
2378_30	k141_42069	23722	24522	-	801	11
2378_31	k141_42069	24506	24661	-	156	0
2378_32	k141_42069	24642	26096	-	1455	32
2378_33	k141_42069	26355	26978	-	624	6
2378_34	k141_42069	27046	27870	-	825	29
2378_35	k141_42069	28038	28322	+	285	6
2378_36	k141_42069	28603	30174	+	1572	45
2378_37	k141_42069	30269	32356	-	2088	41
2378_38	k141_42069	32490	32807	+	318	11
2378_39	k141_42069	32959	34521	-	1563	43
2378_40	k141_42069	34861	37092	-	2232	55
2378_41	k141_42069	37448	37783	-	336	15
2378_42	k141_42069	38847	41039	-	2193	76
2378_43	k141_42069	41130	42017	-	888	36
2378_44	k141_42069	42163	42288	+	126	6
2378_45	k141_42069	42300	42830	-	531	24
2378_46	k141_42069	42851	43120	-	270	4
2378_47	k141_42069	43123	43467	-	345	8
2378_48	k141_42069	43657	43854	+	198	5
2378_49	k141_42069	43915	44613	-	699	16
2378_50	k141_42069	44673	46130	-	1458	32
2378_51	k141_42069	46232	46348	-	117	3
2378_52	k141_42069	46404	48566	-	2163	57
2378_53	k141_42069	48795	49931	+	1137	27
2378_54	k141_42069	49962	50333	-	372	20
2378_55	k141_42069	50596	51942	-	1347	28
2378_56	k141_42069	51974	54232	-	2259	53
2378_57	k141_42069	54343	54618	+	276	4
2378_58	k141_42069	54563	55237	+	675	28
2378_59	k141_42069	55383	56234	-	852	25
2378_60	k141_42069	56443	57849	+	1407	31
