# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_4_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_4/L23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_4/L23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_4/L23_1.bam	RPKG
1897_5	k141_306	2270	2692	-	423	16	0.0493248
1897_6	k141_306	2717	3835	-	1119	28	0.0326298
1897_7	k141_306	3940	4572	-	633	26	0.0535618
1897_8	k141_306	4612	5481	-	870	26	0.0389709
1897_9	k141_306	5550	6548	-	999	40	0.0522132
1897_10	k141_306	6601	6978	-	378	9	0.0310482
1897_11	k141_306	7549	8418	-	870	2	0.00299776
1897_12	k141_306	8390	9247	-	858	4	0.00607937
1897_13	k141_306	9391	9774	-	384	18	0.0611262
1897_14	k141_306	9749	11251	-	1503	76	0.0659387
1897_15	k141_306	11241	13004	-	1764	52	0.0384406
1897_16	k141_306	13017	14144	-	1128	44	0.0508662
1897_17	k141_306	14311	16287	-	1977	102	0.067279
1897_18	k141_306	16309	17160	-	852	104	0.159177
1897_19	k141_306	17559	18059	-	501	24	0.0624682
1897_20	k141_306	18116	18376	-	261	1	0.00499626
1898_1	k141_131385	1	657	+	657	16	0.0317571
1898_2	k141_131385	745	1599	+	855	11	0.0167769
1898_3	k141_131385	1599	2345	+	747	29	0.0506248
1899_1	k141_207867	1	1350	-	1350	1	0.000965944
1899_2	k141_207867	1436	1789	-	354	0	0
1900_1	k141_109747	1	381	-	381	32	0.109524
1900_2	k141_109747	579	1265	-	687	73	0.138564
1900_3	k141_109747	1333	2019	-	687	1	0.00189814
1900_4	k141_109747	2254	3447	-	1194	2	0.0021843
1900_5	k141_109747	3444	4784	-	1341	3	0.00291728
1900_6	k141_109747	4778	5545	-	768	0	0
1900_7	k141_109747	5542	5814	-	273	0	0
1900_8	k141_109747	5866	6885	-	1020	8	0.0102276
1900_9	k141_109747	6985	8037	-	1053	5	0.00619195
1900_10	k141_109747	8037	8246	-	210	0	0
1900_11	k141_109747	8331	10661	-	2331	10	0.00559427
1900_12	k141_109747	10662	11702	-	1041	7	0.00876866
1900_13	k141_109747	11704	12984	-	1281	5	0.00508987
1900_14	k141_109747	12990	13745	-	756	3	0.0051747
1900_15	k141_109747	14134	14856	+	723	0	0
1900_16	k141_109747	14914	15417	-	504	0	0
1900_17	k141_109747	15536	16564	-	1029	2	0.00253455
1900_18	k141_109747	16568	17713	-	1146	0	0
1900_19	k141_109747	17732	18529	-	798	1	0.00163412
1900_20	k141_109747	18522	19241	-	720	0	0
1900_21	k141_109747	19332	19883	-	552	0	0
1900_22	k141_109747	19911	20606	-	696	4	0.00749439
1900_23	k141_109747	21026	21946	-	921	2	0.00283176
1900_24	k141_109747	21958	22686	-	729	2	0.00357757
1900_25	k141_109747	22863	23393	-	531	1	0.00245579
1900_26	k141_109747	23707	24642	-	936	0	0
1900_27	k141_109747	24639	25313	-	675	0	0
1900_28	k141_109747	25304	25978	-	675	0	0
1900_29	k141_109747	25980	27410	-	1431	4	0.00364507
1900_30	k141_109747	28077	29114	-	1038	1	0.00125629
1900_31	k141_109747	29197	29616	-	420	1	0.00310482
1900_32	k141_109747	29613	31130	-	1518	6	0.00515425
1900_33	k141_109747	31227	32090	-	864	4	0.00603715
1900_34	k141_109747	32177	32839	-	663	0	0
1900_35	k141_109747	33241	34638	-	1398	10	0.00932779
1900_36	k141_109747	34995	35507	-	513	2	0.00508392
1901_1	k141_131389	286	489	-	204	1	0.00639228
1901_2	k141_131389	647	1144	+	498	6	0.0157111
1902_1	k141_142275	3	197	-	195	5	0.0334365
1902_2	k141_142275	194	1255	-	1062	20	0.0245579
1902_3	k141_142275	1419	3326	-	1908	26	0.0177697
1902_4	k141_142275	3960	4652	-	693	22	0.0413976
1902_5	k141_142275	4731	5498	-	768	18	0.0305631
1903_1	k141_309	3	206	+	204	0	0
1903_2	k141_309	203	1234	+	1032	0	0
1903_3	k141_309	1256	1939	+	684	0	0
1904_1	k141_120689	2	76	-	75	0	0
1904_2	k141_120689	182	1051	-	870	6	0.00899327
1904_3	k141_120689	1054	1332	-	279	1	0.00467392
1905_1	k141_131391	2	1156	-	1155	2	0.00225805
1906_1	k141_98646	313	1317	-	1005	24	0.0311409
1906_2	k141_98646	1453	1770	+	318	8	0.0328057
1906_3	k141_98646	2160	3335	-	1176	36	0.0399191
1906_4	k141_98646	3332	4144	-	813	18	0.0288714
1906_5	k141_98646	4281	4913	-	633	32	0.0659223
1906_6	k141_98646	5556	6074	+	519	24	0.0603017
1906_7	k141_98646	6091	6867	+	777	24	0.0402788
1906_8	k141_98646	7102	8280	-	1179	49	0.0541961
1906_9	k141_98646	8383	9003	-	621	28	0.0587966
1906_10	k141_98646	9166	9717	+	552	39	0.0921322
1906_11	k141_98646	9909	11489	+	1581	44	0.0362916
1906_12	k141_98646	11486	12766	+	1281	36	0.0366471
1906_13	k141_98646	12763	14394	+	1632	56	0.0447459
1906_14	k141_98646	14401	14853	+	453	6	0.0172719
1906_15	k141_98646	14901	15398	+	498	17	0.0445149
1906_16	k141_98646	15454	16071	+	618	27	0.056972
1906_17	k141_98646	16081	16797	+	717	32	0.0581991
1906_18	k141_98646	16811	17569	+	759	18	0.0309255
1906_19	k141_98646	17749	18405	+	657	9	0.0178634
1906_20	k141_98646	18405	19232	+	828	30	0.0472473
1906_21	k141_98646	19581	20774	+	1194	50	0.0546074
1906_22	k141_98646	21038	22513	-	1476	41	0.0362229
1906_23	k141_98646	22513	23202	-	690	22	0.0415776
1907_1	k141_207875	3	1520	-	1518	23	0.0197579
1908_1	k141_142276	2	244	+	243	0	0
1908_2	k141_142276	300	1415	+	1116	0	0
1908_3	k141_142276	1449	2336	+	888	0	0
1908_4	k141_142276	2371	2448	+	78	0	0
1909_1	k141_131392	3	893	+	891	0	0
1909_2	k141_131392	914	1711	+	798	3	0.00490235
1909_3	k141_131392	2041	2220	+	180	0	0
1910_1	k141_109749	157	1038	+	882	7	0.0103494
1910_2	k141_109749	1068	1307	+	240	3	0.0163003
1910_3	k141_109749	1366	2328	+	963	10	0.0135413
1910_4	k141_109749	2363	3466	+	1104	22	0.025986
1911_1	k141_153220	3	200	-	198	1	0.00658598
1911_2	k141_153220	231	1082	-	852	4	0.00612218
1911_3	k141_153220	1097	1726	-	630	3	0.00620964
1911_4	k141_153220	1825	3510	-	1686	28	0.0216564
1911_5	k141_153220	3609	4214	-	606	5	0.0107593
1912_1	k141_207878	2	568	-	567	0	0
1912_2	k141_207878	979	1554	-	576	6	0.0135836
1913_1	k141_120690	687	2039	+	1353	0	0
1913_2	k141_120690	2128	3066	-	939	0	0
1913_3	k141_120690	3197	4654	+	1458	3	0.00268318
1913_4	k141_120690	4843	5517	+	675	0	0
1914_1	k141_142282	2	2227	+	2226	4	0.00234326
1914_2	k141_142282	2263	2352	+	90	0	0
1914_3	k141_142282	2417	2659	+	243	0	0
1915_1	k141_109750	74	442	+	369	0	0
1915_2	k141_109750	457	768	+	312	3	0.0125387
1915_3	k141_109750	791	1330	+	540	1	0.00241486
1915_4	k141_109750	1342	1527	+	186	0	0
1915_5	k141_109750	1671	2072	+	402	3	0.00973153
1915_6	k141_109750	2148	2690	+	543	2	0.00480304
1916_1	k141_153223	392	760	-	369	0	0
1916_2	k141_153223	844	1431	-	588	1	0.00221773
1916_3	k141_153223	1505	1600	-	96	1	0.0135836
1917_1	k141_175195	97	2370	-	2274	0	0
1917_2	k141_175195	2522	3607	-	1086	0	0
1917_3	k141_175195	3669	4892	-	1224	1	0.00106538
1917_4	k141_175195	5045	6454	-	1410	1	0.00092484
1917_5	k141_175195	6619	8778	-	2160	0	0
1917_6	k141_175195	9047	9880	+	834	0	0
1917_7	k141_175195	9891	10667	+	777	0	0
1917_8	k141_175195	10686	11063	+	378	0	0
1917_9	k141_175195	11094	11756	+	663	0	0
1917_10	k141_175195	11936	13216	+	1281	0	0
1918_1	k141_22416	2	1009	+	1008	0	0
1918_2	k141_22416	1066	1920	+	855	0	0
1918_3	k141_22416	1913	4213	+	2301	0	0
1918_4	k141_22416	4301	5500	+	1200	0	0
1918_5	k141_22416	5595	6830	+	1236	0	0
1918_6	k141_22416	6940	8130	+	1191	0	0
1918_7	k141_22416	8203	9537	+	1335	0	0
1918_8	k141_22416	9555	10946	+	1392	0	0
1918_9	k141_22416	10976	13228	+	2253	0	0
1918_10	k141_22416	13235	15790	+	2556	0	0
1918_11	k141_22416	15969	16340	-	372	0	0
1918_12	k141_22416	16822	16998	+	177	0	0
1918_13	k141_22416	17039	17428	+	390	0	0
1918_14	k141_22416	17477	17800	+	324	0	0
1918_15	k141_22416	17836	19542	+	1707	1	0.000763928
1918_16	k141_22416	19511	20578	+	1068	0	0
1918_17	k141_22416	20556	21386	+	831	1	0.00156922
1918_18	k141_22416	21395	22696	+	1302	0	0
1918_19	k141_22416	22711	23157	+	447	0	0
1918_20	k141_22416	23401	24648	+	1248	0	0
1918_21	k141_22416	24667	25239	+	573	1	0.00227578
1918_22	k141_22416	25267	25650	+	384	0	0
1918_23	k141_22416	25720	26718	+	999	0	0
1918_24	k141_22416	26780	26980	+	201	0	0
1918_25	k141_22416	27008	27832	+	825	0	0
1918_26	k141_22416	27867	28796	+	930	0	0
1918_27	k141_22416	28820	29866	+	1047	0	0
1918_28	k141_22416	29897	30259	+	363	0	0
1919_1	k141_207881	1	627	+	627	18	0.0374361
1919_2	k141_207881	635	976	+	342	3	0.0114388
1919_3	k141_207881	1150	2388	-	1239	89	0.0936709
1920_1	k141_142283	2	757	+	756	0	0
1920_2	k141_142283	773	1831	+	1059	0	0
1921_1	k141_153224	3	290	+	288	0	0
1921_2	k141_153224	417	680	+	264	0	0
1921_3	k141_153224	677	1603	+	927	0	0
1922_1	k141_131400	2	2602	-	2601	1	0.000501355
1923_1	k141_175197	3	1094	-	1092	2	0.00238832
1924_1	k141_22418	792	1616	+	825	46	0.0727093
1925_1	k141_131401	3	1523	+	1521	0	0
1926_1	k141_142285	1	762	-	762	1	0.00171132
1926_2	k141_142285	829	1680	-	852	4	0.00612218
1927_1	k141_175198	91	1023	+	933	1	0.00139767
1928_1	k141_131402	3	866	+	864	5	0.00754644
1928_2	k141_131402	876	974	+	99	0	0
1929_1	k141_76801	2	154	+	153	0	0
1929_2	k141_76801	372	932	+	561	0	0
1929_3	k141_76801	929	2185	+	1257	0	0
1929_4	k141_76801	2751	3740	-	990	0	0
1929_5	k141_76801	3748	4254	-	507	0	0
1929_6	k141_76801	4334	4459	+	126	1	0.0103494
1929_7	k141_76801	4788	5147	+	360	0	0
1929_8	k141_76801	5147	6520	+	1374	2	0.00189814
1929_9	k141_76801	6634	7653	+	1020	0	0
1929_10	k141_76801	7949	8323	+	375	0	0
1929_11	k141_76801	8328	9527	+	1200	0	0
1929_12	k141_76801	9554	10132	+	579	0	0
1929_13	k141_76801	10173	11009	-	837	1	0.00155797
1929_14	k141_76801	11025	12446	+	1422	0	0
1929_15	k141_76801	12426	12857	-	432	0	0
1929_16	k141_76801	12911	14536	-	1626	4	0.00320793
1929_17	k141_76801	14540	16312	-	1773	2	0.00147098
1929_18	k141_76801	16325	16798	-	474	1	0.00275111
1929_19	k141_76801	16791	17807	-	1017	1	0.00128223
1929_20	k141_76801	17823	19331	-	1509	0	0
1929_21	k141_76801	19334	21658	-	2325	1	0.000560871
1929_22	k141_76801	21668	21874	-	207	5	0.0314982
1929_23	k141_76801	21972	22718	-	747	0	0
1930_1	k141_175199	1	333	-	333	2	0.00783198
1930_2	k141_175199	558	1121	-	564	9	0.0208089
1931_1	k141_22424	3	1025	-	1023	0	0
1932_1	k141_44205	2	475	+	474	0	0
1932_2	k141_44205	664	792	+	129	2	0.0202174
1932_3	k141_44205	780	884	+	105	0	0
1932_4	k141_44205	854	2140	+	1287	5	0.00506614
1932_5	k141_44205	2008	2712	-	705	1	0.00184968
1932_6	k141_44205	2712	4067	-	1356	0	0
1932_7	k141_44205	4142	5035	+	894	1	0.00145864
1932_8	k141_44205	5111	6571	-	1461	4	0.00357023
1932_9	k141_44205	6650	7129	-	480	1	0.00271672
1932_10	k141_44205	7313	7537	+	225	0	0
1932_11	k141_44205	7515	8201	+	687	0	0
1932_12	k141_44205	8455	9633	+	1179	10	0.0110604
1932_13	k141_44205	9781	10680	+	900	2	0.00289783
1932_14	k141_44205	10677	11477	+	801	3	0.00488399
1932_15	k141_44205	11492	12499	+	1008	6	0.00776205
1932_16	k141_44205	12807	13529	+	723	6	0.0108218
1932_17	k141_44205	13522	14964	+	1443	7	0.00632583
1932_18	k141_44205	14983	16362	+	1380	7	0.00661462
1932_19	k141_44205	16362	17375	+	1014	1	0.00128602
1932_20	k141_44205	17391	18050	+	660	1	0.00197579
1932_21	k141_44205	18080	19678	+	1599	7	0.00570868
1932_22	k141_44205	19829	20125	+	297	2	0.00878131
1932_23	k141_44205	20160	21599	+	1440	11	0.0099613
1932_24	k141_44205	21683	22360	+	678	8	0.0153867
1932_25	k141_44205	22445	22735	+	291	0	0
1932_26	k141_44205	22750	24132	+	1383	11	0.0103719
1932_27	k141_44205	24137	24685	+	549	3	0.00712582
1932_28	k141_44205	25017	25364	+	348	4	0.0149888
1932_29	k141_44205	25378	25827	+	450	5	0.0144892
1932_30	k141_44205	25972	26307	+	336	0	0
1932_31	k141_44205	26580	27377	+	798	5	0.00817058
1932_32	k141_44205	27495	27755	+	261	0	0
1932_33	k141_44205	28121	28615	+	495	2	0.00526879
1933_1	k141_153226	123	1505	+	1383	3	0.00282869
1933_2	k141_153226	2116	3012	+	897	0	0
1933_3	k141_153226	3093	3413	-	321	0	0
1934_1	k141_197017	2	3253	+	3252	779	0.312372
1934_2	k141_197017	3392	4540	-	1149	239	0.271246
1934_3	k141_197017	4569	6485	-	1917	419	0.285022
1934_4	k141_197017	6565	7530	-	966	207	0.279434
1934_5	k141_197017	8064	8315	+	252	96	0.496771
1934_6	k141_197017	8630	9001	-	372	81	0.283941
1934_7	k141_197017	9112	9696	-	585	82	0.182786
1934_8	k141_197017	9707	11482	-	1776	352	0.258455
1934_9	k141_197017	11500	13653	-	2154	298	0.180408
1934_10	k141_197017	13958	14782	+	825	179	0.282934
1934_11	k141_197017	14977	15609	+	633	156	0.321371
1934_12	k141_197017	15891	16202	-	312	92	0.38452
1934_13	k141_197017	16532	17707	+	1176	251	0.278325
1934_14	k141_197017	17709	19064	+	1356	276	0.265421
1934_15	k141_197017	19061	20905	+	1845	360	0.254444
1934_16	k141_197017	21213	22352	-	1140	237	0.2711
1934_17	k141_197017	22316	22867	-	552	84	0.198439
1934_18	k141_197017	22890	23360	-	471	79	0.218722
1934_19	k141_197017	23685	26768	-	3084	648	0.273997
1934_20	k141_197017	26911	28503	+	1593	371	0.303699
1934_21	k141_197017	28585	29373	+	789	111	0.183456
1934_22	k141_197017	29402	30271	+	870	179	0.268299
1934_23	k141_197017	30286	31209	+	924	214	0.302014
1934_24	k141_197017	31266	32096	+	831	192	0.301291
1934_25	k141_197017	32554	33195	+	642	189	0.383895
1934_26	k141_197017	33527	35122	+	1596	409	0.334177
1934_27	k141_197017	35979	36560	+	582	182	0.407788
1934_28	k141_197017	36609	39023	+	2415	568	0.306702
1934_29	k141_197017	39035	39679	+	645	99	0.200153
1934_30	k141_197017	40036	40863	+	828	143	0.225212
1934_31	k141_197017	40930	41160	-	231	9	0.0508062
1935_1	k141_33164	178	945	+	768	86	0.146024
1935_2	k141_33164	935	1729	+	795	129	0.211596
1935_3	k141_33164	1975	3348	-	1374	146	0.138564
1935_4	k141_33164	3670	5370	+	1701	236	0.180923
1935_5	k141_33164	5394	6833	-	1440	179	0.162098
1935_6	k141_33164	6882	7622	-	741	149	0.262213
1935_7	k141_33164	7854	8867	-	1014	157	0.201905
1935_8	k141_33164	9015	9770	-	756	107	0.184564
1935_9	k141_33164	10184	11365	+	1182	182	0.200789
1935_10	k141_33164	11584	12480	+	897	103	0.149738
1935_11	k141_33164	12649	13677	+	1029	103	0.130529
1935_12	k141_33164	13681	14622	+	942	120	0.166118
1935_13	k141_33164	14683	16650	-	1968	319	0.211374
1935_14	k141_33164	16656	17657	-	1002	109	0.141855
1935_15	k141_33164	17809	18435	+	627	41	0.0852712
1935_16	k141_33164	18542	19228	-	687	66	0.125277
1936_1	k141_22425	2	118	-	117	5	0.0557276
1936_2	k141_22425	527	1249	+	723	9	0.0162327
1936_3	k141_22425	1274	1516	+	243	0	0
1937_1	k141_142290	2	1492	+	1491	0	0
1938_1	k141_142291	3	743	-	741	0	0
1938_2	k141_142291	757	1278	-	522	0	0
1939_1	k141_175205	121	912	-	792	0	0
1939_2	k141_175205	1111	1929	-	819	0	0
1940_1	k141_321	2	1297	+	1296	5	0.00503096
1940_2	k141_321	1350	1781	+	432	0	0
1940_3	k141_321	1927	2526	+	600	1	0.00217337
1940_4	k141_321	2568	2993	+	426	0	0
1940_5	k141_321	3096	3374	+	279	0	0
1940_6	k141_321	3521	4369	+	849	0	0
1940_7	k141_321	4409	4900	+	492	0	0
1940_8	k141_321	4897	6099	+	1203	1	0.00108398
1940_9	k141_321	6594	8321	+	1728	4	0.00301858
1940_10	k141_321	8338	8856	+	519	1	0.00251257
1940_11	k141_321	8966	9991	+	1026	2	0.00254196
1940_12	k141_321	10291	10398	+	108	0	0
1940_13	k141_321	10379	10948	+	570	0	0
1941_1	k141_207882	3	242	-	240	0	0
1941_2	k141_207882	990	3773	-	2784	0	0
1941_3	k141_207882	3959	5884	-	1926	1	0.000677064
1941_4	k141_207882	5989	7278	-	1290	0	0
1942_1	k141_22431	1	441	+	441	24	0.0709673
1942_2	k141_22431	657	1085	+	429	20	0.0607937
1942_3	k141_22431	1105	1236	+	132	3	0.0296369
1943_1	k141_33166	196	471	+	276	4	0.0188989
1943_2	k141_33166	582	1355	-	774	7	0.0117935
1943_3	k141_33166	1352	1888	-	537	1	0.00242835
1943_4	k141_33166	1878	2021	-	144	0	0
1944_1	k141_98665	3	167	-	165	1	0.00790318
1944_2	k141_98665	175	795	-	621	10	0.0209988
1944_3	k141_98665	747	977	-	231	3	0.0169354
1944_4	k141_98665	977	1150	-	174	1	0.00749439
1944_5	k141_98665	1190	2887	-	1698	39	0.0299511
1944_6	k141_98665	3034	3192	-	159	2	0.0164028
1944_7	k141_98665	3241	3453	-	213	1	0.00612218
1944_8	k141_98665	3458	3625	-	168	2	0.0155241
1944_9	k141_98665	3579	3791	-	213	2	0.0122444
1944_10	k141_98665	3794	4324	-	531	13	0.0319253
1944_11	k141_98665	4760	5044	-	285	16	0.0732084
1944_12	k141_98665	5183	5422	-	240	2	0.0108669
1944_13	k141_98665	5796	6362	+	567	12	0.0275984
1944_14	k141_98665	7122	7385	+	264	6	0.0296369
1944_15	k141_98665	7363	8643	+	1281	73	0.0743121
1945_1	k141_131403	2	1045	+	1044	0	0
1945_2	k141_131403	1071	3449	+	2379	0	0
1945_3	k141_131403	3462	5858	+	2397	2	0.00108805
1945_4	k141_131403	5887	6165	+	279	0	0
1946_1	k141_22433	2	835	+	834	0	0
1946_2	k141_22433	844	1377	+	534	0	0
1947_1	k141_65890	2	196	+	195	0	0
1947_2	k141_65890	204	1433	+	1230	1	0.00106018
1947_3	k141_65890	1453	2916	+	1464	6	0.00534436
1947_4	k141_65890	3059	6235	+	3177	6	0.00246275
1947_5	k141_65890	6251	7861	+	1611	4	0.0032378
1947_6	k141_65890	7895	9043	+	1149	1	0.00113492
1947_7	k141_65890	9058	10191	+	1134	1	0.00114993
1947_8	k141_65890	10334	12484	+	2151	3	0.00181872
1947_9	k141_65890	12500	15127	+	2628	6	0.00297723
1947_10	k141_65890	15241	17418	-	2178	9	0.00538853
1947_11	k141_65890	17588	19924	-	2337	13	0.00725388
1947_12	k141_65890	20026	20928	-	903	2	0.00288821
1947_13	k141_65890	21015	21935	-	921	3	0.00424764
1947_14	k141_65890	21950	22762	-	813	1	0.00160397
1947_15	k141_65890	22837	23940	-	1104	2	0.00236236
1947_16	k141_65890	24193	25809	+	1617	3	0.00241934
1947_17	k141_65890	26080	26703	-	624	1	0.00208978
1947_18	k141_65890	26810	28225	-	1416	1	0.000920921
1947_19	k141_65890	28441	31491	+	3051	6	0.00256445
1947_20	k141_65890	31548	33335	+	1788	2	0.00145864
1947_21	k141_65890	33489	33881	-	393	1	0.00331813
1947_22	k141_65890	34160	37015	-	2856	6	0.00273955
1947_23	k141_65890	37103	38077	+	975	3	0.00401238
1947_24	k141_65890	38163	39065	-	903	2	0.00288821
1947_25	k141_65890	39052	39390	-	339	1	0.00384668
1947_26	k141_65890	39390	39842	-	453	1	0.00287864
1947_27	k141_65890	39923	41743	-	1821	6	0.00429662
1947_28	k141_65890	41866	42390	-	525	3	0.00745157
1947_29	k141_65890	42447	44321	-	1875	6	0.00417288
1947_30	k141_65890	44617	47778	+	3162	7	0.00288684
1947_31	k141_65890	47798	49288	+	1491	3	0.00262379
1947_32	k141_65890	49620	51437	+	1818	0	0
1947_33	k141_65890	51543	55496	+	3954	2	0.000659598
1947_34	k141_65890	55796	58807	+	3012	10	0.00432943
1947_35	k141_65890	58830	60407	+	1578	5	0.00413189
1947_36	k141_65890	60492	63134	+	2643	13	0.00641405
1947_37	k141_65890	63379	64347	+	969	2	0.00269149
1947_38	k141_65890	64357	65319	+	963	1	0.00135413
1947_39	k141_65890	65347	66354	+	1008	0	0
1947_40	k141_65890	66360	69086	+	2727	10	0.0047819
1947_41	k141_65890	69120	71150	+	2031	3	0.00192618
1947_42	k141_65890	71192	72316	+	1125	2	0.00231827
1947_43	k141_65890	72386	73816	+	1431	8	0.00729015
1947_44	k141_65890	73823	74350	+	528	2	0.00493949
1947_45	k141_65890	74481	75017	+	537	0	0
1947_46	k141_65890	75089	75502	-	414	0	0
1947_47	k141_65890	75570	76802	-	1233	1	0.0010576
1947_48	k141_65890	76827	77831	-	1005	0	0
1947_49	k141_65890	77963	78730	+	768	3	0.00509385
1947_50	k141_65890	78909	79343	-	435	1	0.00299776
1947_51	k141_65890	79642	81027	+	1386	2	0.00188171
1947_52	k141_65890	81029	81697	+	669	0	0
1947_53	k141_65890	81737	82786	+	1050	2	0.00248386
1947_54	k141_65890	82829	84274	+	1446	1	0.000901815
1947_55	k141_65890	84310	85671	+	1362	3	0.0028723
1947_56	k141_65890	85688	87826	+	2139	6	0.00365785
1947_57	k141_65890	87865	89424	-	1560	5	0.00417957
1947_58	k141_65890	89638	90204	-	567	1	0.00229987
1947_59	k141_65890	90400	91326	-	927	0	0
1947_60	k141_65890	91467	91955	+	489	0	0
1947_61	k141_65890	92045	93997	-	1953	4	0.00267081
1947_62	k141_65890	94142	95206	-	1065	0	0
1947_63	k141_65890	95356	95973	-	618	0	0
1947_64	k141_65890	96010	96624	-	615	1	0.00212037
1947_65	k141_65890	96621	98003	-	1383	6	0.00565737
1947_66	k141_65890	98167	99096	-	930	3	0.00420653
1947_67	k141_65890	99084	99689	-	606	1	0.00215186
1947_68	k141_65890	99909	101156	+	1248	3	0.00313467
1947_69	k141_65890	101167	102072	-	906	3	0.00431796
1947_70	k141_65890	102162	102749	-	588	2	0.00443546
1947_71	k141_65890	102749	103933	-	1185	5	0.00550221
1947_72	k141_65890	103989	105632	+	1644	6	0.00475921
1947_73	k141_65890	105838	107088	+	1251	3	0.00312716
1947_74	k141_65890	107449	109674	+	2226	15	0.00878723
1947_75	k141_65890	109956	110642	+	687	4	0.00759257
1947_76	k141_65890	110777	111949	-	1173	1	0.0011117
1947_77	k141_65890	111984	112796	-	813	0	0
1947_78	k141_65890	113041	115410	-	2370	14	0.0077031
1947_79	k141_65890	115428	118088	-	2661	8	0.0039204
1947_80	k141_65890	118219	120210	-	1992	4	0.00261852
1947_81	k141_65890	120226	123453	-	3228	6	0.00242384
1947_82	k141_65890	123634	126618	+	2985	5	0.0021843
1947_83	k141_65890	126608	127246	-	639	2	0.00408145
1947_84	k141_65890	127323	128255	-	933	4	0.00559067
1947_85	k141_65890	128371	129864	-	1494	0	0
1947_86	k141_65890	129871	130635	-	765	3	0.00511382
1947_87	k141_65890	130732	132006	+	1275	2	0.00204553
1947_88	k141_65890	132170	132682	+	513	1	0.00254196
1947_89	k141_65890	132797	133486	+	690	3	0.00566967
1947_90	k141_65890	133496	136579	+	3084	10	0.00422836
1947_91	k141_65890	136789	137757	-	969	1	0.00134574
1947_92	k141_65890	137760	138893	-	1134	5	0.00574967
1947_93	k141_65890	139088	141568	+	2481	5	0.00262802
1947_94	k141_65890	141577	144222	+	2646	2	0.000985657
1947_95	k141_65890	144628	146145	-	1518	7	0.00601329
1947_96	k141_65890	146145	149225	-	3081	10	0.00423247
1947_97	k141_65890	149395	150954	-	1560	2	0.00167183
1947_98	k141_65890	151084	155157	-	4074	14	0.00448118
1947_99	k141_65890	155347	156429	+	1083	4	0.00481634
1947_100	k141_65890	156420	157154	+	735	3	0.00532255
1947_101	k141_65890	157721	159469	+	1749	3	0.00223675
1947_102	k141_65890	159608	160009	+	402	0	0
1947_103	k141_65890	160081	160281	+	201	0	0
1947_104	k141_65890	160373	161854	+	1482	3	0.00263973
1947_105	k141_65890	161864	163465	+	1602	1	0.000813998
1947_106	k141_65890	163470	165656	+	2187	10	0.00596262
1947_107	k141_65890	165673	166968	+	1296	6	0.00603715
1947_108	k141_65890	167063	167830	-	768	0	0
1947_109	k141_65890	167930	169315	-	1386	1	0.000940855
1947_110	k141_65890	169335	172754	-	3420	19	0.00724458
1947_111	k141_65890	172809	173984	-	1176	11	0.0121975
1947_112	k141_65890	174293	176248	+	1956	2	0.00133336
1947_113	k141_65890	176205	177077	+	873	2	0.00298746
1947_114	k141_65890	177022	177465	-	444	1	0.00293699
1947_115	k141_65890	177644	178843	+	1200	1	0.00108669
1947_116	k141_65890	178840	180384	+	1545	11	0.00928432
1947_117	k141_65890	180530	182560	+	2031	3	0.00192618
1947_118	k141_65890	182702	184177	-	1476	2	0.00176697
1947_119	k141_65890	184264	185355	+	1092	3	0.00358249
1947_120	k141_65890	185455	186336	+	882	5	0.00739243
1947_121	k141_65890	186482	187993	-	1512	2	0.0017249
1947_122	k141_65890	188116	189126	+	1011	1	0.00128984
1947_123	k141_65890	189085	190005	-	921	0	0
1947_124	k141_65890	189971	191236	-	1266	0	0
1947_125	k141_65890	191258	191494	-	237	0	0
1947_126	k141_65890	191644	192231	+	588	2	0.00443546
1947_127	k141_65890	192222	194075	-	1854	8	0.00562686
1947_128	k141_65890	194192	195235	-	1044	2	0.00249813
1947_129	k141_65890	195299	195505	-	207	1	0.00629964
