# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_14_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_14/H3_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_14/H3_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_14/H3_2.bam	RPKG
7037_1	k141_198299	149	868	+	720	0	0
7037_2	k141_198299	981	2192	+	1212	0	0
7037_3	k141_198299	2189	3091	+	903	0	0
7037_4	k141_198299	3099	3704	+	606	0	0
7037_5	k141_198299	4141	5037	-	897	0	0
7037_6	k141_198299	5197	8349	+	3153	0	0
7038_1	k141_161769	2	448	+	447	0	0
7038_2	k141_161769	461	1150	+	690	0	0
7039_1	k141_63687	95	448	+	354	5	0.0270818
7039_2	k141_63687	451	1989	+	1539	24	0.0299008
7040_1	k141_186725	3	212	-	210	0	0
7040_2	k141_186725	269	2011	-	1743	0	0
7040_3	k141_186725	2135	2629	-	495	0	0
7040_4	k141_186725	2626	3651	-	1026	0	0
7040_5	k141_186725	3651	4478	-	828	0	0
7041_1	k141_38697	3	1538	-	1536	0	0
7041_2	k141_38697	1645	1725	-	81	0	0
7042_1	k141_112423	2	250	+	249	0	0
7042_2	k141_112423	305	649	+	345	0	0
7042_3	k141_112423	726	1031	+	306	0	0
7043_1	k141_38698	1	1182	-	1182	49	0.0794857
7044_1	k141_63689	3	1259	-	1257	6	0.00915222
7044_2	k141_63689	1294	2040	-	747	10	0.0256679
7045_1	k141_125067	2	955	-	954	0	0
7045_2	k141_125067	1059	1616	-	558	0	0
7045_3	k141_125067	2259	3008	-	750	0	0
7045_4	k141_125067	3005	3490	-	486	0	0
7046_1	k141_211035	65	949	-	885	14	0.0303316
7046_2	k141_211035	1088	2155	-	1068	4	0.00718123
7046_3	k141_211035	2226	3125	-	900	5	0.0106522
7047_1	k141_38699	1	261	+	261	0	0
7047_2	k141_38699	245	760	+	516	11	0.0408746
7047_3	k141_38699	900	1400	+	501	3	0.0114814
7048_1	k141_99585	2	709	+	708	33	0.0893698
7048_2	k141_99585	706	1287	+	582	32	0.105423
7049_1	k141_161772	1	1155	+	1155	0	0
7049_2	k141_161772	1142	2242	+	1101	3	0.00522449
7050_1	k141_236208	2	1039	+	1038	0	0
7051_1	k141_51278	1	1056	+	1056	0	0
7051_2	k141_51278	1067	1147	+	81	0	0
7052_1	k141_149712	1	117	-	117	0	0
7052_2	k141_149712	827	1255	+	429	1	0.00446944
7052_3	k141_149712	1234	2481	+	1248	12	0.0184364
7052_4	k141_149712	2512	4530	+	2019	16	0.0151948
7052_5	k141_149712	4662	7916	-	3255	28	0.0164937
7052_6	k141_149712	7933	9063	-	1131	29	0.0491638
7052_7	k141_149712	9305	9676	+	372	3	0.0154628
7053_1	k141_125069	2	361	+	360	0	0
7053_2	k141_125069	708	1160	+	453	0	0
7054_1	k141_224163	156	1562	-	1407	68	0.092667
7054_2	k141_224163	1635	2390	-	756	32	0.0811593
7054_3	k141_224163	2390	2779	-	390	18	0.0884949
7054_4	k141_224163	2916	3749	-	834	55	0.126447
7054_5	k141_224163	3774	5117	-	1344	66	0.0941575
7055_1	k141_161774	304	744	+	441	0	0
7055_2	k141_161774	862	1161	+	300	3	0.0191739
7056_1	k141_236210	184	1251	-	1068	3	0.00538592
7057_1	k141_38701	1	1461	-	1461	0	0
7058_1	k141_26577	183	3395	+	3213	26	0.0155158
7058_2	k141_26577	3392	3880	+	489	2	0.00784208
7058_3	k141_26577	4044	5117	+	1074	13	0.0232086
7058_4	k141_26577	5163	5942	+	780	26	0.063913
7058_5	k141_26577	5963	6667	+	705	5	0.0135985
7058_6	k141_26577	6934	7089	+	156	2	0.0245819
7058_7	k141_26577	7904	8818	+	915	26	0.0544832
7058_8	k141_26577	8979	9239	+	261	12	0.0881558
7059_1	k141_87809	149	1234	-	1086	4	0.00706221
7059_2	k141_87809	1406	2203	-	798	9	0.0216247
7059_3	k141_87809	2208	2759	-	552	4	0.0138941
7059_4	k141_87809	2796	5414	-	2619	19	0.01391
7059_5	k141_87809	5362	8142	-	2781	14	0.00965244
7059_6	k141_87809	8619	10400	-	1782	6	0.00645586
7060_1	k141_63692	3	272	-	270	0	0
7060_2	k141_63692	283	1233	-	951	0	0
7060_3	k141_63692	1196	2185	-	990	0	0
7060_4	k141_63692	2229	2840	-	612	0	0
7061_1	k141_125071	2	439	+	438	13	0.0569088
7061_2	k141_125071	1235	1858	+	624	2	0.00614548
7062_1	k141_99588	91	1320	+	1230	0	0
7062_2	k141_99588	1332	2867	-	1536	5	0.0062415
7062_3	k141_99588	2925	3197	-	273	0	0
7063_1	k141_149716	181	921	-	741	7	0.018113
7063_2	k141_149716	918	1280	-	363	0	0
7063_3	k141_149716	1304	1753	-	450	0	0
7063_4	k141_149716	1759	2514	-	756	3	0.00760869
7064_1	k141_161782	2	1111	+	1110	0	0
7065_1	k141_87811	612	1364	+	753	0	0
7066_1	k141_224167	3	488	-	486	0	0
7066_2	k141_224167	491	1081	-	591	0	0
7066_3	k141_224167	1205	1642	-	438	0	0
7067_1	k141_125073	2	538	-	537	5	0.0178528
7067_2	k141_125073	824	2194	+	1371	57	0.0797164
7068_1	k141_63693	2	241	-	240	0	0
7068_2	k141_63693	243	2501	-	2259	0	0
7069_1	k141_186727	1	84	+	84	1	0.0228261
7069_2	k141_186727	213	1007	+	795	6	0.0144709
7069_3	k141_186727	1059	2153	+	1095	10	0.0175104
7069_4	k141_186727	2240	3001	+	762	1	0.00251626
7069_5	k141_186727	3028	4209	+	1182	0	0
7069_6	k141_186727	4302	5423	+	1122	0	0
7069_7	k141_186727	5427	5777	+	351	0	0
7069_8	k141_186727	5765	7573	+	1809	6	0.0063595
7070_1	k141_87813	1	279	-	279	0	0
7070_2	k141_87813	664	1158	-	495	0	0
7071_1	k141_26578	3	263	-	261	7	0.0514242
7071_2	k141_26578	378	1157	-	780	67	0.164699
7071_3	k141_26578	1652	2527	+	876	98	0.214502
7071_4	k141_26578	2594	3571	-	978	87	0.170565
7072_1	k141_236223	179	1276	-	1098	0	0
7073_1	k141_161784	280	1251	-	972	0	0
7073_2	k141_161784	1251	1934	-	684	0	0
7074_1	k141_125074	395	694	+	300	6	0.0383478
7075_1	k141_112424	3	1946	+	1944	45	0.044384
7075_2	k141_112424	2326	3669	+	1344	27	0.038519
7075_3	k141_112424	3769	5199	+	1431	37	0.0495761
7075_4	k141_112424	5253	5444	+	192	0	0
7075_5	k141_112424	5666	7792	-	2127	57	0.0513828
7075_6	k141_112424	8041	8391	+	351	9	0.0491638
7075_7	k141_112424	8407	8739	+	333	0	0
7076_1	k141_51279	1	762	-	762	9	0.0226463
7076_2	k141_51279	940	3681	+	2742	64	0.0447531
7076_3	k141_51279	3855	5822	+	1968	34	0.0331256
7076_4	k141_51279	6060	6386	+	327	13	0.0762265
7076_5	k141_51279	6441	6812	-	372	8	0.0412342
7077_1	k141_125075	137	1234	+	1098	13	0.0227013
7078_1	k141_149725	3	683	-	681	30	0.0844665
7078_2	k141_149725	671	1171	-	501	5	0.0191356
7078_3	k141_149725	1221	1367	-	147	0	0
7079_1	k141_38702	95	328	+	234	1	0.00819397
7079_2	k141_38702	334	438	+	105	0	0
7079_3	k141_38702	454	1389	+	936	34	0.0696488
7079_4	k141_38702	1446	2006	+	561	34	0.116205
7079_5	k141_38702	2043	2960	+	918	51	0.106522
7079_6	k141_38702	3059	3646	+	588	23	0.0749999
7079_7	k141_38702	3639	4997	+	1359	76	0.107227
7079_8	k141_38702	5121	6386	-	1266	63	0.0954151
7080_1	k141_174066	162	401	+	240	17	0.135815
7080_2	k141_174066	398	1468	+	1071	65	0.116368
7080_3	k141_174066	1828	2325	+	498	24	0.0924043
7080_4	k141_174066	2464	3066	+	603	15	0.0476962
7080_5	k141_174066	3079	4131	+	1053	45	0.0819397
7080_6	k141_174066	4226	5593	+	1368	55	0.077088
7080_7	k141_174066	5630	6493	+	864	25	0.05548
7080_8	k141_174066	6497	7339	+	843	66	0.150116
7080_9	k141_174066	7417	8292	+	876	34	0.0744192
7080_10	k141_174066	8293	9111	+	819	36	0.0842808
7080_11	k141_174066	9143	9982	+	840	50	0.11413
7080_12	k141_174066	10006	11367	+	1362	45	0.0633499
7080_13	k141_174066	11391	12053	+	663	34	0.0983276
7080_14	k141_174066	12178	14487	+	2310	60	0.0498023
7080_15	k141_174066	14487	15548	+	1062	12	0.0216654
7080_16	k141_174066	15571	16503	+	933	26	0.0534321
7080_17	k141_174066	16578	17603	+	1026	35	0.065408
7081_1	k141_87814	1	1962	-	1962	42	0.041045
7081_2	k141_87814	2343	3278	+	936	4	0.00819397
7082_1	k141_112429	1	384	+	384	8	0.0399456
7082_2	k141_112429	762	1208	+	447	3	0.0128684
7083_1	k141_224181	3	1469	-	1467	19	0.0248333
7084_1	k141_174069	1	837	+	837	66	0.151192
7084_2	k141_174069	849	1004	-	156	0	0
7085_1	k141_125081	3	608	+	606	0	0
7085_2	k141_125081	625	1089	+	465	0	0
7086_1	k141_211036	1	687	+	687	43	0.120011
7086_2	k141_211036	710	1585	+	876	56	0.122573
7086_3	k141_211036	2007	4019	+	2013	47	0.0447677
7086_4	k141_211036	3973	4065	+	93	0	0
7086_5	k141_211036	4124	5098	-	975	29	0.05703
7086_6	k141_211036	5102	5941	-	840	26	0.0593478
7086_7	k141_211036	6036	6428	-	393	14	0.0683039
7086_8	k141_211036	6855	7673	+	819	16	0.0374582
7086_9	k141_211036	7660	9849	+	2190	67	0.0586599
7086_10	k141_211036	9846	10796	+	951	15	0.0302427
7087_1	k141_211037	2	238	-	237	0	0
7087_2	k141_211037	783	983	+	201	0	0
7087_3	k141_211037	988	1164	+	177	0	0
7088_1	k141_26591	3	1316	+	1314	142	0.207206
7089_1	k141_112433	3	416	+	414	0	0
7089_2	k141_112433	438	1118	+	681	0	0
7090_1	k141_149729	1	210	+	210	3	0.0273913
7090_2	k141_149729	253	987	-	735	19	0.0495652
7090_3	k141_149729	1089	2426	-	1338	25	0.0358257
7090_4	k141_149729	2445	2894	-	450	9	0.0383478
7090_5	k141_149729	2915	3163	-	249	0	0
7091_1	k141_38703	3	266	+	264	0	0
7091_2	k141_38703	281	1363	+	1083	0	0
7091_3	k141_38703	1484	2320	-	837	0	0
7091_4	k141_38703	2503	3819	+	1317	0	0
7092_1	k141_75589	438	1895	-	1458	41	0.0539184
7092_2	k141_75589	1892	2560	-	669	27	0.0773834
7092_3	k141_75589	2630	3538	-	909	41	0.0864829
7092_4	k141_75589	3548	3694	-	147	0	0
7092_5	k141_75589	3687	4265	-	579	17	0.0562964
7092_6	k141_75589	4453	8031	-	3579	145	0.0776813
7092_7	k141_75589	8100	14084	-	5985	259	0.0829747
7092_8	k141_75589	14594	15328	+	735	20	0.0521739
7092_9	k141_75589	15442	15531	+	90	3	0.063913
7093_1	k141_174072	530	1426	-	897	0	0
7094_1	k141_137427	1097	2359	-	1263	0	0
7094_2	k141_137427	2360	3313	-	954	0	0
7094_3	k141_137427	3673	4470	+	798	0	0
7094_4	k141_137427	4642	5505	+	864	0	0
7094_5	k141_137427	5512	6714	+	1203	0	0
7094_6	k141_137427	6810	7148	+	339	0	0
7094_7	k141_137427	7343	8458	+	1116	0	0
7094_8	k141_137427	8534	9439	+	906	0	0
7094_9	k141_137427	9436	10464	+	1029	0	0
7094_10	k141_137427	10461	11234	+	774	0	0
7094_11	k141_137427	11236	11946	+	711	0	0
7094_12	k141_137427	12251	13393	-	1143	0	0
7095_1	k141_161786	3	98	-	96	0	0
7095_2	k141_161786	300	1604	-	1305	0	0
7095_3	k141_161786	1929	2783	-	855	0	0
7095_4	k141_161786	2788	3171	-	384	0	0
7095_5	k141_161786	3402	4388	-	987	0	0
7095_6	k141_161786	4392	5231	-	840	0	0
7095_7	k141_161786	5368	5802	-	435	0	0
7095_8	k141_161786	5889	6134	-	246	0	0
7095_9	k141_161786	6300	6389	+	90	0	0
7096_1	k141_1803	467	1246	-	780	0	0
7096_2	k141_1803	1271	4495	-	3225	9	0.00535085
7096_3	k141_1803	4712	5389	-	678	1	0.00282801
7096_4	k141_1803	5512	6546	-	1035	1	0.00185255
7096_5	k141_1803	6539	8068	-	1530	0	0
7096_6	k141_1803	8065	8706	-	642	0	0
7096_7	k141_1803	8699	9364	-	666	0	0
7096_8	k141_1803	9378	10277	-	900	0	0
7096_9	k141_1803	10270	11022	-	753	0	0
7096_10	k141_1803	11036	12415	-	1380	0	0
7096_11	k141_1803	12593	13021	+	429	0	0
7096_12	k141_1803	13024	14202	+	1179	0	0
7096_13	k141_1803	14300	15619	-	1320	0	0
7096_14	k141_1803	16141	17487	-	1347	19	0.0270456
7096_15	k141_1803	17581	17712	-	132	0	0
7097_1	k141_174073	3	293	+	291	0	0
7097_2	k141_174073	478	1212	+	735	0	0
7098_1	k141_38705	2	799	-	798	0	0
7098_2	k141_38705	893	1153	-	261	0	0
7099_1	k141_137429	2	1063	-	1062	28	0.0505526
7100_1	k141_224187	3	410	+	408	14	0.0657928
7100_2	k141_224187	511	1506	+	996	36	0.0693032
7100_3	k141_224187	1633	2160	+	528	21	0.0762598
7100_4	k141_224187	2164	2748	+	585	44	0.144214
7101_1	k141_26593	2	175	+	174	0	0
7101_2	k141_26593	679	876	+	198	0	0
7101_3	k141_26593	913	1656	+	744	0	0
7102_1	k141_75593	2	205	+	204	10	0.0939897
7102_2	k141_75593	206	421	-	216	2	0.0177536
7102_3	k141_75593	479	901	-	423	12	0.054394
7102_4	k141_75593	904	1272	-	369	13	0.0675503
7103_1	k141_161787	2	301	+	300	0	0
7103_2	k141_161787	400	2247	-	1848	0	0
7104_1	k141_174078	2	241	+	240	2	0.0159782
7104_2	k141_174078	291	1112	-	822	20	0.0466518
7105_1	k141_198312	3	1601	+	1599	0	0
7105_2	k141_198312	1614	6623	+	5010	0	0
7105_3	k141_198312	6661	7917	+	1257	0	0
7106_1	k141_112436	2	3463	+	3462	357	0.19772
7106_2	k141_112436	3647	4030	+	384	21	0.104857
7107_1	k141_51284	2	1246	+	1245	0	0
7107_2	k141_51284	1324	2010	-	687	0	0
7107_3	k141_51284	2162	3889	-	1728	9	0.0099864
7107_4	k141_51284	3903	5648	-	1746	0	0
7107_5	k141_51284	5715	6341	-	627	0	0
7107_6	k141_51284	6804	8033	-	1230	0	0
7107_7	k141_51284	8227	8688	-	462	0	0
7107_8	k141_51284	8669	8839	-	171	0	0
7108_1	k141_1807	123	1277	-	1155	0	0
7108_2	k141_1807	1277	2026	-	750	0	0
7108_3	k141_1807	2036	2173	-	138	0	0
7109_1	k141_38712	3	851	+	849	0	0
7109_2	k141_38712	1011	1643	+	633	0	0
7110_1	k141_174081	136	822	+	687	15	0.0418644
7110_2	k141_174081	894	1067	-	174	7	0.0771363
7111_1	k141_75599	3	2051	-	2049	0	0
7112_1	k141_1809	284	817	+	534	7	0.0251343
7113_1	k141_51285	1	435	+	435	0	0
7113_2	k141_51285	422	1228	+	807	0	0
7113_3	k141_51285	1364	1708	+	345	0	0
7114_1	k141_149730	683	853	+	171	4	0.0448512
7114_2	k141_149730	935	2230	+	1296	6	0.0088768
7114_3	k141_149730	2220	4328	+	2109	15	0.0136372
7114_4	k141_149730	4334	6532	+	2199	43	0.0374933
7114_5	k141_149730	6545	6919	+	375	11	0.0562434
7115_1	k141_174084	1	1329	-	1329	2	0.00288546
7116_1	k141_99593	216	1418	+	1203	26	0.0414398
7116_2	k141_99593	1523	1672	+	150	9	0.115043
7116_3	k141_99593	1879	2217	+	339	9	0.0509041
7117_1	k141_26605	2	862	-	861	2	0.00445387
7118_1	k141_112440	3	1325	+	1323	0	0
7118_2	k141_112440	1390	2031	+	642	0	0
7118_3	k141_112440	2006	2182	+	177	0	0
7119_1	k141_87816	1100	2281	+	1182	5	0.00811078
7119_2	k141_87816	2223	3038	+	816	0	0
7119_3	k141_87816	3035	3202	+	168	0	0
7119_4	k141_87816	3365	4417	-	1053	0	0
7119_5	k141_87816	4537	5382	-	846	0	0
7119_6	k141_87816	5465	6289	-	825	0	0
7119_7	k141_87816	6326	6580	-	255	1	0.00751917
7119_8	k141_87816	6720	7613	-	894	2	0.00428946
7119_9	k141_87816	7906	8808	-	903	9	0.0191102
7119_10	k141_87816	8966	9823	-	858	6	0.0134083
7119_11	k141_87816	9913	10473	-	561	10	0.0341781
7120_1	k141_149731	127	1509	-	1383	12	0.0166368
7121_1	k141_75604	2	409	-	408	0	0
7121_2	k141_75604	402	1058	-	657	0	0
7122_1	k141_137433	248	1399	+	1152	8	0.0133152
7122_2	k141_137433	1400	3832	+	2433	64	0.0504369
7122_3	k141_137433	4000	5319	+	1320	38	0.0551976
7122_4	k141_137433	5436	5927	-	492	3	0.0116914
7123_1	k141_211039	2	1144	+	1143	27	0.0452927
7123_2	k141_211039	1043	1738	-	696	5	0.0137743
7123_3	k141_211039	1701	1907	-	207	0	0
7123_4	k141_211039	1991	2323	-	333	4	0.0230317
7123_5	k141_211039	2937	8540	+	5604	73	0.0249767
7123_6	k141_211039	8718	8927	+	210	3	0.0273913
7124_1	k141_1814	2	307	-	306	0	0
7124_2	k141_1814	328	894	-	567	0	0
7124_3	k141_1814	911	1258	-	348	0	0
7124_4	k141_1814	1334	1429	-	96	0	0
7125_1	k141_38720	3	74	+	72	0	0
7125_2	k141_38720	74	1108	+	1035	0	0
7125_3	k141_38720	1105	1590	+	486	0	0
7126_1	k141_87820	1	1188	-	1188	25	0.0403491
7126_2	k141_87820	1345	1431	-	87	0	0
7127_1	k141_1817	3	443	+	441	0	0
7127_2	k141_1817	624	1295	-	672	1	0.00285326
7128_1	k141_137435	3	356	-	354	0	0
7128_2	k141_137435	370	1167	-	798	2	0.00480549
7128_3	k141_137435	1508	1669	+	162	0	0
7129_1	k141_99596	1	831	-	831	0	0
7129_2	k141_99596	849	1760	-	912	0	0
7129_3	k141_99596	1764	3332	-	1569	0	0
7130_1	k141_149734	1	249	-	249	0	0
7130_2	k141_149734	300	677	-	378	0	0
7130_3	k141_149734	674	1345	-	672	0	0
7130_4	k141_149734	1459	1950	-	492	0	0
7130_5	k141_149734	1971	2147	-	177	0	0
7130_6	k141_149734	2240	2548	-	309	0	0
7130_7	k141_149734	2571	2831	-	261	0	0
7131_1	k141_75611	2	1369	+	1368	18	0.0252288
7132_1	k141_51286	2	847	+	846	0	0
7132_2	k141_51286	943	2328	+	1386	0	0
7132_3	k141_51286	2403	3230	+	828	0	0
7132_4	k141_51286	3443	5263	+	1821	0	0
7132_5	k141_51286	5555	5953	+	399	0	0
7133_1	k141_174094	47	994	+	948	0	0
7133_2	k141_174094	1012	1965	+	954	0	0
7133_3	k141_174094	2048	2128	+	81	0	0
7134_1	k141_211045	1	177	+	177	0	0
7134_2	k141_211045	182	1081	+	900	71	0.151261
7134_3	k141_211045	1101	1352	+	252	0	0
7135_1	k141_137438	3	1532	+	1530	6	0.00751917
7136_1	k141_99598	147	1592	+	1446	7	0.00928197
7136_2	k141_99598	1717	1977	+	261	0	0
7137_1	k141_38729	8	595	-	588	0	0
7137_2	k141_38729	611	1117	-	507	0	0
7138_1	k141_63699	754	1506	+	753	0	0
7138_2	k141_63699	1510	2349	+	840	0	0
7138_3	k141_63699	3083	4849	+	1767	0	0
7138_4	k141_63699	4960	5877	+	918	9	0.0187979
7138_5	k141_63699	5878	6915	+	1038	0	0
7138_6	k141_63699	6957	9071	-	2115	0	0
7138_7	k141_63699	9329	12040	+	2712	0	0
7138_8	k141_63699	12108	12485	-	378	0	0
7138_9	k141_63699	12501	13247	-	747	0	0
7138_10	k141_63699	13386	13478	-	93	0	0
7138_11	k141_63699	13861	14871	+	1011	14	0.0265514
7138_12	k141_63699	15004	16668	-	1665	0	0
7138_13	k141_63699	16839	17210	-	372	0	0
7139_1	k141_26612	2	937	-	936	8	0.0163879
7139_2	k141_26612	934	2610	-	1677	12	0.0137201
7139_3	k141_26612	3089	3673	+	585	17	0.055719
7139_4	k141_26612	3964	4539	-	576	14	0.0466032
7140_1	k141_149738	3	638	+	636	0	0
7140_2	k141_149738	677	844	-	168	0	0
7140_3	k141_149738	962	1237	-	276	0	0
7140_4	k141_149738	1367	1738	+	372	0	0
7141_1	k141_161788	97	1170	+	1074	3	0.00535584
7141_2	k141_161788	1282	3099	-	1818	7	0.00738269
7141_3	k141_161788	3409	4590	-	1182	10	0.0162216
7141_4	k141_161788	4627	5502	-	876	9	0.0196992
7141_5	k141_161788	5676	5939	+	264	12	0.0871541
7141_6	k141_161788	6489	6641	-	153	9	0.112788
7141_7	k141_161788	6697	7446	-	750	6	0.0153391
7141_8	k141_161788	7388	7756	-	369	6	0.0311771
7141_9	k141_161788	7879	7998	-	120	1	0.0159782
7141_10	k141_161788	8147	9403	-	1257	26	0.0396596
7141_11	k141_161788	9607	10161	-	555	12	0.0414571
7141_12	k141_161788	10229	10369	-	141	2	0.027197
7141_13	k141_161788	10393	10581	-	189	0	0
7141_14	k141_161788	10737	11447	-	711	5	0.0134837
7142_1	k141_137440	1	285	-	285	0	0
7142_2	k141_137440	298	1140	-	843	0	0
7142_3	k141_137440	1137	1412	-	276	0	0
7143_1	k141_1824	1	486	+	486	2	0.00789049
7143_2	k141_1824	723	1646	+	924	6	0.0124506
7144_1	k141_26614	252	1073	-	822	29	0.0676451
7145_1	k141_236237	2	664	+	663	3	0.00867597
7145_2	k141_236237	958	3240	-	2283	0	0
7145_3	k141_236237	3237	3707	-	471	8	0.0325671
7145_4	k141_236237	3707	4480	-	774	2	0.00495449
7145_5	k141_236237	4613	5704	+	1092	5	0.00877925
7145_6	k141_236237	5697	6683	+	987	2	0.00388529
7145_7	k141_236237	6683	7465	+	783	10	0.0244877
7145_8	k141_236237	7476	7817	+	342	10	0.056064
7145_9	k141_236237	7759	8862	+	1104	4	0.00694706
7145_10	k141_236237	8916	9488	-	573	0	0
7145_11	k141_236237	10226	11806	-	1581	38	0.0460853
7145_12	k141_236237	12289	13530	-	1242	9	0.0138941
7145_13	k141_236237	13711	14829	-	1119	10	0.0171348
7145_14	k141_236237	14843	15145	-	303	4	0.0253121
7145_15	k141_236237	15449	15889	+	441	0	0
7145_16	k141_236237	15927	16799	+	873	10	0.0219632
7146_1	k141_211046	2	76	+	75	0	0
7146_2	k141_211046	73	981	+	909	0	0
7146_3	k141_211046	1002	2045	+	1044	0	0
7146_4	k141_211046	2042	3130	+	1089	0	0
7147_1	k141_1826	1	219	+	219	0	0
7147_2	k141_1826	246	740	+	495	0	0
7147_3	k141_1826	753	1046	+	294	0	0
7148_1	k141_75613	1	588	-	588	3	0.0097826
7148_2	k141_75613	656	1465	-	810	4	0.00946859
7148_3	k141_75613	1797	2729	-	933	7	0.0143856
7148_4	k141_75613	2726	3607	-	882	3	0.00652173
7148_5	k141_75613	3650	3724	-	75	0	0
7149_1	k141_38733	1	810	+	810	3	0.00710144
7149_2	k141_38733	770	1030	+	261	5	0.0367316
7150_1	k141_198318	281	1423	+	1143	0	0
7151_1	k141_14105	2	1144	-	1143	0	0
7151_2	k141_14105	1149	2645	-	1497	0	0
7151_3	k141_14105	2635	6381	-	3747	0	0
7151_4	k141_14105	7150	8433	+	1284	0	0
7151_5	k141_14105	8515	10125	-	1611	0	0
7151_6	k141_14105	10268	11266	-	999	0	0
7151_7	k141_14105	11290	11493	+	204	0	0
7151_8	k141_14105	11435	12697	+	1263	0	0
7151_9	k141_14105	12702	13826	-	1125	0	0
7151_10	k141_14105	13883	13984	-	102	0	0
7151_11	k141_14105	14081	15034	-	954	0	0
7151_12	k141_14105	15155	18394	+	3240	0	0
7151_13	k141_14105	18576	19595	+	1020	0	0
7151_14	k141_14105	19776	20954	+	1179	0	0
7151_15	k141_14105	20993	24544	+	3552	0	0
7151_16	k141_14105	24829	25998	-	1170	0	0
7151_17	k141_14105	26146	27180	-	1035	0	0
7151_18	k141_14105	27277	28053	+	777	0	0
7151_19	k141_14105	28088	28630	+	543	0	0
7151_20	k141_14105	28817	28978	+	162	0	0
7151_21	k141_14105	29212	30216	+	1005	0	0
7151_22	k141_14105	30742	33888	+	3147	0	0
7151_23	k141_14105	33904	35859	+	1956	0	0
7151_24	k141_14105	35969	36334	+	366	0	0
7151_25	k141_14105	36800	39967	+	3168	0	0
7151_26	k141_14105	40009	41928	+	1920	0	0
7151_27	k141_14105	42005	42811	-	807	0	0
7151_28	k141_14105	42980	43861	-	882	0	0
7151_29	k141_14105	44001	44195	+	195	0	0
7151_30	k141_14105	44217	45029	+	813	0	0
7151_31	k141_14105	45098	45970	-	873	0	0
7151_32	k141_14105	46089	48395	+	2307	0	0
7151_33	k141_14105	48456	48590	-	135	0	0
7151_34	k141_14105	48724	49722	+	999	0	0
7151_35	k141_14105	49756	51126	+	1371	0	0
7151_36	k141_14105	51140	52744	+	1605	0	0
7151_37	k141_14105	52762	53883	+	1122	0	0
7151_38	k141_14105	53877	54266	-	390	0	0
7151_39	k141_14105	54279	55088	-	810	0	0
7151_40	k141_14105	55143	56873	+	1731	0	0
7151_41	k141_14105	57048	57974	+	927	0	0
7151_42	k141_14105	58015	58926	+	912	0	0
7151_43	k141_14105	59024	60829	-	1806	0	0
7151_44	k141_14105	60950	62674	-	1725	0	0
7151_45	k141_14105	62898	63458	+	561	0	0
7151_46	k141_14105	63461	64861	+	1401	0	0
7151_47	k141_14105	64863	66647	+	1785	0	0
7151_48	k141_14105	66678	67652	+	975	0	0
7151_49	k141_14105	67652	68026	+	375	0	0
7151_50	k141_14105	68098	69564	-	1467	0	0
7151_51	k141_14105	70230	70442	-	213	0	0
7151_52	k141_14105	70552	70953	+	402	0	0
7151_53	k141_14105	71062	74199	-	3138	0	0
7151_54	k141_14105	74207	75322	-	1116	0	0
7151_55	k141_14105	75392	76798	-	1407	0	0
7151_56	k141_14105	76849	77373	+	525	0	0
7151_57	k141_14105	77398	78291	+	894	0	0
7151_58	k141_14105	78403	80691	-	2289	0	0
7151_59	k141_14105	80904	81350	+	447	0	0
7151_60	k141_14105	81787	83034	+	1248	0	0
7151_61	k141_14105	83082	84332	-	1251	0	0
7151_62	k141_14105	84628	85878	+	1251	0	0
7151_63	k141_14105	85875	88856	+	2982	0	0
7151_64	k141_14105	88859	89443	-	585	0	0
7151_65	k141_14105	89473	91761	-	2289	0	0
7151_66	k141_14105	91860	93878	+	2019	0	0
7151_67	k141_14105	93901	94878	+	978	0	0
7151_68	k141_14105	94953	95525	-	573	0	0
7151_69	k141_14105	95537	96475	-	939	0	0
7151_70	k141_14105	96525	97382	-	858	0	0
7151_71	k141_14105	97438	99084	-	1647	0	0
7151_72	k141_14105	99199	99843	+	645	0	0
7151_73	k141_14105	99931	100890	+	960	0	0
7151_74	k141_14105	101128	101337	+	210	0	0
7151_75	k141_14105	101487	102077	-	591	0	0
7151_76	k141_14105	102074	103423	-	1350	0	0
7151_77	k141_14105	103582	104457	+	876	0	0
7151_78	k141_14105	106044	106517	+	474	0	0
7151_79	k141_14105	106602	106934	+	333	0	0
7151_80	k141_14105	107017	107565	-	549	0	0
7151_81	k141_14105	107702	107893	+	192	0	0
7151_82	k141_14105	107911	109548	+	1638	0	0
7151_83	k141_14105	109545	111026	-	1482	0	0
7151_84	k141_14105	111199	111810	+	612	0	0
7151_85	k141_14105	111833	112897	+	1065	0	0
7151_86	k141_14105	112947	113750	+	804	0	0
7151_87	k141_14105	114314	115546	+	1233	0	0
7151_88	k141_14105	115621	116142	+	522	0	0
7151_89	k141_14105	116518	116613	-	96	0	0
7152_1	k141_26620	3	1178	-	1176	31	0.0505434
7152_2	k141_26620	1414	1824	-	411	28	0.130625
