# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam	RPKM
1141_8	k141_7290	5918	6454	+	537	17	8.28167
1141_9	k141_7290	6466	7617	+	1152	56	12.7168
1141_10	k141_7290	7643	7972	+	330	8	6.3419
1141_11	k141_7290	7953	8267	+	315	29	24.0841
1141_12	k141_7290	8264	8674	+	411	19	12.0936
1141_13	k141_7290	8732	9085	+	354	8	5.91194
1141_14	k141_7290	9089	9706	+	618	20	8.46613
1141_15	k141_7290	10058	10327	+	270	21	20.3469
1141_16	k141_7290	10273	10524	+	252	16	16.6097
1141_17	k141_7290	10539	15398	+	4860	122	6.567
1141_18	k141_7290	15415	16245	+	831	20	6.29611
1141_19	k141_7290	16233	17756	+	1524	70	12.0159
1142_1	k141_28622	1	696	+	696	3	1.1276
1142_2	k141_28622	1022	1633	+	612	10	4.27457
1142_3	k141_28622	1711	2040	+	330	3	2.37821
1142_4	k141_28622	2170	2478	+	309	8	6.77291
1143_1	k141_49903	2	673	+	672	51	19.8538
1143_2	k141_49903	624	1862	+	1239	62	13.0907
1143_3	k141_49903	1917	2363	+	447	30	17.5573
1143_4	k141_49903	2410	3711	-	1302	100	20.0924
1143_5	k141_49903	4331	4546	+	216	41	49.6562
1143_6	k141_49903	4565	5083	+	519	61	30.7472
1143_7	k141_49903	5098	5523	+	426	40	24.5637
1143_8	k141_49903	5605	6348	+	744	76	26.7229
1143_9	k141_49903	6639	7190	+	552	58	27.4873
1143_10	k141_49903	7251	7625	+	375	51	35.5781
1143_11	k141_49903	8037	11978	+	3942	490	32.5179
1143_12	k141_49903	11997	14843	+	2847	358	32.8957
1144_1	k141_39227	3	1250	-	1248	672	140.863
1144_2	k141_39227	1281	1724	-	444	209	123.142
1144_3	k141_39227	2046	6059	+	4014	735	47.902
1144_4	k141_39227	6180	7325	+	1146	488	111.398
1144_5	k141_39227	7785	8069	+	285	98	89.9549
1145_1	k141_7293	2	1114	-	1113	35	8.22652
1146_1	k141_24957	2	238	-	237	4	4.41525
1146_2	k141_24957	378	1379	-	1002	26	6.78811
1147_1	k141_60475	1	93	+	93	0	0
1147_2	k141_60475	90	1217	+	1128	89	20.6407
1147_3	k141_60475	1317	1931	-	615	69	29.3506
1147_4	k141_60475	2500	3423	+	924	69	19.5353
1147_5	k141_60475	3482	4603	+	1122	89	20.7511
1147_6	k141_60475	4679	5764	+	1086	100	24.0887
1147_7	k141_60475	5835	6215	+	381	35	24.0318
1147_8	k141_60475	6313	9159	+	2847	221	20.3071
1147_9	k141_60475	9297	10046	-	750	89	31.0436
1147_10	k141_60475	10121	10750	-	630	38	15.7793
1147_11	k141_60475	10760	12919	-	2160	177	21.437
1147_12	k141_60475	13131	13313	+	183	6	8.57716
1147_13	k141_60475	13307	13513	+	207	8	10.1103
1147_14	k141_60475	13583	15397	-	1815	175	25.2235
1147_15	k141_60475	15475	16395	+	921	63	17.8947
1147_16	k141_60475	16407	17945	+	1539	120	20.3979
1147_17	k141_60475	17967	18944	+	978	97	25.9464
1147_18	k141_60475	19182	19643	+	462	41	23.2159
1147_19	k141_60475	19747	20748	+	1002	136	35.5071
1147_20	k141_60475	20814	22733	+	1920	205	27.9316
1147_21	k141_60475	22767	23366	+	600	46	20.0563
1147_22	k141_60475	23473	23994	+	522	44	22.0509
1147_23	k141_60475	24001	24876	+	876	43	12.8413
1147_24	k141_60475	24989	25357	+	369	21	14.888
1147_25	k141_60475	25371	25910	+	540	44	21.3158
1147_26	k141_60475	25975	26559	+	585	41	18.3346
1147_27	k141_60475	26575	27624	+	1050	44	10.9624
1147_28	k141_60475	27635	30295	+	2661	161	15.8279
1147_29	k141_60475	30312	31655	+	1344	153	29.7808
1147_30	k141_60475	31871	32620	+	750	89	31.0436
1147_31	k141_60475	32680	32967	-	288	38	34.5171
1147_32	k141_60475	33180	36485	+	3306	333	26.3503
1147_33	k141_60475	36491	36670	+	180	30	43.6006
1147_34	k141_60475	36828	38063	-	1236	77	16.2973
1147_35	k141_60475	38092	38775	+	684	45	17.2108
1147_36	k141_60475	38857	39978	+	1122	76	17.72
1147_37	k141_60475	40031	41002	+	972	74	19.9163
1147_38	k141_60475	40986	42272	-	1287	85	17.2776
1147_39	k141_60475	42274	42849	-	576	39	17.7127
1147_40	k141_60475	42885	43661	-	777	45	15.1508
1147_41	k141_60475	43711	44163	+	453	26	15.0148
1147_42	k141_60475	44303	45229	-	927	50	14.1102
1147_43	k141_60475	45377	47674	-	2298	208	23.6786
1147_44	k141_60475	47826	48263	+	438	56	33.447
1147_45	k141_60475	48260	49075	+	816	84	26.9298
1147_46	k141_60475	49082	49531	-	450	37	21.5096
1147_47	k141_60475	49620	49937	+	318	40	32.9061
1147_48	k141_60475	49966	50229	+	264	40	39.6369
1147_49	k141_60475	50384	50824	+	441	31	18.3894
1147_50	k141_60475	50840	51598	+	759	86	29.6415
1147_51	k141_60475	51622	53058	+	1437	112	20.3894
1147_52	k141_60475	53067	54323	+	1257	84	17.4819
1147_53	k141_60475	54759	55721	+	963	76	20.6458
1147_54	k141_60475	55708	57963	+	2256	132	15.3066
1147_55	k141_60475	58022	58288	+	267	33	32.333
1147_56	k141_60475	58373	59338	+	966	69	18.686
1147_57	k141_60475	59369	60718	+	1350	108	20.9283
1147_58	k141_60475	60824	61909	+	1086	72	17.3439
1147_59	k141_60475	61991	63769	-	1779	125	18.3814
1147_60	k141_60475	63898	64242	-	345	13	9.85752
1147_61	k141_60475	64235	64576	-	342	18	13.7686
1147_62	k141_60475	64600	65538	-	939	72	20.0591
1147_63	k141_60475	65535	66035	-	501	35	18.2757
1147_64	k141_60475	66032	67171	-	1140	88	20.194
1147_65	k141_60475	67301	68422	-	1122	88	20.5179
1147_66	k141_60475	68545	69132	+	588	51	22.6901
1147_67	k141_60475	69385	70401	-	1017	76	19.5495
1147_68	k141_60475	70784	72310	-	1527	131	22.4427
1147_69	k141_60475	72365	72643	-	279	21	19.6906
1147_70	k141_60475	72683	72883	-	201	12	15.6181
1147_71	k141_60475	72961	73197	+	237	27	29.8029
1147_72	k141_60475	74022	74555	-	534	31	15.1867
1147_73	k141_60475	74521	77283	-	2763	264	24.9958
1147_74	k141_60475	77593	78291	-	699	110	41.1679
1147_75	k141_60475	78361	79359	-	999	109	28.5433
1148_1	k141_24958	3	1202	-	1200	25	5.45007
1148_2	k141_24958	1240	1347	-	108	0	0
1149_1	k141_39229	2	475	+	474	7	3.86334
1149_2	k141_39229	604	1512	-	909	33	9.49716
1150_1	k141_64043	2	1093	+	1092	273	65.4009
1150_2	k141_64043	1274	2080	+	807	205	66.4544
1150_3	k141_64043	2255	2764	-	510	120	61.5538
1150_4	k141_64043	2761	3243	-	483	116	62.8282
1151_1	k141_46082	1	1413	+	1413	297	54.9867
1151_2	k141_46082	2065	2496	+	432	24	14.5335
1151_3	k141_46082	2503	2748	+	246	5	5.31714
1151_4	k141_46082	3013	3282	+	270	14	13.5646
1151_5	k141_46082	3381	5090	+	1710	99	15.1455
1151_6	k141_46082	5413	6303	+	891	25	7.34017
1151_7	k141_46082	6397	6495	+	99	0	0
1152_1	k141_42829	177	1055	-	879	260	77.3799
1152_2	k141_42829	1069	2046	-	978	278	74.3617
1152_3	k141_42829	2221	3471	-	1251	363	75.9089
1152_4	k141_42829	3726	4625	+	900	214	62.2035
1152_5	k141_42829	4666	5934	-	1269	353	72.7707
1152_6	k141_42829	6128	7471	-	1344	381	74.1599
1152_7	k141_42829	7504	8172	-	669	241	94.2398
1152_8	k141_42829	8471	10240	-	1770	519	76.7075
1152_9	k141_42829	10513	10956	-	444	74	43.6006
1153_1	k141_21538	3	1487	+	1485	29	5.10875
1154_1	k141_67557	132	920	+	789	14	4.64189
1154_2	k141_67557	940	2067	+	1128	47	10.9001
1154_3	k141_67557	2124	2852	-	729	17	6.10049
1155_1	k141_3862	2	340	+	339	24	18.5206
1155_2	k141_3862	342	1838	+	1497	371	64.8329
1155_3	k141_3862	1863	2873	+	1011	298	77.1096
1155_4	k141_3862	3035	4762	+	1728	360	54.5007
1155_5	k141_3862	4767	6515	+	1749	274	40.9831
1155_6	k141_3862	6560	7132	+	573	135	61.6343
1155_7	k141_3862	7129	7689	+	561	148	69.0148
1155_8	k141_3862	7784	9661	+	1878	409	56.9733
1155_9	k141_3862	9693	10721	+	1029	232	58.9815
1155_10	k141_3862	10757	11338	-	582	202	90.7971
1155_11	k141_3862	11608	12480	+	873	256	76.7131
1155_12	k141_3862	12497	13054	+	558	120	56.2588
1155_13	k141_3862	13070	14926	+	1857	417	58.7446
1155_14	k141_3862	14927	15871	-	945	283	78.3426
1155_15	k141_3862	15874	16593	-	720	183	66.4909
1155_16	k141_3862	16835	17785	-	951	231	63.5441
1156_1	k141_67559	180	1208	+	1029	8	2.03385
1157_1	k141_32062	3	71	+	69	16	60.6617
1157_2	k141_32062	476	1243	+	768	48	16.3502
1157_3	k141_32062	1337	1450	+	114	25	57.3692
1157_4	k141_32062	1623	2216	-	594	88	38.7561
1157_5	k141_32062	2865	4001	+	1137	151	34.7424
1157_6	k141_32062	4081	4944	+	864	146	44.2061
1157_7	k141_32062	4944	5861	+	918	125	35.6214
1157_8	k141_32062	6005	7366	+	1362	110	21.128
1157_9	k141_32062	7579	8955	+	1377	162	30.7769
1157_10	k141_32062	9038	9781	+	744	90	31.6456
1157_11	k141_32062	9896	11260	+	1365	156	29.8975
1157_12	k141_32062	11268	12569	+	1302	166	33.3534
1157_13	k141_32062	12573	14852	+	2280	295	33.8478
1157_14	k141_32062	14884	16038	+	1155	100	22.6497
1157_15	k141_32062	16031	17848	+	1818	188	27.0525
1157_16	k141_32062	17850	18587	+	738	66	23.3954
1157_17	k141_32062	18884	19063	+	180	58	84.2945
1157_18	k141_32062	19089	19295	+	207	45	56.8703
1157_19	k141_32062	19311	19832	+	522	115	57.633
1157_20	k141_32062	19901	20326	+	426	41	25.1778
1157_21	k141_32062	20422	21117	+	696	67	25.1831
1157_22	k141_32062	21369	22364	+	996	144	37.8222
1157_23	k141_32062	22510	23232	-	723	82	29.6701
1157_24	k141_32062	23525	24493	+	969	120	32.3967
1157_25	k141_32062	24504	25388	+	885	65	19.2138
1157_26	k141_32062	25404	26906	+	1503	167	29.0671
1157_27	k141_32062	26899	27621	+	723	73	26.4136
1157_28	k141_32062	28710	30983	+	2274	304	34.9725
1157_29	k141_32062	30992	31741	+	750	62	21.6259
1157_30	k141_32062	31797	32537	-	741	86	30.3615
1157_31	k141_32062	32752	33207	+	456	55	31.5531
1157_32	k141_32062	33211	34779	+	1569	160	26.6772
1157_33	k141_32062	34870	35751	+	882	75	22.2452
1157_34	k141_32062	35741	36442	+	702	58	21.614
1157_35	k141_32062	36578	38074	+	1497	164	28.6593
1157_36	k141_32062	38056	39765	+	1710	127	19.429
1157_37	k141_32062	39871	40110	+	240	13	14.1702
1157_38	k141_32062	40167	40988	+	822	77	24.5054
1157_39	k141_32062	41021	41467	+	447	25	14.6311
1157_40	k141_32062	41567	42007	-	441	25	14.8301
1157_41	k141_32062	42102	42305	+	204	9	11.5413
1157_42	k141_32062	42256	43740	+	1485	144	25.3676
1157_43	k141_32062	43794	45284	+	1491	125	21.9319
1157_44	k141_32062	45363	46718	+	1356	139	26.8163
1157_45	k141_32062	46946	48352	+	1407	110	20.4523
1157_46	k141_32062	48564	50450	+	1887	199	27.5883
1157_47	k141_32062	50584	52254	-	1671	157	24.5791
1157_48	k141_32062	53071	53319	+	249	27	28.3666
1157_49	k141_32062	53386	53805	+	420	32	19.9317
1157_50	k141_32062	53805	54086	+	282	18	16.6981
1157_51	k141_32062	54097	55869	-	1773	178	26.2636
1157_52	k141_32062	56038	56976	+	939	106	29.5314
1157_53	k141_32062	56963	58000	+	1038	117	29.4871
1157_54	k141_32062	58435	59466	+	1032	119	30.1655
1157_55	k141_32062	59516	60331	+	816	88	28.2121
1157_56	k141_32062	60328	61158	+	831	72	22.666
1157_57	k141_32062	61351	63030	+	1680	178	27.7175
1157_58	k141_32062	63188	64030	+	843	87	26.9982
1157_59	k141_32062	64209	65066	+	858	138	42.0761
1157_60	k141_32062	65796	66485	+	690	78	29.5726
1157_61	k141_32062	66662	68005	+	1344	148	28.8075
1157_62	k141_32062	68426	69187	+	762	81	27.8082
1157_63	k141_32062	69216	69962	+	747	58	20.3119
1157_64	k141_32062	69962	72445	+	2484	279	29.383
1157_65	k141_32062	72631	73647	-	1017	184	47.3304
1157_66	k141_32062	73651	74715	-	1065	124	30.459
1157_67	k141_32062	75055	76323	+	1269	171	35.2515
1157_68	k141_32062	76389	77744	+	1356	124	23.9224
1157_69	k141_32062	77835	78755	+	921	100	28.4043
1157_70	k141_32062	78776	79621	+	846	66	20.4088
1157_71	k141_32062	79652	80962	+	1311	139	27.7368
1157_72	k141_32062	81066	81809	+	744	67	23.5584
1157_73	k141_32062	81843	83288	+	1446	133	24.0617
1157_74	k141_32062	83236	83550	+	315	26	21.5927
1157_75	k141_32062	84209	84832	-	624	60	25.1542
1157_76	k141_32062	84845	86227	-	1383	141	26.6711
1157_77	k141_32062	86243	88012	-	1770	208	30.7421
1157_78	k141_32062	88005	88592	-	588	38	16.9063
1157_79	k141_32062	88605	88913	-	309	38	32.1713
1157_80	k141_32062	88915	89346	-	432	26	15.7447
1157_81	k141_32062	89414	91354	-	1941	177	23.8557
1157_82	k141_32062	91373	92416	-	1044	65	16.2876
1157_83	k141_32062	92436	92756	-	321	43	35.0435
1157_84	k141_32062	93109	93411	+	303	18	15.5408
1157_85	k141_32062	93435	94127	+	693	80	30.1995
1157_86	k141_32062	95447	97009	+	1563	184	30.7966
1157_87	k141_32062	97130	98707	+	1578	232	38.4613
1157_88	k141_32062	98844	99947	-	1104	162	38.3875
1157_89	k141_32062	100283	100837	-	555	81	38.18
1157_90	k141_32062	100855	101868	-	1014	65	16.7695
1157_91	k141_32062	101837	102190	-	354	21	15.5189
1157_92	k141_32062	102311	102520	-	210	10	12.4573
1157_93	k141_32062	102610	102810	+	201	21	27.3317
1157_94	k141_32062	102852	103328	+	477	45	24.6796
1157_95	k141_32062	103339	103560	+	222	31	36.5302
1157_96	k141_32062	103575	103745	+	171	23	35.1864
1157_97	k141_32062	103755	103922	+	168	2	3.11433
1157_98	k141_32062	103919	104275	+	357	25	18.3196
1157_99	k141_32062	104425	105546	+	1122	103	24.0153
1157_100	k141_32062	105543	105986	+	444	68	40.0654
1157_101	k141_32062	105983	109813	+	3831	352	24.0367
1157_102	k141_32062	109826	110671	+	846	47	14.5335
1157_103	k141_32062	110664	111290	+	627	64	26.7027
1157_104	k141_32062	111295	112128	+	834	64	20.0751
1157_105	k141_32062	112113	112871	+	759	76	26.1948
1157_106	k141_32062	112883	115045	+	2163	265	32.0504
1157_107	k141_32062	115045	115239	+	195	5	6.70778
1157_108	k141_32062	115239	115472	+	234	6	6.70778
1157_109	k141_32062	115465	116478	+	1014	96	24.7672
1157_110	k141_32062	116459	116740	+	282	25	23.1918
1157_111	k141_32062	116727	117278	+	552	32	15.1654
1157_112	k141_32062	117226	118323	+	1098	73	17.3926
1157_113	k141_32062	118326	118529	+	204	11	14.1061
1157_114	k141_32062	118545	118751	+	207	8	10.1103
1157_115	k141_32062	118802	119008	+	207	15	18.9568
1157_116	k141_32062	119005	119232	+	228	6	6.8843
1157_117	k141_32062	119213	119530	+	318	43	35.3741
1157_118	k141_32062	119527	119910	+	384	40	27.2504
1157_119	k141_32062	119897	120145	+	249	30	31.5185
1157_120	k141_32062	120145	120447	+	303	18	15.5408
1157_121	k141_32062	120431	120835	+	405	33	21.3158
1157_122	k141_32062	120832	121077	+	246	9	9.57086
1157_123	k141_32062	121074	121388	+	315	23	19.1012
1157_124	k141_32062	121400	121687	+	288	22	19.9836
1157_125	k141_32062	121684	121974	+	291	28	25.1715
1157_126	k141_32062	122262	122639	+	378	33	22.8384
1157_127	k141_32062	122640	122957	+	318	43	35.3741
1157_128	k141_32062	122954	123175	+	222	14	16.4975
1157_129	k141_32062	123191	123403	+	213	16	19.651
1157_130	k141_32062	123378	123608	+	231	11	12.4573
1157_131	k141_32062	123589	123819	+	231	20	22.6497
1157_132	k141_32062	123828	124400	+	573	44	20.0882
1157_133	k141_32062	124597	125976	+	1380	182	34.5013
1157_134	k141_32062	125966	126742	+	777	74	24.9146
1157_135	k141_32062	126788	127441	+	654	37	14.8002
1157_136	k141_32062	127432	128577	+	1146	129	29.4475
1157_137	k141_32062	128567	129127	+	561	50	23.3158
1157_138	k141_32062	129227	130027	+	801	80	26.1277
1157_139	k141_32062	130020	131486	+	1467	181	32.2769
1157_140	k141_32062	131513	132889	+	1377	157	29.827
1157_141	k141_32062	132897	133838	+	942	82	22.7723
1157_142	k141_32062	133822	134283	+	462	37	20.9509
1157_143	k141_32062	134276	134767	+	492	32	17.0149
1157_144	k141_32062	134832	136010	+	1179	109	24.1856
1157_145	k141_32062	136028	136456	+	429	19	11.5862
1157_146	k141_32062	136481	137506	+	1026	124	31.6168
1157_147	k141_32062	137518	137952	+	435	46	27.6638
1157_148	k141_32062	137952	138395	+	444	54	31.8166
1157_149	k141_32062	138392	138754	+	363	22	15.8548
1157_150	k141_32062	138751	139128	+	378	19	13.1494
1157_151	k141_32062	139129	139431	+	303	7	6.04364
1157_152	k141_32062	139406	140275	+	870	55	16.5382
1157_153	k141_32062	140288	140509	+	222	20	23.5679
1157_154	k141_32062	140510	141919	+	1410	208	38.5912
1157_155	k141_32062	141938	142393	+	456	49	28.1109
1157_156	k141_32062	142449	142964	+	516	70	35.4888
1157_157	k141_32062	143125	148377	+	5253	630	31.3745
1157_158	k141_32062	148387	149085	+	699	88	32.9343
1157_159	k141_32062	149099	150355	+	1257	99	20.6036
1157_160	k141_32062	150369	150728	+	360	18	13.0802
1157_161	k141_32062	150737	151198	+	462	38	21.5172
1157_162	k141_32062	151213	152352	+	1140	141	32.3562
1157_163	k141_32062	152349	153557	+	1209	97	20.9889
1157_164	k141_32062	153558	153938	+	381	21	14.4191
1157_165	k141_32062	154007	155683	+	1677	188	29.327
1157_166	k141_32062	156086	157441	+	1356	130	25.08
1157_167	k141_32062	157434	158123	+	690	30	11.3741
1157_168	k141_32062	158120	158545	+	426	38	23.3355
1157_169	k141_32062	158551	158772	+	222	14	16.4975
1157_170	k141_32062	158946	159269	+	324	39	31.4893
1157_171	k141_32062	159282	159641	+	360	20	14.5335
1157_172	k141_32062	159668	161116	+	1449	189	34.1222
1157_173	k141_32062	161273	161533	+	261	21	21.0486
1157_174	k141_32062	161578	162021	-	444	34	20.0327
1157_175	k141_32062	162069	162995	-	927	97	27.3738
1157_176	k141_32062	163206	163343	+	138	27	51.1833
1157_177	k141_32062	164047	164583	-	537	355	172.941
1157_178	k141_32062	164918	165106	+	189	97	134.262
1157_179	k141_32062	165106	166197	+	1092	503	120.501
1157_180	k141_32062	166187	166522	+	336	86	66.958
1157_181	k141_32062	166512	167654	+	1143	578	132.289
1157_182	k141_32062	167750	167983	+	234	130	145.335
1157_183	k141_32062	168067	168294	+	228	211	242.098
1157_184	k141_32062	168598	170028	+	1431	636	116.268
1157_185	k141_32062	170046	170423	+	378	122	84.4329
1157_186	k141_32062	170630	171478	-	849	343	105.689
1157_187	k141_32062	171503	172183	-	681	259	99.4938
1157_188	k141_32062	172400	173113	+	714	285	104.422
1157_189	k141_32062	173469	174146	+	678	17	6.55938
1158_1	k141_42833	3	419	-	417	4	2.50939
1158_2	k141_42833	510	1094	-	585	11	4.91904
1159_1	k141_10989	1	144	+	144	2	3.63338
1159_2	k141_10989	211	990	-	780	127	42.5944
1159_3	k141_10989	1196	3661	+	2466	542	57.4976
1159_4	k141_10989	3892	4269	-	378	122	84.4329
1159_5	k141_10989	4488	5243	+	756	159	55.0198
1159_6	k141_10989	5271	7202	+	1932	333	45.09
1159_7	k141_10989	7231	7734	+	504	117	60.7294
1159_8	k141_10989	8265	9785	+	1521	384	66.0459
1159_9	k141_10989	9959	11074	+	1116	241	56.4932
1159_10	k141_10989	11146	11730	+	585	155	69.3137
1159_11	k141_10989	11763	14687	+	2925	577	51.6052
1159_12	k141_10989	14704	15612	+	909	206	59.2853
1159_13	k141_10989	15641	16393	+	753	139	48.2907
1159_14	k141_10989	16471	17940	+	1470	369	65.6678
1160_1	k141_60483	1	228	-	228	4	4.58953
1160_2	k141_60483	320	718	+	399	17	11.146
1160_3	k141_60483	745	1083	+	339	22	16.9772
1160_4	k141_60483	1201	1383	+	183	3	4.28858
1161_1	k141_67560	2	1327	-	1326	71	14.0074
1162_1	k141_39234	133	705	+	573	31	14.1531
1162_2	k141_39234	705	1022	+	318	8	6.58122
1162_3	k141_39234	1277	1942	+	666	17	6.67757
1162_4	k141_39234	1953	2564	+	612	16	6.83931
1163_1	k141_42834	354	737	-	384	9	6.13133
1163_2	k141_42834	797	1000	-	204	2	2.56474
1164_1	k141_3864	3	1121	+	1119	13	3.03918
1165_1	k141_14432	309	4073	+	3765	987	68.5797
1165_2	k141_14432	4417	4686	-	270	70	67.8231
1165_3	k141_14432	4640	5347	-	708	109	40.2751
1165_4	k141_14432	5814	5990	+	177	47	69.4653
1165_5	k141_14432	5996	6256	+	261	99	99.2289
1165_6	k141_14432	6935	7489	+	555	137	64.576
1166_1	k141_24968	2	532	-	531	21	10.3459
1166_2	k141_24968	718	1761	+	1044	28	7.01619
1166_3	k141_24968	2019	2111	-	93	1	2.81294
1167_1	k141_7307	2	1108	+	1107	2	0.472635
1168_1	k141_60486	1	624	-	624	40	16.7695
1169_1	k141_21543	3	209	-	207	29	36.6498
1169_2	k141_21543	187	435	-	249	104	109.264
1169_3	k141_21543	545	928	-	384	107	72.8947
1169_4	k141_21543	925	2847	-	1923	542	73.7333
1170_1	k141_64054	2	388	+	387	4	2.70391
1170_2	k141_64054	512	1321	+	810	0	0
1171_1	k141_35662	148	1044	-	897	112	32.664
1171_2	k141_35662	1276	2337	-	1062	126	31.0377
1171_3	k141_35662	2840	4330	-	1491	233	40.881
1171_4	k141_35662	4614	5450	-	837	171	53.4459
1171_5	k141_35662	5645	8158	-	2514	465	48.3873
1171_6	k141_35662	8621	9361	-	741	112	39.5406
1171_7	k141_35662	9380	11635	-	2256	411	47.6591
1171_8	k141_35662	12041	13696	-	1656	328	51.8152
1171_9	k141_35662	14381	14749	-	369	112	79.4027
1171_10	k141_35662	14874	16115	-	1242	268	56.4491
1171_11	k141_35662	16374	17603	+	1230	244	51.8953
1171_12	k141_35662	17748	19058	+	1311	243	48.4894
1171_13	k141_35662	19264	20457	+	1194	227	49.7353
1171_14	k141_35662	20659	21603	+	945	195	53.9817
1171_15	k141_35662	21924	22916	+	993	272	71.6578
1171_16	k141_35662	23350	25254	+	1905	479	65.7785
1171_17	k141_35662	25251	26690	+	1440	291	52.8657
1171_18	k141_35662	26973	27218	+	246	42	44.664
1171_19	k141_35662	27247	28218	+	972	210	56.5193
1171_20	k141_35662	28339	29001	-	663	192	75.7585
1171_21	k141_35662	29251	30039	+	789	208	68.9652
1171_22	k141_35662	30030	30215	+	186	35	49.2265
1171_23	k141_35662	30267	31253	+	987	254	67.3225
1172_1	k141_32066	307	585	+	279	21	19.6906
1172_2	k141_32066	551	1735	-	1185	202	44.594
1173_1	k141_3866	3	284	+	282	0	0
1173_2	k141_3866	286	1461	+	1176	36	8.00827
1173_3	k141_3866	1696	2028	-	333	21	16.4975
1174_1	k141_67567	1	1272	+	1272	15	3.08495
1175_1	k141_7308	3	977	+	975	25	6.70778
1176_1	k141_10999	2	865	-	864	33	9.9918
1176_2	k141_10999	947	1111	-	165	10	15.8548
1177_1	k141_42836	71	1372	+	1302	35	7.03235
1177_2	k141_42836	1369	2244	+	876	16	4.77815
1177_3	k141_42836	2241	2867	+	627	9	3.75507
1178_1	k141_14435	3	1385	-	1383	18	3.40482
1179_1	k141_7309	103	930	-	828	23	7.26676
1179_2	k141_7309	946	1056	-	111	0	0
1180_1	k141_32067	1	306	+	306	10	8.54913
1180_2	k141_32067	699	1382	+	684	25	9.56153
1181_1	k141_42838	100	1194	+	1095	22	5.25596
1182_1	k141_11003	302	1486	+	1185	47	10.3758
1183_1	k141_67571	1	432	-	432	2	1.21113
1183_2	k141_67571	705	1007	+	303	2	1.72676
1184_1	k141_60489	2	736	+	735	39	13.881
1184_2	k141_60489	779	2476	+	1698	74	11.4009
1184_3	k141_60489	2589	3056	+	468	6	3.35389
1185_1	k141_32071	2	70	-	69	1	3.79135
1185_2	k141_32071	166	936	-	771	35	11.8756
1186_1	k141_7314	136	1089	+	954	28	7.67809
1186_2	k141_7314	1102	1194	+	93	0	0
1187_1	k141_24973	1	750	-	750	45	15.6962
1187_2	k141_24973	752	3358	-	2607	93	9.33223
1187_3	k141_24973	3382	3600	-	219	3	3.58361
1188_1	k141_64065	2	1234	+	1233	24	5.09204
1189_1	k141_67573	202	984	+	783	25	8.3526
1189_2	k141_67573	1161	1373	+	213	4	4.91274
1190_1	k141_21552	1	750	+	750	29	10.1153
1190_2	k141_21552	942	1109	-	168	4	6.22865
1191_1	k141_46090	2	244	-	243	47	50.5982
1191_2	k141_46090	247	390	-	144	25	45.4173
1191_3	k141_46090	454	2262	-	1809	566	81.8505
1191_4	k141_46090	2664	4016	-	1353	374	72.3132
1191_5	k141_46090	4013	5200	-	1188	277	60.9968
1191_6	k141_46090	5590	6000	-	411	118	75.1076
1191_7	k141_46090	6113	6298	-	186	43	60.4782
1191_8	k141_46090	6385	6717	-	333	78	61.2765
1191_9	k141_46090	6860	7195	+	336	69	53.7221
