# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam
2476_1	k141_11438	2	1201	+	1200	26
2477_1	k141_67774	1	120	+	120	3
2477_2	k141_67774	250	885	+	636	20
2477_3	k141_67774	878	1198	+	321	1
2477_4	k141_67774	1159	2274	+	1116	28
2477_5	k141_67774	2665	3219	+	555	11
2477_6	k141_67774	3601	4983	+	1383	30
2478_1	k141_64451	67	378	+	312	0
2478_2	k141_64451	391	1218	+	828	14
2478_3	k141_64451	1227	2264	-	1038	11
2478_4	k141_64451	2479	3570	+	1092	10
2478_5	k141_64451	3606	5870	+	2265	27
2478_6	k141_64451	5880	7232	+	1353	16
2478_7	k141_64451	7257	9575	+	2319	35
2479_1	k141_43199	78	1058	-	981	4
2479_2	k141_43199	1125	1427	-	303	2
2480_1	k141_46373	59	1537	+	1479	68
2480_2	k141_46373	1552	2244	+	693	26
2480_3	k141_46373	2373	3263	-	891	31
2481_1	k141_57094	1	915	-	915	20
2481_2	k141_57094	1097	1642	-	546	17
2481_3	k141_57094	1751	2194	+	444	10
2481_4	k141_57094	2322	2729	+	408	25
2481_5	k141_57094	2757	3965	-	1209	16
2481_6	k141_57094	3993	5216	-	1224	28
2481_7	k141_57094	5230	6168	-	939	20
2481_8	k141_57094	6434	9001	-	2568	73
2481_9	k141_57094	9159	9926	-	768	21
2481_10	k141_57094	10105	10338	-	234	3
2481_11	k141_57094	10465	12126	-	1662	28
2482_1	k141_4206	3	359	-	357	9
2482_2	k141_4206	392	511	-	120	1
2482_3	k141_4206	589	801	-	213	5
2482_4	k141_4206	928	1620	-	693	15
2482_5	k141_4206	1668	2000	-	333	12
2482_6	k141_4206	2104	2214	-	111	0
2483_1	k141_834	1009	2085	+	1077	23
2484_1	k141_46374	2	826	-	825	5
2484_2	k141_46374	801	1529	-	729	6
2485_1	k141_25316	107	523	-	417	86
2485_2	k141_25316	507	758	-	252	42
2485_3	k141_25316	1319	1753	-	435	88
2485_4	k141_25316	1760	1933	-	174	10
2485_5	k141_25316	2011	2997	-	987	93
2485_6	k141_25316	3356	4096	+	741	29
2485_7	k141_25316	4449	5771	-	1323	201
2485_8	k141_25316	6054	6674	-	621	104
2485_9	k141_25316	6870	7565	+	696	54
2485_10	k141_25316	7608	8003	+	396	47
2485_11	k141_25316	8031	9389	+	1359	208
2485_12	k141_25316	9828	10376	+	549	79
2485_13	k141_25316	10373	11152	+	780	59
2485_14	k141_25316	11130	11345	+	216	17
2485_15	k141_25316	11455	11748	+	294	96
2486_1	k141_29038	32	1201	-	1170	15
2487_1	k141_22014	2	265	-	264	2
2487_2	k141_22014	216	2261	-	2046	38
2487_3	k141_22014	2555	2794	-	240	7
2488_1	k141_11442	3	314	-	312	2
2488_2	k141_11442	319	1338	-	1020	8
2489_1	k141_53687	929	1039	+	111	12
2490_1	k141_57098	3	191	-	189	4
2490_2	k141_57098	392	1150	-	759	18
2490_3	k141_57098	1101	1493	-	393	6
2491_1	k141_4208	3	545	+	543	20
2491_2	k141_4208	547	1131	+	585	7
2492_1	k141_36008	3	1214	+	1212	53
2492_2	k141_36008	1211	1615	+	405	2
2492_3	k141_36008	1922	4867	+	2946	136
2492_4	k141_36008	4911	5936	-	1026	58
2492_5	k141_36008	6080	6256	+	177	20
2492_6	k141_36008	6256	7467	+	1212	68
2492_7	k141_36008	7664	7978	-	315	9
2493_1	k141_67777	3	818	-	816	4
2493_2	k141_67777	818	2038	-	1221	19
2493_3	k141_67777	2060	2581	-	522	11
2493_4	k141_67777	2571	3143	-	573	13
2493_5	k141_67777	3372	3533	-	162	0
2493_6	k141_67777	3589	3756	-	168	4
2494_1	k141_46375	2	259	+	258	6
2494_2	k141_46375	243	1250	+	1008	44
2494_3	k141_46375	1273	1968	+	696	24
2495_1	k141_7631	2	763	+	762	13
2495_2	k141_7631	930	1694	+	765	10
2496_1	k141_57099	2	1651	+	1650	55
2496_2	k141_57099	1704	1820	+	117	0
2497_1	k141_22018	2	199	+	198	0
2497_2	k141_22018	224	496	+	273	11
2497_3	k141_22018	512	733	+	222	0
2497_4	k141_22018	690	947	+	258	6
2497_5	k141_22018	973	1383	+	411	1
2497_6	k141_22018	1383	1613	+	231	4
2498_1	k141_46377	325	489	-	165	5
2498_2	k141_46377	434	760	-	327	11
2498_3	k141_46377	787	1173	-	387	6
2499_1	k141_14720	2	130	-	129	4
2499_2	k141_14720	132	2096	-	1965	54
2499_3	k141_14720	2117	2932	-	816	21
2499_4	k141_14720	2945	3583	-	639	20
2499_5	k141_14720	3741	4538	-	798	25
2499_6	k141_14720	4541	5920	-	1380	43
2499_7	k141_14720	5917	7323	-	1407	49
2499_8	k141_14720	7335	8039	-	705	3
2499_9	k141_14720	8023	8991	-	969	35
2500_1	k141_50159	31	168	-	138	2
2500_2	k141_50159	573	2189	+	1617	74
2500_3	k141_50159	2253	3611	+	1359	70
2500_4	k141_50159	3626	4846	+	1221	37
2500_5	k141_50159	4940	5332	+	393	9
2500_6	k141_50159	5475	6119	+	645	21
2500_7	k141_50159	6296	7675	+	1380	48
2500_8	k141_50159	7668	9077	+	1410	56
2500_9	k141_50159	9266	10276	+	1011	25
2500_10	k141_50159	10273	11625	+	1353	36
2500_11	k141_50159	11771	14185	+	2415	116
2500_12	k141_50159	14282	16981	+	2700	123
2500_13	k141_50159	17119	17859	-	741	45
2500_14	k141_50159	18033	19400	+	1368	52
2500_15	k141_50159	19473	20426	+	954	43
2500_16	k141_50159	20423	21271	+	849	17
2500_17	k141_50159	21292	23751	+	2460	85
2500_18	k141_50159	23905	25494	+	1590	58
2500_19	k141_50159	25747	26481	+	735	40
2500_20	k141_50159	26839	27969	+	1131	45
2500_21	k141_50159	28026	29201	+	1176	53
2500_22	k141_50159	29380	30438	+	1059	28
2500_23	k141_50159	30455	30955	+	501	29
2500_24	k141_50159	31128	32189	-	1062	47
2500_25	k141_50159	32194	32679	-	486	10
2500_26	k141_50159	32676	33128	-	453	8
2500_27	k141_50159	33125	33619	-	495	18
2500_28	k141_50159	33616	33972	-	357	15
2500_29	k141_50159	33985	35028	-	1044	31
2500_30	k141_50159	35050	35967	-	918	30
2500_31	k141_50159	36345	37340	+	996	37
2500_32	k141_50159	37592	39112	+	1521	64
2500_33	k141_50159	39218	39421	+	204	15
2500_34	k141_50159	39514	40512	+	999	38
2500_35	k141_50159	40499	41386	+	888	26
2500_36	k141_50159	41379	42455	+	1077	28
2500_37	k141_50159	42512	43429	+	918	36
2500_38	k141_50159	43444	44790	+	1347	60
2500_39	k141_50159	44799	45857	+	1059	48
2500_40	k141_50159	45859	47094	+	1236	58
2500_41	k141_50159	47309	49681	+	2373	139
2500_42	k141_50159	50016	50456	+	441	16
2500_43	k141_50159	50484	51155	+	672	29
2500_44	k141_50159	51109	52221	+	1113	33
2500_45	k141_50159	52408	53175	+	768	52
2500_46	k141_50159	53168	55189	+	2022	106
2500_47	k141_50159	55454	56173	+	720	33
2500_48	k141_50159	56163	56477	+	315	11
2500_49	k141_50159	56527	57381	-	855	66
2500_50	k141_50159	57878	58654	+	777	32
2500_51	k141_50159	58730	59491	+	762	12
2500_52	k141_50159	59478	60221	+	744	36
2500_53	k141_50159	60345	60779	-	435	12
2500_54	k141_50159	60828	61838	-	1011	41
2500_55	k141_50159	62055	62588	+	534	35
2500_56	k141_50159	62789	64924	+	2136	98
2500_57	k141_50159	65088	66020	-	933	49
2500_58	k141_50159	66586	68523	+	1938	91
2500_59	k141_50159	68710	70176	+	1467	77
2500_60	k141_50159	70181	72400	+	2220	85
2500_61	k141_50159	72413	72886	+	474	26
2500_62	k141_50159	72899	73843	+	945	50
2500_63	k141_50159	73850	74557	+	708	22
2500_64	k141_50159	74550	75905	+	1356	71
2500_65	k141_50159	75912	76952	+	1041	32
2500_66	k141_50159	76954	77700	+	747	22
2500_67	k141_50159	77694	79919	+	2226	87
2500_68	k141_50159	79922	80800	+	879	18
2500_69	k141_50159	80804	81478	+	675	18
2500_70	k141_50159	81481	82155	+	675	24
2500_71	k141_50159	82301	83398	+	1098	36
2500_72	k141_50159	83455	84573	+	1119	40
2500_73	k141_50159	84769	85575	-	807	58
2500_74	k141_50159	85716	88760	+	3045	166
2500_75	k141_50159	89064	89495	+	432	18
2500_76	k141_50159	89531	90466	+	936	37
2500_77	k141_50159	90489	91058	+	570	23
2500_78	k141_50159	91089	93158	+	2070	125
2500_79	k141_50159	93226	94992	+	1767	78
2500_80	k141_50159	95056	96012	+	957	63
2500_81	k141_50159	96027	97382	+	1356	57
2500_82	k141_50159	97437	98537	+	1101	22
2500_83	k141_50159	98574	99845	+	1272	36
2500_84	k141_50159	99842	101125	+	1284	51
2500_85	k141_50159	101076	101204	+	129	4
2500_86	k141_50159	101365	102528	+	1164	76
2500_87	k141_50159	102625	103128	+	504	33
2500_88	k141_50159	103452	103910	+	459	30
2500_89	k141_50159	103994	104191	+	198	5
2500_90	k141_50159	104225	104581	+	357	34
2500_91	k141_50159	104818	105975	+	1158	35
2500_92	k141_50159	106072	106956	+	885	23
2500_93	k141_50159	106967	108040	+	1074	34
2500_94	k141_50159	108043	108801	+	759	38
2500_95	k141_50159	108816	109526	+	711	25
2500_96	k141_50159	109537	110157	+	621	24
2500_97	k141_50159	110260	111024	+	765	33
2500_98	k141_50159	111207	112529	+	1323	61
2500_99	k141_50159	112558	113070	-	513	8
2500_100	k141_50159	113085	114026	-	942	51
2500_101	k141_50159	114026	114715	-	690	30
2500_102	k141_50159	114955	115272	+	318	5
2500_103	k141_50159	115402	116022	-	621	27
2500_104	k141_50159	116117	118411	+	2295	96
2500_105	k141_50159	118645	118875	+	231	9
2500_106	k141_50159	119041	120780	+	1740	71
2500_107	k141_50159	120812	120928	+	117	2
2501_1	k141_53691	2	967	+	966	6
2501_2	k141_53691	1063	1197	+	135	0
2502_1	k141_36013	161	1087	+	927	67
2503_1	k141_14721	1	1182	+	1182	25
2504_1	k141_4215	2	1948	-	1947	36
2505_1	k141_43205	48	245	-	198	0
2505_2	k141_43205	282	773	-	492	25
2505_3	k141_43205	797	1723	-	927	37
2505_4	k141_43205	1797	3776	-	1980	59
2505_5	k141_43205	3918	4556	+	639	18
2505_6	k141_43205	4751	5434	+	684	12
2506_1	k141_64464	1	414	+	414	6
2506_2	k141_64464	440	1885	+	1446	43
2506_3	k141_64464	2139	2534	+	396	9
2506_4	k141_64464	2485	2727	+	243	9
2507_1	k141_14722	3	392	-	390	13
2507_2	k141_14722	605	1039	+	435	8
2508_1	k141_22021	2	841	+	840	29
2508_2	k141_22021	967	1038	+	72	0
2509_1	k141_11449	1	234	+	234	7
2509_2	k141_11449	231	524	+	294	3
2509_3	k141_11449	527	766	+	240	3
2509_4	k141_11449	753	1130	+	378	7
2509_5	k141_11449	1127	1459	+	333	10
2509_6	k141_11449	1456	1791	+	336	2
2509_7	k141_11449	1775	2083	+	309	2
2509_8	k141_11449	2070	2222	+	153	12
2509_9	k141_11449	2219	2386	+	168	7
2509_10	k141_11449	2376	2546	+	171	4
2510_1	k141_25327	2	277	+	276	2
2510_2	k141_25327	290	691	+	402	19
2510_3	k141_25327	801	1364	+	564	9
2511_1	k141_67785	2	703	+	702	4
2511_2	k141_67785	832	1254	-	423	7
2511_3	k141_67785	1241	1762	-	522	5
2512_1	k141_7639	1	492	-	492	3
2512_2	k141_7639	510	1001	+	492	3
2513_1	k141_14723	3	125	+	123	13
2513_2	k141_14723	440	619	+	180	20
2513_3	k141_14723	1052	1501	+	450	19
2514_1	k141_64467	168	1664	+	1497	23
2515_1	k141_25328	3	1574	+	1572	19
2516_1	k141_67788	3	686	+	684	1
2516_2	k141_67788	727	1218	+	492	0
2517_1	k141_36017	3	287	+	285	0
2517_2	k141_36017	309	941	+	633	13
2517_3	k141_36017	986	1585	-	600	19
2517_4	k141_36017	1812	2534	+	723	14
2517_5	k141_36017	2602	3114	-	513	5
2518_1	k141_22027	3	188	+	186	1
2518_2	k141_22027	435	617	+	183	2
2518_3	k141_22027	614	901	+	288	0
2518_4	k141_22027	1113	1712	+	600	2
2519_1	k141_67790	225	590	+	366	6
2519_2	k141_67790	618	1001	+	384	10
2519_3	k141_67790	1050	1145	+	96	0
2520_1	k141_25330	1	954	+	954	42
2520_2	k141_25330	967	1110	+	144	10
2520_3	k141_25330	1111	1332	+	222	5
2520_4	k141_25330	1419	1490	+	72	0
2521_1	k141_43208	95	469	+	375	1
2521_2	k141_43208	463	678	+	216	13
2521_3	k141_43208	731	919	-	189	2
2521_4	k141_43208	1042	2142	-	1101	63
2521_5	k141_43208	2424	3893	-	1470	95
2521_6	k141_43208	3944	4228	-	285	4
2521_7	k141_43208	4540	4983	-	444	31
2522_1	k141_29045	3	278	-	276	2
2522_2	k141_29045	293	1171	-	879	17
2522_3	k141_29045	1187	2665	-	1479	29
2522_4	k141_29045	2662	4821	-	2160	56
2522_5	k141_29045	4821	5195	-	375	0
2522_6	k141_29045	5208	7034	-	1827	26
2523_1	k141_36019	128	808	+	681	22
2523_2	k141_36019	838	1458	+	621	19
2523_3	k141_36019	1458	1763	+	306	8
2523_4	k141_36019	1852	2019	+	168	6
2524_1	k141_32523	19	774	-	756	56
2524_2	k141_32523	788	3598	-	2811	311
2524_3	k141_32523	3783	5351	+	1569	165
2524_4	k141_32523	5658	6431	+	774	96
2524_5	k141_32523	6518	6721	+	204	33
2524_6	k141_32523	6687	7088	+	402	41
2524_7	k141_32523	7258	8241	-	984	95
2524_8	k141_32523	8245	9084	-	840	91
2524_9	k141_32523	9194	9685	-	492	71
2524_10	k141_32523	10079	10228	-	150	45
2524_11	k141_32523	10612	10821	+	210	39
2524_12	k141_32523	11416	12069	-	654	52
2524_13	k141_32523	12066	14183	-	2118	176
2524_14	k141_32523	14330	14446	-	117	5
2524_15	k141_32523	14472	15725	-	1254	134
2524_16	k141_32523	15763	16896	-	1134	72
2524_17	k141_32523	16869	18488	-	1620	112
2524_18	k141_32523	18790	19332	-	543	44
2524_19	k141_32523	19399	19752	-	354	55
2524_20	k141_32523	20213	20458	-	246	35
2524_21	k141_32523	20474	22168	-	1695	212
2524_22	k141_32523	22495	23190	-	696	66
2524_23	k141_32523	23174	24541	-	1368	106
2524_24	k141_32523	24885	25316	-	432	23
2524_25	k141_32523	25301	25450	-	150	15
2524_26	k141_32523	25734	26033	-	300	42
2524_27	k141_32523	26362	26661	+	300	74
2524_28	k141_32523	26695	27123	+	429	60
2524_29	k141_32523	27651	27779	+	129	30
2524_30	k141_32523	28230	29810	-	1581	214
2525_1	k141_22031	175	726	-	552	4
2525_2	k141_22031	746	1222	-	477	5
2526_1	k141_64471	2	1630	-	1629	15
2526_2	k141_64471	1710	2879	-	1170	3
2527_1	k141_29047	3	1298	+	1296	5
2527_2	k141_29047	1314	1439	+	126	4
2528_1	k141_14734	3	488	+	486	2
2528_2	k141_14734	500	943	+	444	3
2529_1	k141_43209	189	539	-	351	5
2529_2	k141_43209	834	1424	+	591	14
2529_3	k141_43209	2326	2415	+	90	6
2530_1	k141_64472	87	506	-	420	6
2530_2	k141_64472	527	1192	-	666	6
2530_3	k141_64472	1209	1460	-	252	6
2531_1	k141_11454	1	141	+	141	0
2531_2	k141_11454	593	2407	-	1815	74
2531_3	k141_11454	2394	4640	-	2247	77
2531_4	k141_11454	4721	5221	-	501	12
2532_1	k141_36021	3	1808	+	1806	170
2533_1	k141_14735	2	343	+	342	2
2533_2	k141_14735	361	816	+	456	2
2533_3	k141_14735	819	1106	+	288	6
2534_1	k141_22034	78	1535	-	1458	85
2534_2	k141_22034	1629	1844	-	216	3
2535_1	k141_7640	1	903	-	903	19
2535_2	k141_7640	1185	1856	+	672	32
2535_3	k141_7640	1853	2869	+	1017	30
2535_4	k141_7640	2983	3750	+	768	25
2535_5	k141_7640	3740	5686	+	1947	58
2535_6	k141_7640	5962	6384	+	423	19
2535_7	k141_7640	6443	6775	-	333	14
2535_8	k141_7640	7067	7291	+	225	8
2535_9	k141_7640	7291	7563	+	273	9
2536_1	k141_11455	3	1415	+	1413	26
2537_1	k141_14737	1	1008	+	1008	23
2537_2	k141_14737	995	1129	+	135	0
2538_1	k141_67791	1	303	+	303	6
2538_2	k141_67791	442	1629	+	1188	26
2538_3	k141_67791	1698	2672	+	975	41
2538_4	k141_67791	2742	4043	+	1302	62
2538_5	k141_67791	4055	4147	+	93	1
2538_6	k141_67791	4401	5588	+	1188	18
2539_1	k141_64475	1	141	-	141	0
2539_2	k141_64475	131	1522	-	1392	18
2539_3	k141_64475	1560	1763	-	204	0
2540_1	k141_25344	3	494	+	492	7
2540_2	k141_25344	755	1702	-	948	13
2541_1	k141_22035	3	446	-	444	28
2541_2	k141_22035	781	1830	+	1050	57
2541_3	k141_22035	1961	2218	+	258	15
2542_1	k141_43212	3	395	-	393	0
2542_2	k141_43212	388	1686	-	1299	31
2542_3	k141_43212	1929	2102	-	174	7
2542_4	k141_43212	2208	2603	-	396	0
2543_1	k141_29053	2	2410	+	2409	42
2544_1	k141_14741	2	1285	-	1284	24
2545_1	k141_36031	1	423	+	423	0
2545_2	k141_36031	420	1055	+	636	14
2545_3	k141_36031	1346	2095	-	750	18
2546_1	k141_4226	2	709	+	708	10
2546_2	k141_4226	721	1461	+	741	20
2546_3	k141_4226	1445	2518	+	1074	20
2546_4	k141_4226	2639	5281	+	2643	123
2546_5	k141_4226	5748	7826	-	2079	57
2546_6	k141_4226	8022	9674	+	1653	72
2546_7	k141_4226	9699	9791	+	93	0
2546_8	k141_4226	9791	10165	+	375	16
2546_9	k141_4226	10250	10459	+	210	4
2547_1	k141_29054	3	2393	+	2391	33
2548_1	k141_22039	3	368	-	366	13
2548_2	k141_22039	439	735	-	297	4
2548_3	k141_22039	911	1516	-	606	1
2549_1	k141_64476	2	313	+	312	18
2549_2	k141_64476	352	1032	+	681	113
2549_3	k141_64476	1068	2627	+	1560	243
2549_4	k141_64476	2826	3488	+	663	152
2550_1	k141_4229	3	917	+	915	4
2551_1	k141_67803	3	803	-	801	13
2552_1	k141_64479	29	772	-	744	7
2553_1	k141_25351	3	947	+	945	15
2553_2	k141_25351	1000	2406	+	1407	29
2553_3	k141_25351	2783	3337	-	555	19
2554_1	k141_14743	3	251	-	249	0
2554_2	k141_14743	322	930	-	609	35
2554_3	k141_14743	1190	2944	+	1755	19
2554_4	k141_14743	3059	3925	-	867	10
2555_1	k141_39511	3	101	+	99	2
2555_2	k141_39511	532	1449	+	918	22
2555_3	k141_39511	1467	2978	+	1512	70
2555_4	k141_39511	2997	4424	+	1428	58
2555_5	k141_39511	4579	6108	+	1530	77
2555_6	k141_39511	6230	7294	+	1065	39
2555_7	k141_39511	7298	9706	+	2409	103
2555_8	k141_39511	9836	11428	+	1593	75
2555_9	k141_39511	11477	12817	+	1341	37
2555_10	k141_39511	12906	14132	+	1227	57
2555_11	k141_39511	14286	14750	+	465	24
2555_12	k141_39511	14886	15686	+	801	28
2555_13	k141_39511	15721	15969	+	249	5
2555_14	k141_39511	16035	16562	-	528	24
2555_15	k141_39511	16668	17687	-	1020	20
2555_16	k141_39511	17888	19150	+	1263	17
2555_17	k141_39511	19207	20100	+	894	15
2555_18	k141_39511	20093	20938	+	846	8
2555_19	k141_39511	20946	22370	+	1425	15
2555_20	k141_39511	22398	22712	+	315	6
2555_21	k141_39511	23598	23819	+	222	2
2555_22	k141_39511	23869	23994	+	126	0
2556_1	k141_4231	2	1024	-	1023	2
2557_1	k141_22044	2	142	+	141	1
2557_2	k141_22044	175	2277	+	2103	115
2558_1	k141_43216	44	1435	+	1392	41
2558_2	k141_43216	1693	3060	+	1368	44
2558_3	k141_43216	3406	4035	-	630	28
2558_4	k141_43216	4138	4308	-	171	2
2558_5	k141_43216	4311	5009	-	699	15
2558_6	k141_43216	5006	5581	-	576	12
2558_7	k141_43216	5668	5868	-	201	12
2559_1	k141_50168	1	366	-	366	20
2559_2	k141_50168	497	1201	+	705	52
2559_3	k141_50168	1169	1459	-	291	5
2559_4	k141_50168	1607	2356	-	750	48
2559_5	k141_50168	2349	3278	-	930	55
2559_6	k141_50168	3365	3622	+	258	17
2559_7	k141_50168	3723	5177	+	1455	75
2559_8	k141_50168	5224	5958	+	735	47
2559_9	k141_50168	6019	6480	+	462	52
2559_10	k141_50168	6584	7060	-	477	21
2559_11	k141_50168	7079	7852	-	774	50
2559_12	k141_50168	7871	8581	-	711	24
2559_13	k141_50168	8591	9280	-	690	59
2559_14	k141_50168	9282	10769	-	1488	122
2559_15	k141_50168	10886	12076	-	1191	97
2559_16	k141_50168	12090	12479	-	390	20
2559_17	k141_50168	12500	13342	-	843	52
2559_18	k141_50168	13416	14243	-	828	50
2559_19	k141_50168	14240	15088	-	849	59
2560_1	k141_11459	2	2569	+	2568	188
2561_1	k141_14750	1	1086	+	1086	38
2561_2	k141_14750	1146	1391	-	246	1
2562_1	k141_67808	3	2819	-	2817	59
2563_1	k141_50170	2	1072	+	1071	8
2564_1	k141_32528	191	1438	+	1248	105
2564_2	k141_32528	1435	2271	+	837	50
2564_3	k141_32528	2315	3529	+	1215	107
2564_4	k141_32528	3590	4207	-	618	32
2564_5	k141_32528	4354	5670	+	1317	96
2564_6	k141_32528	6000	6158	+	159	10
2564_7	k141_32528	6453	6965	+	513	53
2564_8	k141_32528	7078	7647	+	570	33
2564_9	k141_32528	7640	9829	+	2190	119
2564_10	k141_32528	9840	11660	+	1821	162
2565_1	k141_43221	1	1482	-	1482	18
2566_1	k141_46384	188	727	-	540	21
2566_2	k141_46384	943	2505	-	1563	60
2566_3	k141_46384	2568	2801	-	234	7
2566_4	k141_46384	2815	2964	-	150	1
2566_5	k141_46384	3071	3862	+	792	18
2566_6	k141_46384	3991	8136	-	4146	150
2566_7	k141_46384	8356	9789	-	1434	53
2566_8	k141_46384	9948	11420	-	1473	49
2566_9	k141_46384	11417	12067	-	651	26
2566_10	k141_46384	12104	12349	-	246	17
2566_11	k141_46384	12464	13936	-	1473	90
2566_12	k141_46384	13940	18445	-	4506	228
2566_13	k141_46384	18716	19288	+	573	18
2566_14	k141_46384	19390	20025	+	636	18
2567_1	k141_29060	3	521	+	519	6
2567_2	k141_29060	535	1845	+	1311	35
2567_3	k141_29060	2090	2626	+	537	12
2567_4	k141_29060	2679	4253	-	1575	22
2567_5	k141_29060	4466	5410	+	945	13
2568_1	k141_22046	89	3829	+	3741	240
2569_1	k141_11463	2	1372	+	1371	326
2570_1	k141_43222	1	387	-	387	0
2570_2	k141_43222	536	1192	-	657	1
2571_1	k141_14753	3	2036	-	2034	1
2572_1	k141_46386	1	1095	-	1095	4
2573_1	k141_64494	1	69	-	69	0
2573_2	k141_64494	183	1205	-	1023	8
2573_3	k141_64494	1230	1874	-	645	6
2574_1	k141_39521	3	1034	+	1032	0
2574_2	k141_39521	1225	1854	+	630	0
2574_3	k141_39521	1851	2468	+	618	10
2575_1	k141_25359	1	288	-	288	6
2575_2	k141_25359	272	1489	-	1218	18
2575_3	k141_25359	1504	1698	-	195	4
2575_4	k141_25359	1858	2466	+	609	39
2575_5	k141_25359	2686	3324	-	639	176
2576_1	k141_4239	131	385	+	255	13
2576_2	k141_4239	495	1967	+	1473	98
2576_3	k141_4239	1967	2164	+	198	4
2576_4	k141_4239	2309	2404	+	96	5
2576_5	k141_4239	3043	3348	+	306	7
2577_1	k141_67814	3	1895	-	1893	32
2578_1	k141_53697	1	429	+	429	69
2578_2	k141_53697	417	659	-	243	31
2578_3	k141_53697	643	1080	-	438	144
2578_4	k141_53697	1554	2537	-	984	179
2578_5	k141_53697	2554	2739	-	186	19
2578_6	k141_53697	3138	3494	+	357	75
2578_7	k141_53697	3497	3688	-	192	1
2578_8	k141_53697	3717	3914	-	198	3
2578_9	k141_53697	4174	4464	-	291	11
2578_10	k141_53697	4468	5352	-	885	33
2578_11	k141_53697	5342	5602	-	261	4
2578_12	k141_53697	5599	7620	-	2022	78
2578_13	k141_53697	7703	8752	-	1050	53
2578_14	k141_53697	8915	10891	-	1977	93
2578_15	k141_53697	10964	11698	-	735	27
2578_16	k141_53697	11673	11981	-	309	3
2578_17	k141_53697	12008	14251	-	2244	107
2578_18	k141_53697	14303	14761	-	459	16
2578_19	k141_53697	14748	17186	-	2439	101
2578_20	k141_53697	17167	17556	-	390	10
2578_21	k141_53697	17579	18451	-	873	35
2578_22	k141_53697	18626	20329	-	1704	74
2578_23	k141_53697	20356	20538	-	183	11
2578_24	k141_53697	20743	21123	-	381	27
2579_1	k141_32534	2	382	+	381	3
2579_2	k141_32534	515	1282	+	768	21
2579_3	k141_32534	1299	1937	+	639	10
2580_1	k141_25363	2	310	-	309	5
2580_2	k141_25363	461	1345	-	885	15
2581_1	k141_22054	190	1647	+	1458	23
2582_1	k141_4245	2	1084	+	1083	24
2583_1	k141_64499	3	92	+	90	1
2583_2	k141_64499	303	782	+	480	17
2583_3	k141_64499	782	1903	+	1122	24
2584_1	k141_67817	3	623	+	621	12
2584_2	k141_67817	643	1440	+	798	17
2584_3	k141_67817	1440	2087	+	648	14
2585_1	k141_14766	1	654	-	654	17
2585_2	k141_14766	821	1207	-	387	5
2585_3	k141_14766	1253	1435	-	183	2
2586_1	k141_50173	2	691	+	690	12
2586_2	k141_50173	813	1763	+	951	11
2586_3	k141_50173	1887	3704	+	1818	45
2586_4	k141_50173	3706	5439	+	1734	35
2586_5	k141_50173	5566	5790	+	225	13
2586_6	k141_50173	5924	6499	+	576	26
2586_7	k141_50173	6489	6731	+	243	3
2586_8	k141_50173	6614	6997	-	384	18
2587_1	k141_53704	3	638	-	636	13
2587_2	k141_53704	856	1017	-	162	5
2588_1	k141_11472	1	666	+	666	8
2588_2	k141_11472	679	1368	+	690	17
2588_3	k141_11472	1408	2280	+	873	17
2589_1	k141_32539	1	1656	+	1656	49
2589_2	k141_32539	1643	1750	-	108	0
2590_1	k141_4247	17	1960	-	1944	7
2591_1	k141_39528	3	395	+	393	1
2591_2	k141_39528	392	1720	+	1329	16
2591_3	k141_39528	1717	2685	+	969	11
2591_4	k141_39528	2800	3210	+	411	2
2592_1	k141_67818	3	665	+	663	18
2592_2	k141_67818	670	1029	+	360	11
2592_3	k141_67818	1047	2228	+	1182	24
2593_1	k141_43236	3	482	+	480	5
2593_2	k141_43236	585	1451	+	867	7
2593_3	k141_43236	1600	2445	+	846	21
2594_1	k141_18391	856	1101	-	246	19
2594_2	k141_18391	1128	1328	-	201	9
2594_3	k141_18391	1325	1897	-	573	8
2594_4	k141_18391	1910	2881	-	972	45
2594_5	k141_18391	3116	4192	-	1077	31
2594_6	k141_18391	4363	4614	+	252	6
2594_7	k141_18391	4722	5219	-	498	15
2594_8	k141_18391	5242	5931	-	690	13
2594_9	k141_18391	5946	6356	-	411	6
2594_10	k141_18391	6510	7136	-	627	59
2594_11	k141_18391	7249	8187	-	939	38
2594_12	k141_18391	8197	9096	-	900	25
2594_13	k141_18391	9110	10054	-	945	52
2594_14	k141_18391	10041	10412	-	372	12
2594_15	k141_18391	10434	12698	-	2265	109
2594_16	k141_18391	12719	13018	-	300	13
2594_17	k141_18391	13011	13280	-	270	4
2594_18	k141_18391	13302	14492	-	1191	52
2594_19	k141_18391	14508	14972	-	465	28
2594_20	k141_18391	14930	15034	-	105	0
2594_21	k141_18391	15120	19532	-	4413	210
2594_22	k141_18391	19534	20595	-	1062	59
2594_23	k141_18391	20608	21639	-	1032	38
