# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_10_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_10/A17_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_10/A17_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_10/A17_2.bam	RPKG
5829_15	k141_29735	17594	19360	-	1767	64	0.0148707
5829_16	k141_29735	19613	20236	-	624	38	0.0250027
5829_17	k141_29735	20586	20828	-	243	9	0.0152063
5829_18	k141_29735	20842	23238	-	2397	83	0.0142167
5829_19	k141_29735	23235	23450	-	216	10	0.0190079
5829_20	k141_29735	23457	23900	-	444	14	0.0129459
5829_21	k141_29735	23970	25130	-	1161	36	0.0127309
5829_22	k141_29735	25117	25830	-	714	32	0.0184009
5829_23	k141_29735	26178	26555	-	378	3	0.0032585
5829_24	k141_29735	26571	27404	-	834	27	0.0132919
5829_25	k141_29735	27656	28213	-	558	14	0.0103011
5829_26	k141_29735	28356	29363	-	1008	35	0.0142559
5829_27	k141_29735	29375	30664	-	1290	50	0.0159136
5829_28	k141_29735	30649	31164	-	516	23	0.0183006
5829_29	k141_29735	31446	32210	-	765	29	0.0155641
5829_30	k141_29735	32229	33443	-	1215	27	0.0091238
5829_31	k141_29735	33519	34397	-	879	27	0.0126114
5829_32	k141_29735	34621	35505	+	885	33	0.0153094
5829_33	k141_29735	35502	36392	-	891	31	0.0142847
5830_1	k141_144435	94	1182	-	1089	21	0.00791735
5830_2	k141_144435	1219	2424	-	1206	21	0.00714925
5830_3	k141_144435	2588	3292	-	705	10	0.0058237
5830_4	k141_144435	3553	5385	-	1833	42	0.00940752
5830_5	k141_144435	5739	6473	-	735	4	0.0022344
5831_1	k141_77547	1	684	+	684	3	0.00180075
5831_2	k141_77547	688	1335	+	648	0	0
5832_1	k141_87014	2	127	+	126	0	0
5832_2	k141_87014	87	2396	+	2310	15	0.00266605
5832_3	k141_87014	2359	3252	+	894	5	0.00229626
5833_1	k141_96610	2	2473	+	2472	24	0.00398613
5833_2	k141_96610	2622	2903	+	282	8	0.0116474
5833_3	k141_96610	2938	5064	+	2127	22	0.00424662
5833_4	k141_96610	5155	5664	+	510	11	0.00885545
5833_5	k141_96610	5730	5834	+	105	0	0
5834_1	k141_20390	53	1336	-	1284	13	0.00415687
5835_1	k141_39324	2	160	+	159	13	0.0335687
5835_2	k141_39324	305	586	+	282	155	0.225668
5835_3	k141_39324	575	826	-	252	141	0.229724
5835_4	k141_39324	1259	2917	+	1659	117	0.0289553
5835_5	k141_39324	2942	3094	+	153	7	0.0187843
5835_6	k141_39324	3158	4234	+	1077	87	0.0331659
5835_7	k141_39324	4224	5660	+	1437	81	0.0231428
5835_8	k141_39324	5673	7211	+	1539	91	0.0242768
5835_9	k141_39324	7336	8004	-	669	57	0.0349814
5835_10	k141_39324	8001	8330	-	330	35	0.0435454
5836_1	k141_96611	2	64	-	63	3	0.019551
5836_2	k141_96611	179	397	-	219	6	0.0112485
5836_3	k141_96611	487	930	-	444	16	0.0147954
5836_4	k141_96611	923	1171	-	249	10	0.0164888
5837_1	k141_39325	2	724	+	723	776	0.440668
5837_2	k141_39325	912	1049	+	138	40	0.119006
5838_1	k141_48972	1	900	+	900	18	0.00821142
5838_2	k141_48972	1036	2388	+	1353	39	0.0118346
5838_3	k141_48972	2772	3788	+	1017	26	0.0104964
5838_4	k141_48972	3885	5225	-	1341	46	0.0140837
5839_1	k141_144443	3	2435	-	2433	26	0.00438752
5840_1	k141_77550	3	68	+	66	0	0
5840_2	k141_77550	143	607	+	465	0	0
5840_3	k141_77550	617	784	-	168	0	0
5840_4	k141_77550	1067	2401	+	1335	5	0.00153772
5840_5	k141_77550	2268	2993	-	726	2	0.00113105
5840_6	k141_77550	3058	3336	+	279	0	0
5841_1	k141_67980	3	392	+	390	4	0.00421098
5841_2	k141_67980	1133	1522	+	390	13	0.0136857
5841_3	k141_67980	1534	2256	+	723	14	0.0079502
5841_4	k141_67980	2378	3148	+	771	31	0.016508
5841_5	k141_67980	3102	3872	+	771	15	0.00798776
5841_6	k141_67980	3895	4494	+	600	11	0.00752713
5841_7	k141_67980	4501	5577	+	1077	14	0.00533704
5842_1	k141_20394	1	1128	-	1128	21	0.00764361
5842_2	k141_20394	1121	1483	-	363	9	0.0101794
5843_1	k141_48975	1	798	+	798	3	0.0015435
5843_2	k141_48975	839	1033	+	195	2	0.00421098
5844_1	k141_39329	3	1145	-	1143	345	0.123926
5845_1	k141_20396	56	307	-	252	0	0
5845_2	k141_20396	309	1004	-	696	0	0
5846_1	k141_134737	148	3162	-	3015	96	0.0130729
5846_2	k141_134737	3241	5160	-	1920	56	0.011975
5846_3	k141_134737	5350	6639	-	1290	45	0.0143222
5846_4	k141_134737	6639	7346	-	708	7	0.00405932
5846_5	k141_134737	7760	8218	+	459	6	0.00536694
5846_6	k141_134737	8328	9911	-	1584	14	0.00362878
5846_7	k141_134737	9889	11571	-	1683	29	0.0070746
5846_8	k141_134737	12002	13537	+	1536	29	0.00775167
5846_9	k141_134737	13512	14567	+	1056	17	0.00660957
5846_10	k141_134737	14583	15485	+	903	21	0.00954816
5846_11	k141_134737	15499	16311	+	813	13	0.0065651
5846_12	k141_134737	16329	17153	+	825	27	0.0134369
5846_13	k141_134737	17134	18654	+	1521	45	0.0121471
5846_14	k141_134737	18670	19638	+	969	37	0.0156771
5846_15	k141_134737	19660	21309	+	1650	22	0.00547428
5846_16	k141_134737	22564	22821	-	258	51	0.0811594
5847_1	k141_48979	1	609	+	609	8	0.00539338
5847_2	k141_48979	639	1193	+	555	12	0.00887721
5848_1	k141_134738	1	1260	+	1260	4	0.0013034
5849_1	k141_1090	3	251	+	249	7	0.0115422
5849_2	k141_1090	290	655	-	366	12	0.0134613
5849_3	k141_1090	684	1217	-	534	20	0.0153772
5849_4	k141_1090	1420	1569	+	150	14	0.03832
5849_5	k141_1090	1732	2052	+	321	21	0.0268598
5849_6	k141_1090	2406	4508	+	2103	97	0.0189374
5849_7	k141_1090	4678	5868	+	1191	99	0.0341281
5849_8	k141_1090	6234	6668	+	435	24	0.0226522
5849_9	k141_1090	6670	8394	+	1725	80	0.019041
5849_10	k141_1090	8469	9140	-	672	33	0.020162
5849_11	k141_1090	9258	10079	-	822	43	0.0214776
5849_12	k141_1090	10097	11011	-	915	53	0.0237817
5849_13	k141_1090	11179	11538	+	360	20	0.0228095
5849_14	k141_1090	11531	12223	+	693	45	0.0266605
5849_15	k141_1090	12241	12834	+	594	23	0.0158975
5849_16	k141_1090	13020	14756	-	1737	104	0.0245823
5849_17	k141_1090	14750	16582	-	1833	128	0.0286705
5849_18	k141_1090	16908	17939	+	1032	71	0.0282466
5849_19	k141_1090	18066	18674	-	609	34	0.0229219
5849_20	k141_1090	18847	20007	+	1161	41	0.0144991
5849_21	k141_1090	20044	21000	+	957	44	0.0188768
5849_22	k141_1090	21004	21855	+	852	35	0.0168662
5849_23	k141_1090	21836	22519	+	684	44	0.026411
5849_24	k141_1090	22510	23043	+	534	17	0.0130706
5849_25	k141_1090	23267	24406	+	1140	46	0.0165669
5849_26	k141_1090	24408	25526	+	1119	80	0.0293527
5849_27	k141_1090	25645	26289	-	645	26	0.0165501
5849_28	k141_1090	26714	27226	+	513	32	0.0256107
5849_29	k141_1090	27242	27673	+	432	18	0.0171071
5849_30	k141_1090	27675	28412	+	738	37	0.0205842
5849_31	k141_1090	28405	28869	+	465	17	0.0150101
5849_32	k141_1090	29011	29262	+	252	6	0.0097755
5849_33	k141_1090	29256	30164	+	909	61	0.0275521
5849_34	k141_1090	30191	31222	+	1032	52	0.0206877
5849_35	k141_1090	31265	31972	+	708	29	0.0168172
5850_1	k141_39335	1	219	-	219	0	0
5850_2	k141_39335	254	631	-	378	0	0
5850_3	k141_39335	824	1753	-	930	8	0.00353179
5850_4	k141_39335	1949	2410	+	462	1	0.000888682
5851_1	k141_144450	3	824	-	822	3	0.00149843
5851_2	k141_144450	1011	2504	-	1494	6	0.00164888
5851_3	k141_144450	2844	3017	+	174	0	0
5852_1	k141_67981	3	95	-	93	0	0
5852_2	k141_67981	198	788	+	591	23	0.0159782
5852_3	k141_67981	844	1515	-	672	15	0.00916453
5852_4	k141_67981	1527	2369	-	843	18	0.00876664
5852_5	k141_67981	2373	3674	-	1302	56	0.017659
5852_6	k141_67981	3684	4634	-	951	32	0.0138152
5852_7	k141_67981	4779	5042	+	264	12	0.0186623
5853_1	k141_134739	15	629	-	615	179	0.1195
5853_2	k141_134739	679	1746	-	1068	328	0.126093
5854_1	k141_67983	2	853	+	852	18	0.00867403
5854_2	k141_67983	1060	1194	-	135	0	0
5855_1	k141_134741	2	751	-	750	10	0.00547428
5855_2	k141_134741	922	1383	-	462	11	0.0097755
5856_1	k141_1091	1	2874	-	2874	24	0.00342857
5857_1	k141_115741	219	2930	+	2712	69	0.0104459
5857_2	k141_115741	2933	3466	+	534	12	0.00922631
5857_3	k141_115741	3486	4238	+	753	25	0.0136312
5857_4	k141_115741	4716	6896	+	2181	52	0.00978895
5857_5	k141_115741	6904	7494	+	591	19	0.0131994
5857_6	k141_115741	7498	8127	+	630	9	0.0058653
5857_7	k141_115741	8671	12261	+	3591	130	0.0148633
5857_8	k141_115741	12475	12675	-	201	11	0.0224691
5857_9	k141_115741	12723	14126	-	1404	50	0.0146215
5857_10	k141_115741	14181	15173	-	993	46	0.0190194
5857_11	k141_115741	15176	15829	-	654	23	0.014439
5857_12	k141_115741	15957	16880	-	924	40	0.0177736
5857_13	k141_115741	16870	18258	-	1389	44	0.0130058
5858_1	k141_67986	3	62	-	60	0	0
5858_2	k141_67986	122	940	-	819	19	0.00952485
5858_3	k141_67986	933	1001	-	69	1	0.0059503
5859_1	k141_106596	1058	1600	-	543	16	0.0120979
5859_2	k141_106596	1681	2799	-	1119	40	0.0146764
5859_3	k141_106596	2838	3872	-	1035	22	0.00872711
5859_4	k141_106596	3929	4747	-	819	18	0.00902354
5859_5	k141_106596	4814	6187	-	1374	44	0.0131478
5859_6	k141_106596	6212	6610	-	399	9	0.009261
5859_7	k141_106596	6807	7274	-	468	11	0.00965017
5859_8	k141_106596	7677	8270	+	594	11	0.00760317
5859_9	k141_106596	8267	8839	-	573	18	0.0128975
5859_10	k141_106596	8836	9405	-	570	26	0.0187278
5859_11	k141_106596	10106	12034	-	1929	84	0.0178787
5859_12	k141_106596	12093	13304	-	1212	39	0.0132114
5859_13	k141_106596	13649	14521	-	873	29	0.0136387
5860_1	k141_172899	2	88	+	87	0	0
5860_2	k141_172899	425	1114	-	690	12	0.00714036
5860_3	k141_172899	1164	2639	-	1476	35	0.00973576
5860_4	k141_172899	2907	4094	-	1188	50	0.0172799
5860_5	k141_172899	4413	5705	-	1293	50	0.0158767
5860_6	k141_172899	5996	8476	-	2481	71	0.0117495
5860_7	k141_172899	8776	9477	-	702	17	0.0099426
5860_8	k141_172899	9673	10593	-	921	23	0.0102531
5860_9	k141_172899	10799	12040	-	1242	17	0.00561973
5860_10	k141_172899	12372	13043	-	672	12	0.00733162
5860_11	k141_172899	13157	14530	-	1374	29	0.00866562
5860_12	k141_172899	14531	16300	-	1770	42	0.00974236
5860_13	k141_172899	16325	16645	-	321	4	0.00511615
5860_14	k141_172899	16638	17612	-	975	16	0.00673758
5860_15	k141_172899	17640	18233	-	594	16	0.0110592
5860_16	k141_172899	18279	18746	-	468	10	0.00877288
5860_17	k141_172899	18749	20764	-	2016	36	0.00733162
5860_18	k141_172899	20784	21155	-	372	8	0.00882948
5860_19	k141_172899	21429	22370	-	942	27	0.011768
5860_20	k141_172899	22795	23667	-	873	30	0.014109
5860_21	k141_172899	23986	25284	+	1299	39	0.0123266
5860_22	k141_172899	25286	25996	+	711	17	0.00981675
5860_23	k141_172899	26291	27100	-	810	19	0.00963068
5860_24	k141_172899	27307	28248	-	942	44	0.0191774
5860_25	k141_172899	28517	29149	+	633	15	0.00972917
5860_26	k141_172899	29475	30611	+	1137	30	0.010833
5861_1	k141_58703	3	131	+	129	19	0.0604717
5861_2	k141_58703	183	668	-	486	68	0.0574461
5861_3	k141_58703	729	1052	-	324	46	0.0582909
5861_4	k141_58703	1364	3100	-	1737	119	0.0281278
5861_5	k141_58703	3247	4611	-	1365	87	0.0261683
5861_6	k141_58703	4863	8189	-	3327	217	0.0267791
5861_7	k141_58703	8282	9025	-	744	46	0.0253848
5861_8	k141_58703	9130	9888	-	759	40	0.0216375
5861_9	k141_58703	9934	11115	-	1182	89	0.0309144
5861_10	k141_58703	11112	11972	-	861	60	0.0286112
5861_11	k141_58703	11984	13321	-	1338	104	0.0319128
5861_12	k141_58703	13333	14166	-	834	77	0.0379064
5861_13	k141_58703	14272	14688	-	417	23	0.0226454
5861_14	k141_58703	14672	15022	-	351	27	0.0315824
5861_15	k141_58703	15092	16912	+	1821	139	0.0313396
5861_16	k141_58703	17033	18070	-	1038	64	0.0253146
5861_17	k141_58703	18585	19808	+	1224	85	0.0285119
5861_18	k141_58703	19950	22211	+	2262	185	0.033579
5861_19	k141_58703	22246	24312	-	2067	153	0.0303906
5861_20	k141_58703	24442	24747	-	306	33	0.0442773
5861_21	k141_58703	25070	25219	-	150	17	0.0465314
5861_22	k141_58703	25242	25454	+	213	32	0.061682
5861_23	k141_58703	25855	26568	-	714	50	0.0287515
5861_24	k141_58703	26712	26903	+	192	17	0.0363526
5861_25	k141_58703	26910	27134	+	225	13	0.0237219
5861_26	k141_58703	27166	29226	+	2061	156	0.0310767
5861_27	k141_58703	29259	30140	+	882	51	0.0237405
5861_28	k141_58703	30137	30751	+	615	60	0.0400557
5861_29	k141_58703	30765	30938	+	174	4	0.00943841
5861_30	k141_58703	30949	31155	+	207	12	0.0238012
5861_31	k141_58703	31161	31475	+	315	11	0.0143374
5861_32	k141_58703	31463	31882	+	420	18	0.0175959
5861_33	k141_58703	31896	32549	+	654	54	0.0339004
5861_34	k141_58703	32900	33397	-	498	34	0.028031
5861_35	k141_58703	33369	33986	-	618	37	0.0245811
5861_36	k141_58703	34094	35248	-	1155	110	0.039102
5861_37	k141_58703	35404	36792	-	1389	85	0.0251249
5861_38	k141_58703	36805	37245	-	441	25	0.023275
5861_39	k141_58703	37248	38777	-	1530	139	0.0373002
5861_40	k141_58703	38774	39217	-	444	25	0.0231177
5861_41	k141_58703	39281	40492	+	1212	69	0.0233741
5861_42	k141_58703	40514	41422	+	909	62	0.0280037
5861_43	k141_58703	41449	42651	+	1203	90	0.030716
5861_44	k141_58703	42657	43064	+	408	39	0.0392458
5861_45	k141_58703	43105	43389	+	285	37	0.0533022
5861_46	k141_58703	43549	45324	+	1776	191	0.0441549
5861_47	k141_58703	45321	45974	+	654	73	0.0458283
5861_48	k141_58703	45979	46932	+	954	83	0.0357205
5861_49	k141_58703	46935	47420	+	486	40	0.0337919
5861_50	k141_58703	47422	47718	+	297	24	0.0331775
5861_51	k141_58703	47731	48219	+	489	28	0.0235092
5861_52	k141_58703	48216	48659	+	444	16	0.0147954
5861_53	k141_58703	48672	49154	+	483	47	0.039952
5861_54	k141_58703	49158	49433	+	276	22	0.0327267
5861_55	k141_58703	49435	50289	+	855	64	0.0307328
5861_56	k141_58703	50273	50794	+	522	21	0.0165172
5861_57	k141_58703	50787	51635	+	849	56	0.0270812
5861_58	k141_58703	51639	59966	+	8328	661	0.0325873
5861_59	k141_58703	60363	61664	+	1302	110	0.0346873
5861_60	k141_58703	61711	62187	+	477	45	0.0387331
5861_61	k141_58703	62305	64215	-	1911	132	0.0283597
5861_62	k141_58703	64752	64889	+	138	8	0.0238012
5862_1	k141_20399	3	1289	-	1287	38	0.0121225
5862_2	k141_20399	1391	3679	-	2289	83	0.0148875
5862_3	k141_20399	3697	5271	-	1575	53	0.013816
5862_4	k141_20399	5268	6017	-	750	16	0.00875885
5862_5	k141_20399	6036	7142	-	1107	33	0.0122392
5863_1	k141_134742	3	203	+	201	5	0.0102132
5863_2	k141_134742	193	1236	+	1044	335	0.131745
5863_3	k141_134742	1514	3103	+	1590	23	0.00593908
5863_4	k141_134742	3100	3450	+	351	6	0.00701831
5864_1	k141_96620	3	83	-	81	9	0.045619
5864_2	k141_96620	532	1614	-	1083	35	0.0132687
5864_3	k141_96620	1631	2230	-	600	31	0.0212128
5864_4	k141_96620	2308	4587	+	2280	79	0.0142259
5864_5	k141_96620	4761	5669	+	909	37	0.0167119
5864_6	k141_96620	5815	7104	-	1290	66	0.021006
5864_7	k141_96620	7365	8201	-	837	24	0.0117726
5865_1	k141_77553	1	228	-	228	64	0.115248
5865_2	k141_77553	235	450	-	216	72	0.136857
5865_3	k141_77553	456	1283	-	828	404	0.200327
5865_4	k141_77553	1280	1966	-	687	319	0.190644
5865_5	k141_77553	2017	3381	-	1365	564	0.169643
5865_6	k141_77553	3413	3952	+	540	252	0.1916
5865_7	k141_77553	3989	4387	+	399	150	0.15435
5865_8	k141_77553	4421	4915	+	495	235	0.194918
5865_9	k141_77553	5061	6227	-	1167	716	0.251901
5865_10	k141_77553	6686	7384	-	699	454	0.266666
5865_11	k141_77553	7396	7872	-	477	266	0.228956
5865_12	k141_77553	8096	9226	+	1131	603	0.218899
5865_13	k141_77553	9383	9847	+	465	205	0.181004
5865_14	k141_77553	9918	10766	-	849	354	0.171192
5866_1	k141_134746	71	916	+	846	8	0.00388247
5866_2	k141_134746	967	2247	+	1281	20	0.00641016
5867_1	k141_96624	431	1462	+	1032	2	0.00079568
5867_2	k141_96624	1556	2170	+	615	2	0.00133519
5868_1	k141_106603	1	60	-	60	0	0
5868_2	k141_106603	346	609	+	264	1	0.00155519
5868_3	k141_106603	977	1417	-	441	2	0.001862
5869_1	k141_115742	1	333	+	333	5	0.00616473
5869_2	k141_115742	556	1791	+	1236	35	0.0116262
5869_3	k141_115742	2102	3121	-	1020	27	0.0108681
5869_4	k141_115742	3505	5445	-	1941	57	0.012057
5869_5	k141_115742	5682	6509	+	828	15	0.00743788
5870_1	k141_144460	248	445	+	198	87	0.180402
5870_2	k141_144460	438	1391	+	954	332	0.142882
5870_3	k141_144460	1394	2404	+	1011	416	0.168939
5870_4	k141_144460	2404	3384	+	981	434	0.181639
5870_5	k141_144460	3413	4183	+	771	227	0.120881
5871_1	k141_96626	1	867	+	867	26	0.0123124
5871_2	k141_96626	864	1442	+	579	4	0.00283641
5872_1	k141_58704	2	1351	+	1350	25	0.00760317
5872_2	k141_58704	1417	2859	+	1443	2	0.000569052
5872_3	k141_58704	2856	3260	+	405	0	0
5872_4	k141_58704	3377	5272	+	1896	14	0.00303164
5872_5	k141_58704	5315	5557	+	243	1	0.00168959
5873_1	k141_1094	2	115	+	114	0	0
5873_2	k141_1094	155	1474	+	1320	7	0.00217727
5873_3	k141_1094	1581	2372	+	792	3	0.00155519
5873_4	k141_1094	2555	3577	+	1023	7	0.00280938
5873_5	k141_1094	3580	3810	+	231	0	0
5873_6	k141_1094	3897	4598	+	702	1	0.000584859
5873_7	k141_1094	4606	7353	+	2748	2	0.000298814
5874_1	k141_20407	2	64	-	63	10	0.06517
5874_2	k141_20407	104	322	-	219	115	0.215597
5874_3	k141_20407	762	1514	-	753	253	0.137947
5874_4	k141_20407	1624	2211	-	588	217	0.15152
5875_1	k141_77556	1	231	-	231	1	0.00177736
5876_1	k141_39339	2	184	+	183	44	0.0987165
5876_2	k141_39339	237	1313	+	1077	493	0.18794
5876_3	k141_39339	1310	2293	+	984	410	0.171071
5876_4	k141_39339	2327	3373	-	1047	489	0.191757
5876_5	k141_39339	3590	6523	+	2934	1804	0.252444
5876_6	k141_39339	6617	7171	-	555	365	0.270015
5876_7	k141_39339	7373	8734	-	1362	1008	0.303859
5876_8	k141_39339	8936	11140	+	2205	1857	0.345773
5877_1	k141_172905	3	497	-	495	11	0.0091238
5877_2	k141_172905	594	920	+	327	8	0.0100446
5877_3	k141_172905	973	2154	-	1182	15	0.00521029
5877_4	k141_172905	2326	3009	+	684	21	0.0126052
5877_5	k141_172905	3841	6210	+	2370	23	0.00398444
5878_1	k141_115748	1	573	-	573	10	0.00716529
5878_2	k141_115748	678	1415	-	738	3	0.00166899
5879_1	k141_144462	3	233	-	231	10	0.0177736
5879_2	k141_144462	329	1084	-	756	7	0.00380158
5879_3	k141_144462	1106	1855	-	750	1	0.000547428
5879_4	k141_144462	2056	3285	-	1230	9	0.00300418
5880_1	k141_58705	58	279	+	222	2	0.00369884
5880_2	k141_58705	714	1796	+	1083	18	0.00682389
5880_3	k141_58705	1839	3242	+	1404	15	0.00438644
5881_1	k141_1095	3	824	+	822	4	0.00199791
5881_2	k141_1095	940	1068	+	129	0	0
5881_3	k141_1095	1084	1842	+	759	0	0
5881_4	k141_1095	2005	3321	+	1317	2	0.000623494
5882_1	k141_39340	219	506	-	288	3	0.00427678
5882_2	k141_39340	571	1734	-	1164	10	0.00352724
5883_1	k141_87015	3	293	+	291	0	0
5883_2	k141_87015	309	1238	+	930	40	0.017659
5883_3	k141_87015	1245	1883	+	639	35	0.0224882
5883_4	k141_87015	2089	2568	+	480	20	0.0171071
5883_5	k141_87015	2867	3175	+	309	23	0.0305603
5883_6	k141_87015	3308	3964	-	657	41	0.0256216
5883_7	k141_87015	4002	5927	-	1926	89	0.0189724
5883_8	k141_87015	6100	6663	+	564	26	0.018927
5883_9	k141_87015	6695	7231	+	537	35	0.0267597
5883_10	k141_87015	7639	8991	-	1353	1119	0.339563
5883_11	k141_87015	9010	9195	-	186	114	0.25164
5883_12	k141_87015	9183	11063	-	1881	1505	0.3285
5883_13	k141_87015	11076	11459	-	384	324	0.346419
5883_14	k141_87015	11534	11746	-	213	182	0.350817
5883_15	k141_87015	11757	12755	-	999	828	0.340293
5883_16	k141_87015	12780	13706	-	927	635	0.281243
5883_17	k141_87015	13708	15492	-	1785	1156	0.265894
5883_18	k141_87015	15518	16963	-	1446	905	0.256962
5883_19	k141_87015	16960	17247	-	288	235	0.335015
5883_20	k141_87015	17959	19011	+	1053	1115	0.434745
5883_21	k141_87015	19167	20708	+	1542	1159	0.308594
5883_22	k141_87015	20727	21725	+	999	602	0.247411
5883_23	k141_87015	22047	22139	+	93	60	0.264885
5884_1	k141_163731	125	796	-	672	47	0.0287155
5884_2	k141_163731	747	1868	-	1122	35	0.0128075
5884_3	k141_163731	1865	2188	-	324	4	0.00506878
5884_4	k141_163731	2190	2852	-	663	20	0.0123852
5884_5	k141_163731	2865	6083	-	3219	131	0.0167085
5884_6	k141_163731	6307	7878	+	1572	66	0.0172377
5884_7	k141_163731	8550	8813	-	264	9	0.0139967
5884_8	k141_163731	8995	9234	+	240	4	0.00684285
5884_9	k141_163731	9250	10110	+	861	45	0.0214584
5884_10	k141_163731	10259	10588	+	330	9	0.0111974
5884_11	k141_163731	10646	10984	+	339	11	0.0133224
5884_12	k141_163731	11023	11115	+	93	0	0
5884_13	k141_163731	11217	12776	+	1560	69	0.0181599
5884_14	k141_163731	12923	14347	+	1425	54	0.0155585
5884_15	k141_163731	14924	16087	+	1164	37	0.0130508
5884_16	k141_163731	16181	16909	+	729	28	0.0157695
5884_17	k141_163731	16906	17928	+	1023	33	0.0132442
5884_18	k141_163731	17960	18760	+	801	21	0.010764
5884_19	k141_163731	18777	19505	+	729	32	0.0180223
5884_20	k141_163731	19522	20025	+	504	26	0.0211802
5884_21	k141_163731	20211	21569	+	1359	52	0.0157099
5884_22	k141_163731	22271	23104	+	834	38	0.0187071
5884_23	k141_163731	23141	24430	+	1290	22	0.00700199
5884_24	k141_163731	24443	25480	+	1038	31	0.0122618
5884_25	k141_163731	25477	26526	+	1050	21	0.00821142
5884_26	k141_163731	26516	27571	+	1056	25	0.00971996
5884_27	k141_163731	27615	28412	+	798	15	0.0077175
5884_28	k141_163731	28425	29915	+	1491	62	0.0170727
5884_29	k141_163731	29961	30671	+	711	11	0.00635201
5884_30	k141_163731	30668	31672	+	1005	42	0.0171582
5884_31	k141_163731	31975	33360	+	1386	58	0.0171812
5884_32	k141_163731	33387	34250	+	864	22	0.0104544
5884_33	k141_163731	34250	34603	+	354	4	0.00463922
5884_34	k141_163731	34542	34832	-	291	17	0.0239852
5884_35	k141_163731	35185	35346	+	162	4	0.0101376
5884_36	k141_163731	35321	35923	+	603	15	0.0102132
5884_37	k141_163731	35994	36308	+	315	9	0.0117306
5884_38	k141_163731	36358	36750	+	393	23	0.0240283
5884_39	k141_163731	37375	37500	+	126	17	0.0553945
5884_40	k141_163731	37790	37855	+	66	0	0
5885_1	k141_153850	3	131	+	129	5	0.0159136
5885_2	k141_153850	258	1526	+	1269	51	0.0165005
5885_3	k141_153850	1523	2794	+	1272	79	0.0254993
5885_4	k141_153850	2799	3734	+	936	38	0.0166685
5885_5	k141_153850	3736	4581	+	846	35	0.0169858
5885_6	k141_153850	4596	6248	+	1653	62	0.0153995
5885_7	k141_153850	6355	7194	-	840	29	0.0141745
5885_8	k141_153850	7209	7655	-	447	29	0.0266366
5885_9	k141_153850	7871	8167	-	297	17	0.0235007
5885_10	k141_153850	8341	9348	+	1008	52	0.0211802
5885_11	k141_153850	9409	9654	-	246	8	0.0133519
5885_12	k141_153850	9742	12183	-	2442	107	0.0179898
5885_13	k141_153850	12202	13239	-	1038	49	0.0193815
5885_14	k141_153850	13743	14594	+	852	45	0.0216851
5885_15	k141_153850	14695	15282	+	588	23	0.0160597
5885_16	k141_153850	15296	16465	+	1170	53	0.0185985
5885_17	k141_153850	16614	16979	+	366	19	0.0213138
5885_18	k141_153850	17185	17637	+	453	50	0.0453169
5885_19	k141_153850	17759	18139	-	381	18	0.0193971
5885_20	k141_153850	18136	18819	-	684	46	0.0276115
5885_21	k141_153850	19140	20975	+	1836	110	0.0245985
5885_22	k141_153850	20988	21392	+	405	19	0.0192614
5885_23	k141_153850	21449	22681	-	1233	48	0.0159833
5885_24	k141_153850	22678	23103	-	426	20	0.0192756
5885_25	k141_153850	23393	23542	+	150	17	0.0465314
5885_26	k141_153850	23570	23779	+	210	17	0.0332367
5885_27	k141_153850	23790	24314	+	525	31	0.0242432
5885_28	k141_153850	24448	24873	+	426	25	0.0240945
5885_29	k141_153850	24888	25580	+	693	43	0.0254755
5885_30	k141_153850	25801	26316	+	516	29	0.0230747
5885_31	k141_153850	26364	26735	+	372	33	0.0364216
5885_32	k141_153850	27038	27268	-	231	9	0.0159963
5885_33	k141_153850	27297	27509	-	213	11	0.0212032
5885_34	k141_153850	27512	28618	-	1107	67	0.0248494
5885_35	k141_153850	28818	29732	+	915	52	0.023333
